language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
STANDARD_GERMAN	deu	sit	1416	12.13	sɪt͜sn̩	ielex-12.13-B	source form: sitzen
SWEDISH	swe	sit	1416	12.13	ˈsìtːa	ielex-12.13-B	source form: sitta
URDU	urd	sit	1416	12.13	bɛʈʰnə	ielex-12.13-I	source form: بیٹھنا
BRETON	bre	to lie down	1411	12.14	gurvɛs	ielex-12.14-F	source form: gourvez(et)
BULGARIAN	bul	to lie down	1411	12.14	lɛˈʒɐ	ielex-12.14-A	source form: lezi
CATALAN	cat	to lie down	1411	12.14	ʒɛuɾə	ielex-12.14-E	source form: jeure
CROATIAN	hrv	to lie down	1411	12.14	lěʒati	ielex-12.14-A	source form: ležati
CZECH	ces	to lie down	1411	12.14	lɛʒɛt	ielex-12.14-A	source form: ležet
DANISH	dan	to lie down	1411	12.14	ˈleg̥ə	ielex-12.14-A	source form: ligge
DIGOR_OSSETIAN	oss	to lie down	1411	12.14	χuss-	ielex-12.14-C	source form: χuss-
DUTCH	nld	to lie down	1411	12.14	lɪɣən	ielex-12.14-A	source form: liggen
ENGLISH	eng	to lie down	1411	12.14	laɪ	ielex-12.14-A	source form: to lie
FAROESE	fao	to lie down	1411	12.14	ˈlʊd̥ʒa	ielex-12.14-A	source form: liggja
FRENCH	fra	to lie down	1411	12.14	sə kuʃe	ielex-12.14-L	source form: se coucher
GREEK	ell	to lie down	1411	12.14	k͡saˈplo̞no̞	ielex-12.14-G	source form: ksaplono
HINDI	hin	to lie down	1411	12.14	leʈna	ielex-12.14-H	source form: letna
ICELANDIC	isl	to lie down	1411	12.14	ˈlɪcːa	ielex-12.14-A	source form: liggja
IRISH_GAELIC	gle	to lie down	1411	12.14	l̪ˠiː	ielex-12.14-A	source form: luigh-
IRISH_GAELIC	gle	to lie down	1411	12.14	l̪ˠɪɟ	ielex-12.14-A	source form: luigh-
IRON_OSSETIAN	oss	to lie down	1411	12.14	χʷyšš-	ielex-12.14-C	source form: χʷyšš-
ITALIAN	ita	to lie down	1411	12.14	dʒatʃere	ielex-12.14-E	source form: giacere
LATIN	lat	to lie down	1411	12.14	jaˈkeːre	ielex-12.14-E	source form: iacēre
MAITHILI	mai	to lie down	1411	12.14	sutəb	ielex-12.14-K	source form: sutəb
NORWEGIAN_BOKMAAL	nor	to lie down	1411	12.14	ˈlɪ̀ɡːə	ielex-12.14-A	source form: ligge
NORWEGIAN_RIKSMAL	nor	to lie down	1411	12.14	ˈlɪ̀ɡːə	ielex-12.14-A	source form: ligge
OLD_CHURCH_SLAVONIC	chu	to lie down	1411	12.14	ležitŭ	ielex-12.14-A	source form: лєжати
OLD_NORSE	non	to lie down	1411	12.14	ˈliɡːja	ielex-12.14-A	source form: liggja
POLISH	pol	to lie down	1411	12.14	ˈlɛʒɛʨ	ielex-12.14-A	source form: leżeć
RUSSIAN	rus	to lie down	1411	12.14	lʲeʒatʲ	ielex-12.14-A	source form: лежать
SERBOCROATIAN	srp	to lie down	1411	12.14	lěʒati	ielex-12.14-A	source form: ležati
STANDARD_GERMAN	deu	to lie down	1411	12.14	li:gn̩	ielex-12.14-A	source form: liegen
SWEDISH	swe	to lie down	1411	12.14	ˈlɪ̀gːa	ielex-12.14-A	source form: ligga
TAJIK	tgk	to lie down	1411	12.14	xɔːbidæn	ielex-12.14-J	source form: xobidan
URDU	urd	to lie down	1411	12.14	leʈnə	ielex-12.14-H	source form: لیٹنا
BULGARIAN	bul	stand	1442	12.15	stoˈjɐ	ielex-12.15-B	source form: stoja
CROATIAN	hrv	stand	1442	12.15	stâti	ielex-12.15-B	source form: stati
CZECH	ces	stand	1442	12.15	staːt	ielex-12.15-B	source form: stát
DANISH	dan	stand	1442	12.15	sd̥ʰɔˀ	ielex-12.15-B	source form: stå
DIGOR_OSSETIAN	oss	stand	1442	12.15	lɐw-	ielex-12.15-F	source form: lɐw-
DUTCH	nld	stand	1442	12.15	stan	ielex-12.15-B	source form: staan
EASTERN_ARMENIAN	hye	stand	1442	12.15	kɑngˈnɛl	ielex-12.15-J	source form: kangnel
EASTERN_FARSI	prs	stand	1442	12.15	iːstʰɒːˈdæn	ielex-12.15-B	source form: istadan
EASTERN_FRISIAN	frs	stand	1442	12.15	stɪ.ən	ielex-12.15-B	source form: stean
ENGLISH	eng	stand	1442	12.15	stænd	ielex-12.15-B	source form: to stand
FAROESE	fao	stand	1442	12.15	ˈstand̥a	ielex-12.15-B	source form: standa
FRENCH	fra	stand	1442	12.15	ʀɛste dəbu	ielex-12.15-E	source form: être/rester debout
FRENCH	fra	stand	1442	12.15	ɛtʀ	ielex-12.15-E	source form: être/rester debout
GREEK	ell	stand	1442	12.15	ˈste̞ko̞ˌme̞	ielex-12.15-B	source form: stekome
GREEK_ANCIENT	grc	stand	1442	12.15	hístɛːmi	ielex-12.15-B	source form: ἵστημι
ICELANDIC	isl	stand	1442	12.15	ˈstand̥a	ielex-12.15-B	source form: standa
IRISH_GAELIC	gle	stand	1442	12.15	ʃasˠ	ielex-12.15-B	source form: seas-
IRON_OSSETIAN	oss	stand	1442	12.15	lɐw-	ielex-12.15-F	source form: lɐw-
ITALIAN	ita	stand	1442	12.15	stare im pjɛdi	ielex-12.15-B	source form: stare in piedi
MARATHI	mar	stand	1442	12.15	ubʰə ɾaɦne	ielex-12.15-B	source form: ubha rāhne
NORWEGIAN_BOKMAAL	nor	stand	1442	12.15	stoː	ielex-12.15-B	source form: stå
NORWEGIAN_RIKSMAL	nor	stand	1442	12.15	stoː	ielex-12.15-B	source form: stå
OLD_CHURCH_SLAVONIC	chu	stand	1442	12.15	stojitŭ	ielex-12.15-B	source form: стати
OLD_NORSE	non	stand	1442	12.15	ˈstanda	ielex-12.15-B	source form: standa
PERSIAN	fas	stand	1442	12.15	iːstʰɒːˈdæn	ielex-12.15-B	source form: istadan
POLISH	pol	stand	1442	12.15	staʨ	ielex-12.15-B	source form: stać
POLISH	pol	stand	1442	12.15	ˈfstavaʨ	ielex-12.15-B	source form: wstawać; loanword
PORTUGUESE	por	stand	1442	12.15	ɨʃˈtaɾ ɐ̃j pɛ	ielex-12.15-H	source form: estar em pé
RUSSIAN	rus	stand	1442	12.15	stojatʲ	ielex-12.15-B	source form: стоять
SPANISH	spa	stand	1442	12.15	estaɾ de pje	ielex-12.15-H	source form: estar de pie
STANDARD_GERMAN	deu	stand	1442	12.15	ʃte:ən	ielex-12.15-B	source form: stehen
SWEDISH	swe	stand	1442	12.15	sto:	ielex-12.15-B	source form: stå
ASSAMESE	asm	rightside	1019	12.41	xõ	ielex-12.41-C	source form: xõ
BRETON	bre	rightside	1019	12.41	deu	ielex-12.41-G	source form: dehoù
CATALAN	cat	rightside	1019	12.41	dɾɛt	ielex-12.41-D	source form: dret
CROATIAN	hrv	rightside	1019	12.41	děsniː	ielex-12.41-G	source form: desni
CZECH	ces	rightside	1019	12.41	praviː	ielex-12.41-L	source form: pravý
DANISH	dan	rightside	1019	12.41	ˈhʌjʁʌ	ielex-12.41-M	source form: højre
DIGOR_OSSETIAN	oss	rightside	1019	12.41	raχes	ielex-12.41-R	source form: raχes
DUTCH	nld	rightside	1019	12.41	rɛχtər	ielex-12.41-D	source form: rechter
DUTCH	nld	rightside	1019	12.41	rɛχts	ielex-12.41-D	source form: rechts
EASTERN_ARMENIAN	hye	rightside	1019	12.41	ɑʧʰ	ielex-12.41-H	source form: aǰ
ENGLISH	eng	rightside	1019	12.41	raɪt	ielex-12.41-D	source form: right (hand)
FAROESE	fao	rightside	1019	12.41	ˈhøːɡ̊ɹɪ	ielex-12.41-M	source form: høgri
FRENCH	fra	rightside	1019	12.41	dʀwɑ	ielex-12.41-D	source form: droit
GAELIC_SCOTTISH	gla	rightside	1019	12.41	ʤʲɛs	ielex-12.41-G	source form: deas
GREEK	ell	rightside	1019	12.41	ðe̞ˌk͡siˈa	ielex-12.41-G	source form: dheksia
GREEK_ANCIENT	grc	rightside	1019	12.41	deksiós	ielex-12.41-G	source form: δεξιός
ICELANDIC	isl	rightside	1019	12.41	ˈhaiɣrɪ	ielex-12.41-M	source form: hægri
IRISH_GAELIC	gle	rightside	1019	12.41	dʲas	ielex-12.41-G	source form: deas
IRON_OSSETIAN	oss	rightside	1019	12.41	raχiž	ielex-12.41-R	source form: raχiž
ITALIAN	ita	rightside	1019	12.41	dɛstro	ielex-12.41-G	source form: destro
MAITHILI	mai	rightside	1019	12.41	dəhina	ielex-12.41-G	source form: dəhina
NORWEGIAN_BOKMAAL	nor	rightside	1019	12.41	ˈhœʏɾə	ielex-12.41-M	source form: høyre
NORWEGIAN_RIKSMAL	nor	rightside	1019	12.41	ˈhœʏɾə	ielex-12.41-M	source form: høyre
OLD_CHURCH_SLAVONIC	chu	rightside	1019	12.41	desnŭ	ielex-12.41-L	source form: правъ
OLD_NORSE	non	rightside	1019	12.41	ˈhøːɡri	ielex-12.41-M	source form: hœgri
POLISH	pol	rightside	1019	12.41	ˈpravɨ	ielex-12.41-L	source form: prawy
PORTUGUESE	por	rightside	1019	12.41	diˈɾejtɐ	ielex-12.41-D	source form: direita
ROMANIAN	ron	rightside	1019	12.41	drept	ielex-12.41-D	source form: drept
ROMANIAN_2	ron	rightside	1019	12.41	drept	ielex-12.41-D	source form: drept
RUSSIAN	rus	rightside	1019	12.41	pravɨj	ielex-12.41-L	source form: правый
SERBOCROATIAN	srp	rightside	1019	12.41	dêsno	ielex-12.41-G	source form: desno
SPANISH	spa	rightside	1019	12.41	deɾeʧa	ielex-12.41-D	source form: derecha
STANDARD_GERMAN	deu	rightside	1019	12.41	rɛçt	ielex-12.41-D	source form: recht
SWEDISH	swe	rightside	1019	12.41	ˈhø:gər	ielex-12.41-M	source form: höger
URDU	urd	rightside	1019	12.41	hɑt̪ʰ	ielex-12.41-A	source form: دایاں، ہاتھ
URDU	urd	rightside	1019	12.41	d̪ɑjɑ̃	ielex-12.41-A	source form: دایاں، ہاتھ
URDU	urd	rightside	1019	12.41	sid̪ʰe	ielex-12.41-P	source form: سِیدھے
ASSAMESE	asm	left	244	12.42	baõ	ielex-12.42-G	source form: baõ
BRETON	bre	left	244	12.42	klɛjs	ielex-12.42-I	source form: kleiz
BULGARIAN	bul	left	244	12.42	ljaf	ielex-12.42-J	source form: ljav
CATALAN	cat	left	244	12.42	sinistɾə	ielex-12.42-H	source form: sinistre
CATALAN	cat	left	244	12.42	əskɛrə	ielex-12.42-S	source form: esquerre
CROATIAN	hrv	left	244	12.42	ljêːʋiː	ielex-12.42-J	source form: lijevi
CZECH	ces	left	244	12.42	lɛviː	ielex-12.42-J	source form: levý
DANISH	dan	left	244	12.42	ˈvɛnsd̥ʰʁʌ	ielex-12.42-K	source form: venstre
DIGOR_OSSETIAN	oss	left	244	12.42	galew	ielex-12.42-W	source form: galew
DUTCH	nld	left	244	12.42	lɪŋks	ielex-12.42-B	source form: links
EASTERN_ARMENIAN	hye	left	244	12.42	ʣɑχ	ielex-12.42-E	source form: jax
EASTERN_FRISIAN	frs	left	244	12.42	lɪɪks	ielex-12.42-B	source form: links
FAROESE	fao	left	244	12.42	ˈvɪnstɹɪ	ielex-12.42-K	source form: vinstri
FRENCH	fra	left	244	12.42	goʃ	ielex-12.42-L	source form: gauche
GREEK	ell	left	244	12.42	aˌriste̞ˈra	ielex-12.42-M	source form: aristera
GREEK	ell	left	244	12.42	ze̞rˈva	ielex-12.42-U	source form: zerva
GREEK_ANCIENT	grc	left	244	12.42	aristerós	ielex-12.42-M	source form: ἀριστερός
ICELANDIC	isl	left	244	12.42	ˈvɪnstrɪ	ielex-12.42-K	source form: vinstri
IRISH_GAELIC	gle	left	244	12.42	clʲeː	ielex-12.42-I	source form: clé
IRON_OSSETIAN	oss	left	244	12.42	galiw	ielex-12.42-W	source form: galiw
ITALIAN	ita	left	244	12.42	sinistro	ielex-12.42-H	source form: sinistro
MAITHILI	mai	left	244	12.42	bama	ielex-12.42-G	source form: bama
MARATHI	mar	left	244	12.42	ɖawi: badzu:	ielex-12.42-N	source form: dāwī bādzū
NORWEGIAN_BOKMAAL	nor	left	244	12.42	ˈʋɛnstɾə	ielex-12.42-K	source form: venstre
NORWEGIAN_RIKSMAL	nor	left	244	12.42	ˈʋɛnstɾə	ielex-12.42-K	source form: venstre
OLD_CHURCH_SLAVONIC	chu	left	244	12.42	šujĭ	ielex-12.42-T	source form: šujĭ
OLD_NORSE	non	left	244	12.42	ˈvinstri	ielex-12.42-K	source form: vinstri
POLISH	pol	left	244	12.42	ˈlɛvɨ	ielex-12.42-J	source form: lewy
PORTUGUESE	por	left	244	12.42	ɨʃˈkeɾdɐ	ielex-12.42-S	source form: esquerda
RUSSIAN	rus	left	244	12.42	lʲevɨj	ielex-12.42-J	source form: левый
SPANISH	spa	left	244	12.42	iθkjeɾða	ielex-12.42-S	source form: izquierda
STANDARD_GERMAN	deu	left	244	12.42	lɪŋk	ielex-12.42-B	source form: link
SWEDISH	swe	left	244	12.42	vɛnstər	ielex-12.42-K	source form: vänster
URDU	urd	left	244	12.42	bɑjɑ̃	ielex-12.42-G	source form: بایاں
BRETON	bre	near	1942	12.43	tɔst	ielex-12.43-F	source form: tost
BULGARIAN	bul	near	1942	12.43	ˈblizɤk	ielex-12.43-G	source form: blizek
CATALAN	cat	near	1942	12.43	əpɾɔp	ielex-12.43-H	source form: a prop
CORNISH	cor	near	1942	12.43	ogəs	ielex-12.43-Q	source form: ogəs
CROATIAN	hrv	near	1942	12.43	blîzak	ielex-12.43-G	source form: blizak
CZECH	ces	near	1942	12.43	bliːskiː	ielex-12.43-G	source form: blízký
DANISH	dan	near	1942	12.43	nɛˀɐ̯	ielex-12.43-B	source form: nær
DIGOR_OSSETIAN	oss	near	1942	12.43	χɐstɐg	ielex-12.43-X	source form: χɐstɐg
DUTCH	nld	near	1942	12.43	nabɛi	ielex-12.43-B	source form: nabij
EASTERN_ARMENIAN	hye	near	1942	12.43	mot	ielex-12.43-E	source form: mot
ENGLISH	eng	near	1942	12.43	nɪə	ielex-12.43-B	source form: near
FAROESE	fao	near	1942	12.43	nɛaːɹ	ielex-12.43-B	source form: nær
FRENCH	fra	near	1942	12.43	pʀɛ	ielex-12.43-I	source form: près
GREEK	ell	near	1942	12.43	ko̞ˈnda	ielex-12.43-K	source form: knoda
ICELANDIC	isl	near	1942	12.43	ˈnauːlaiːɣʏr	ielex-12.43-B	source form: nálægur
IRON_OSSETIAN	oss	near	1942	12.43	χɐštɐg	ielex-12.43-X	source form: χɐštɐg
ITALIAN	ita	near	1942	12.43	vitʃino	ielex-12.43-J	source form: vicino
MAITHILI	mai	near	1942	12.43	nəjdik	ielex-12.43-A	source form: nəjdik; loanword
NORWEGIAN_BOKMAAL	nor	near	1942	12.43	næːɾ	ielex-12.43-B	source form: nær
NORWEGIAN_RIKSMAL	nor	near	1942	12.43	næːɾ	ielex-12.43-B	source form: nær
OLD_CHURCH_SLAVONIC	chu	near	1942	12.43	blizŭ	ielex-12.43-G	source form: близъ
OLD_NORSE	non	near	1942	12.43	nɛr	ielex-12.43-B	source form: nær
POLISH	pol	near	1942	12.43	ˈbʎiskɔ	ielex-12.43-G	source form: blisko
RUSSIAN	rus	near	1942	12.43	blizko	ielex-12.43-G	source form: близко
SERBOCROATIAN	srp	near	1942	12.43	blîzak	ielex-12.43-G	source form: blizak
STANDARD_GERMAN	deu	near	1942	12.43	na:ə	ielex-12.43-B	source form: nahe
SWEDISH	swe	near	1942	12.43	ˈnæ̀:ra	ielex-12.43-B	source form: nära
URDU	urd	near	1942	12.43	qəɾib	ielex-12.43-R	source form: قریب،; loanword
URDU	urd	near	1942	12.43	nəzd̪ik	ielex-12.43-A	source form: نزدیک; loanword
BRETON	bre	far	1406	12.44	pɛl	ielex-12.44-F	source form: pell
BULGARIAN	bul	far	1406	12.44	dɐˈlɛt͡ʃɛn	ielex-12.44-D	source form: dalecen
CATALAN	cat	far	1406	12.44	ʎuɲ	ielex-12.44-M	source form: lluny
CROATIAN	hrv	far	1406	12.44	dǎlek	ielex-12.44-D	source form: dalek
CZECH	ces	far	1406	12.44	dalɛkiː	ielex-12.44-D	source form: daleký
DANISH	dan	far	1406	12.44	fjɛɐ̯n	ielex-12.44-B	source form: fjern; loanword
DANISH	dan	far	1406	12.44	lɑŋɡ̊d̥	ielex-12.44-M	source form: langt
DIGOR_OSSETIAN	oss	far	1406	12.44	dard	ielex-12.44-Q	source form: dard
DUTCH	nld	far	1406	12.44	vɛr	ielex-12.44-B	source form: ver
EASTERN_ARMENIAN	hye	far	1406	12.44	hɛˈru	ielex-12.44-B	source form: heṙu
EASTERN_FRISIAN	frs	far	1406	12.44	fi.ər	ielex-12.44-B	source form: fier
ENGLISH	eng	far	1406	12.44	fɑ:	ielex-12.44-B	source form: far
FAROESE	fao	far	1406	12.44	lɛŋkt ˈb̥ʊɻ̊ʈʊɹ	ielex-12.44-M	source form: langt burtur
FAROESE	fao	far	1406	12.44	fjaɻ̊ʈ	ielex-12.44-B	source form: fjart
FRENCH	fra	far	1406	12.44	lwɛ̃	ielex-12.44-M	source form: loin
GAELIC_SCOTTISH	gla	far	1406	12.44	fad̪̊ə	ielex-12.44-L	source form: fada
GREEK	ell	far	1406	12.44	maˌkriˈa	ielex-12.44-H	source form: makria
ICELANDIC	isl	far	1406	12.44	ˈfjarːɪ	ielex-12.44-B	source form: fjarri
ICELANDIC	isl	far	1406	12.44	ˈlauŋɡ̊t	ielex-12.44-M	source form: langt
IRON_OSSETIAN	oss	far	1406	12.44	dard	ielex-12.44-Q	source form: dard
ITALIAN	ita	far	1406	12.44	lontano	ielex-12.44-M	source form: lontano
MAITHILI	mai	far	1406	12.44	dur	ielex-12.44-E	source form: dur
MARATHI	mar	far	1406	12.44	duɾ	ielex-12.44-E	source form: dūr
NORWEGIAN_BOKMAAL	nor	far	1406	12.44	laŋkt	ielex-12.44-M	source form: langt
NORWEGIAN_BOKMAAL	nor	far	1406	12.44	fjæːɳ	ielex-12.44-B	source form: fjern; loanword
NORWEGIAN_RIKSMAL	nor	far	1406	12.44	laŋkt	ielex-12.44-M	source form: langt
NORWEGIAN_RIKSMAL	nor	far	1406	12.44	fjæːɳ	ielex-12.44-B	source form: fjern; loanword
OLD_CHURCH_SLAVONIC	chu	far	1406	12.44	daleče	ielex-12.44-D	source form: дальнии
OLD_NORSE	non	far	1406	12.44	lanɣt	ielex-12.44-M	source form: langt
OLD_NORSE	non	far	1406	12.44	ˈfjarːi	ielex-12.44-B	source form: fjarri
POLISH	pol	far	1406	12.44	daˈlɛkɔ	ielex-12.44-D	source form: daleko
PORTUGUESE	por	far	1406	12.44	ˈlõʒɨ	ielex-12.44-M	source form: longe
RUSSIAN	rus	far	1406	12.44	dalʲeko	ielex-12.44-D	source form: далеко
SERBOCROATIAN	srp	far	1406	12.44	dǎlek	ielex-12.44-D	source form: dalek
SPANISH	spa	far	1406	12.44	lexos	ielex-12.44-N	source form: lejos
STANDARD_GERMAN	deu	far	1406	12.44	vait	ielex-12.44-G	source form: weit
SWEDISH	swe	far	1406	12.44	ˈfjæ̀rːan	ielex-12.44-B	source form: fjärran
SWEDISH	swe	far	1406	12.44	lɔŋkt ˈbɔ̀ʈːa	ielex-12.44-M	source form: långt borta
URDU	urd	far	1406	12.44	d̪uɾ	ielex-12.44-E	source form: دور
BENGALI	ben	big	1202	12.55	bɔɹo	ielex-12.55-C	source form: boro
BENGALI	ben	big	1202	12.55	bɔɽo	ielex-12.55-C	source form: boro
BRETON	bre	big	1202	12.55	møʁ	ielex-12.55-I	source form: meur
BRETON	bre	big	1202	12.55	bʁaz	ielex-12.55-D	source form: bras
BULGARIAN	bul	big	1202	12.55	ɡʊˈʎʲam	ielex-12.55-E	source form: goljam
CATALAN	cat	big	1202	12.55	gran	ielex-12.55-D	source form: gran
CROATIAN	hrv	big	1202	12.55	ʋělik	ielex-12.55-F	source form: velik
CZECH	ces	big	1202	12.55	vɛlkiː	ielex-12.55-F	source form: velký
DANISH	dan	big	1202	12.55	ˈsd̥ʰoˀɐ̯	ielex-12.55-O	source form: stor
DIGOR_OSSETIAN	oss	big	1202	12.55	ustur	ielex-12.55-L	source form: ustur
DUTCH	nld	big	1202	12.55	ɣrot	ielex-12.55-A	source form: groot
EASTERN_ARMENIAN	hye	big	1202	12.55	mɛʦ	ielex-12.55-B	source form: mec
EASTERN_FARSI	prs	big	1202	12.55	boˈzoɾɡ	ielex-12.55-M	source form: bozorg
ENGLISH	eng	big	1202	12.55	bɪg	ielex-12.55-G	source form: big; loanword
FAROESE	fao	big	1202	12.55	ˈmiːtʃɪl	ielex-12.55-B	source form: mikil
FAROESE	fao	big	1202	12.55	ˈstɔuːɹʊɹ	ielex-12.55-O	source form: stórur
FRENCH	fra	big	1202	12.55	gʀɑ̃	ielex-12.55-D	source form: grand
GAELIC_SCOTTISH	gla	big	1202	12.55	moːɾ	ielex-12.55-I	source form: mòr
GREEK	ell	big	1202	12.55	me̞ˈɣalo̞s	ielex-12.55-B	source form: meghalos
GREEK_ANCIENT	grc	big	1202	12.55	méɡas	ielex-12.55-B	source form: μέγας
HINDI	hin	big	1202	12.55	bəɽɑː	ielex-12.55-C	source form: bera
ICELANDIC	isl	big	1202	12.55	stouːr	ielex-12.55-O	source form: stór
IRISH_GAELIC	gle	big	1202	12.55	mˠɔːr	ielex-12.55-I	source form: mór
IRON_OSSETIAN	oss	big	1202	12.55	štyr	ielex-12.55-L	source form: štyr
ITALIAN	ita	big	1202	12.55	grande	ielex-12.55-D	source form: grande
LATIN	lat	big	1202	12.55	ˈɡrandis	ielex-12.55-D	source form: grandis; loanword
LATIN	lat	big	1202	12.55	ˈmaŋnus	ielex-12.55-B	source form: magnus
MACEDONIAN	mkd	big	1202	12.55	ɡɔlɛm	ielex-12.55-E	source form: golem
MAITHILI	mai	big	1202	12.55	nəmhər	ielex-12.55-Ac	source form: nəmhər
MARATHI	mar	big	1202	12.55	moʈʰə	ielex-12.55-H	source form: motha
NORWEGIAN_BOKMAAL	nor	big	1202	12.55	stuːɾ	ielex-12.55-O	source form: stor
NORWEGIAN_RIKSMAL	nor	big	1202	12.55	stuːɾ	ielex-12.55-O	source form: stor
OLD_CHURCH_SLAVONIC	chu	big	1202	12.55	velikŭ	ielex-12.55-F	source form: вєликъ
OLD_NORSE	non	big	1202	12.55	stoːrː	ielex-12.55-O	source form: stórr
OLD_NORSE	non	big	1202	12.55	ˈmikilː	ielex-12.55-B	source form: mikill
PERSIAN	fas	big	1202	12.55	boˈzoɾɡ	ielex-12.55-M	source form: bozorg
POLISH	pol	big	1202	12.55	ˈvʲɛlkʲi	ielex-12.55-F	source form: wielki
PORTUGUESE	por	big	1202	12.55	ˈɡɾɐ̃ðɨ	ielex-12.55-D	source form: grande
ROMANIAN	ron	big	1202	12.55	mare	ielex-12.55-N	source form: mare
ROMANIAN_2	ron	big	1202	12.55	mare	ielex-12.55-N	source form: mare
RUSSIAN	rus	big	1202	12.55	velikij	ielex-12.55-F	source form: великий
SERBOCROATIAN	srp	big	1202	12.55	ʋělik	ielex-12.55-F	source form: velik
SPANISH	spa	big	1202	12.55	ɡɾande	ielex-12.55-D	source form: grande
STANDARD_GERMAN	deu	big	1202	12.55	gro:s	ielex-12.55-A	source form: gross
SWEDISH	swe	big	1202	12.55	gru:v	ielex-12.55-A	source form: grov; loanword
SWEDISH	swe	big	1202	12.55	stuːr	ielex-12.55-O	source form: stor
TAJIK	tgk	big	1202	12.55	buzurɡ	ielex-12.55-M	source form: buzurg
URDU	urd	big	1202	12.55	bəɽɛ	ielex-12.55-C	source form: بڑا
BRETON	bre	small	1246	12.56	bi:ãn	ielex-12.56-G	source form: bihan
BULGARIAN	bul	small	1246	12.56	ˈmalɤk	ielex-12.56-H	source form: malyk
CATALAN	cat	small	1246	12.56	pətit	ielex-12.56-I	source form: petit
CROATIAN	hrv	small	1246	12.56	mǎlen	ielex-12.56-H	source form: malen
CROATIAN	hrv	small	1246	12.56	ˈmalo	ielex-12.56-H	source form: malo
CROATIAN	hrv	small	1246	12.56	mâːl	ielex-12.56-H	source form: mal
CZECH	ces	small	1246	12.56	maliː	ielex-12.56-H	source form: malý
DANISH	dan	small	1246	12.56	smɔˀ	ielex-12.56-K	source form: små
DANISH	dan	small	1246	12.56	ˈlilə	ielex-12.56-P	source form: lille
DUTCH	nld	small	1246	12.56	klɛin	ielex-12.56-B	source form: klein
EASTERN_ARMENIAN	hye	small	1246	12.56	pʰoˈkʰəɾ	ielex-12.56-S	source form: p’ok’r
EASTERN_FARSI	prs	small	1246	12.56	kʰuːtʃʰekʲ	ielex-12.56-D	source form: kuchek
EASTERN_FRISIAN	frs	small	1246	12.56	kli.ən	ielex-12.56-B	source form: klien
ENGLISH	eng	small	1246	12.56	smɔ:l	ielex-12.56-H	source form: small
FAROESE	fao	small	1246	12.56	ˈlʊiːtʰɪl	ielex-12.56-P	source form: lítil
FAROESE	fao	small	1246	12.56	ˈsmɔaːvʊɹ	ielex-12.56-K	source form: smáur
FRENCH	fra	small	1246	12.56	pəti	ielex-12.56-I	source form: petit
GAELIC_SCOTTISH	gla	small	1246	12.56	b̊eɡ	ielex-12.56-G	source form: beag
GREEK	ell	small	1246	12.56	miˈkro̞s	ielex-12.56-K	source form: mikros
HINDI	hin	small	1246	12.56	tʃʰoˈʈa	ielex-12.56-E	source form: chota
ICELANDIC	isl	small	1246	12.56	ˈliːtɪd̥l	ielex-12.56-P	source form: lítill
ICELANDIC	isl	small	1246	12.56	smauːr	ielex-12.56-K	source form: smár
IRON_OSSETIAN	oss	small	1246	12.56	gyccyl	ielex-12.56-D	source form: gyccyl
ITALIAN	ita	small	1246	12.56	pikkolo	ielex-12.56-M	source form: piccolo
LITHUANIAN	lit	small	1246	12.56	ma:ʒɐs	ielex-12.56-N	source form: mazas
MACEDONIAN	mkd	small	1246	12.56	mal	ielex-12.56-H	source form: mal
MARATHI	mar	small	1246	12.56	tʃoʈa	ielex-12.56-E	source form: tSotā
NORWEGIAN_BOKMAAL	nor	small	1246	12.56	ˈlìːtən	ielex-12.56-P	source form: liten
NORWEGIAN_BOKMAAL	nor	small	1246	12.56	smoː	ielex-12.56-K	source form: små
NORWEGIAN_RIKSMAL	nor	small	1246	12.56	ˈlìːtən	ielex-12.56-P	source form: liten
NORWEGIAN_RIKSMAL	nor	small	1246	12.56	smoː	ielex-12.56-K	source form: små
OLD_CHURCH_SLAVONIC	chu	small	1246	12.56	malŭ	ielex-12.56-H	source form: малъ
OLD_NORSE	non	small	1246	12.56	smaːr	ielex-12.56-K	source form: smár
OLD_NORSE	non	small	1246	12.56	ˈliːtilː	ielex-12.56-P	source form: lítill
PERSIAN	fas	small	1246	12.56	kʰuːtʃʰekʲ	ielex-12.56-D	source form: kuchek
POLISH	pol	small	1246	12.56	ˈmawɨ	ielex-12.56-H	source form: mały
PORTUGUESE	por	small	1246	12.56	pɨˈkenu	ielex-12.56-F	source form: pequeno
ROMANIAN	ron	small	1246	12.56	mik	ielex-12.56-K	source form: mic
ROMANIAN_2	ron	small	1246	12.56	mik	ielex-12.56-K	source form: mic
RUSSIAN	rus	small	1246	12.56	malʲenʲkɨj	ielex-12.56-H	source form: маленький
SPANISH	spa	small	1246	12.56	pekeɲo	ielex-12.56-F	source form: pequeño
STANDARD_GERMAN	deu	small	1246	12.56	klain	ielex-12.56-B	source form: klein
SWEDISH	swe	small	1246	12.56	ˈlìːtən	ielex-12.56-P	source form: liten
SWEDISH	swe	small	1246	12.56	smoː	ielex-12.56-K	source form: små
URDU	urd	small	1246	12.56	ˈʧʰo.ʈə	ielex-12.56-E	source form: چھوٹا
ASSAMESE	asm	long	1203	12.57	dighɒl	ielex-12.57-B	source form: dighɒl
BRETON	bre	long	1203	12.57	i:r	ielex-12.57-F	source form: hir
