ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1629	Oki	dirty	kitaneː	k i t a n eː	370	c831 v191 c118 v130 c105 v202	1230	
1630	Kagoshima	dirty	kisːane	k i sː a n e	370	c831 v191 c070 v130 c105 v200	1230	kyus1238
201	Miyako	dog	in	i n	62	v191 c105	2009	miya1259
202	Tōkyō	dog	inu	i n u	62	v191 c105 v027	2009	toky1238
203	Amami	dog	ʔiɴ	ʔ i ɴ	62	c405 v191 c745	2009	naze1238
204	Kyōto	dog	inu	i n u	62	v191 c105 v027	2009	kyot1238
205	Hachijō	dog	ʨiɴme	tɕ i ɴ m e	61	c198 v191 c745 c239 v200	2009	hach1238
206	Shuri	dog	ʔiɴ	ʔ i ɴ	62	c405 v191 c745	2009	shur1243
207	Kōchi	dog	inu	i n u	62	v191 c105 v027	2009	shik1243
208	Sado	dog	inu	i n u	62	v191 c105 v027	2009	sado1237
209	Oki	dog	eno	e n o	62	v200 c105 v042	2009	
210	Kagoshima	dog	iɴ	i ɴ	62	v191 c745	2009	kyus1238
1917	Miyako	down	sɨtaːra	s ɨ t aː r a	446	c087 v116 c118 v137 c151 v130	1326	miya1259
1918	Tōkyō	down	sitae	s i t a e	446	c087 v191 c118 v130 v200	1326	toky1238
1919	Amami	down	ɕaːʨi	ɕ aː tɕ i	446	c202 v137 c198 v191	1326	naze1238
1920	Kyōto	down	sitae	s i t a e	446	c087 v191 c118 v130 v200	1326	kyot1238
1921	Hachijō	down	sita	s i t a	446	c087 v191 c118 v130	1326	hach1238
1922	Shuri	down	siʦaɴkai	s i ts a ɴ k ai	446	c087 v191 c015 v130 c745 c831 d030	1326	shur1243
1923	Kōchi	down	sita	s i t a	446	c087 v191 c118 v130	1326	shik1243
1924	Sado	down	sita	s i t a	446	c087 v191 c118 v130	1326	sado1237
1925	Oki	down	sita	s i t a	446	c087 v191 c118 v130	1326	
1926	Kagoshima	down	site	s i t e	446	c087 v191 c118 v200	1326	kyus1238
530	Miyako	drink	num	n u m	120	c105 v027 c239	1401	miya1259
531	Tōkyō	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	toky1238
532	Amami	drink	numuri	n u m u r i	120	c105 v027 c239 v027 c151 v191	1401	naze1238
533	Kyōto	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	kyot1238
534	Hachijō	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	hach1238
535	Shuri	drink	nunuɴ	n u n u ɴ	120	c105 v027 c105 v027 c745	1401	shur1243
536	Kōchi	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	shik1243
537	Sado	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	sado1237
538	Oki	drink	nomu	n o m u	120	c105 v042 c239 v027	1401	
539	Kagoshima	drink	noɴ	n o ɴ	120	c105 v042 c745	1401	kyus1238
980	Miyako	dry	kaːraʦɨ	k aː r a ts ɨ	217	c831 v137 c151 v130 c015 v116	1398	miya1259
981	Tōkyō	dry	kawaita	k a w ai t a	218	c831 v130 c457 d030 c118 v130	1398	toky1238
982	Amami	dry	xoraʨaɴ	x o r a tɕ a ɴ	217	c772 v042 c151 v130 c198 v130 c745	1398	naze1238
983	Kyōto	dry	kawaita	k a w ai t a	218	c831 v130 c457 d030 c118 v130	1398	kyot1238
984	Hachijō	dry	kuatːe	k ua tː e	218	c831 d010 c128 v200	1398	hach1238
985	Shuri	dry	kaːraʦoːru	k aː r a ts oː r u	217	c831 v137 c151 v130 c015 v035 c151 v027	1398	shur1243
986	Kōchi	dry	kawaita	k a w ai t a	218	c831 v130 c457 d030 c118 v130	1398	shik1243
987	Sado	dry	hoseta	h o s e t a	219	c401 v042 c087 v200 c118 v130	1398	sado1237
988	Oki	dry	ɸita	ɸ i t a	220	c224 v191 c118 v130	1398	
989	Kagoshima	dry	kaeta	k a e t a	218	c831 v130 v200 c118 v130	1398	kyus1238
1601	Miyako	dull	pizuriːduːɭ	p i z u r iː d uː ɭ	366	c288 v191 c078 v027 c151 v183 c143 v019 c702	379	miya1259
1602	Tōkyō	dull	kirenai	k i r e n ai	362	c831 v191 c151 v200 c105 d030	379	toky1238
1603	Amami	dull	kiriraɴ	k i r i r a ɴ	362	c831 v191 c151 v191 c151 v130 c745	379	naze1238
1604	Kyōto	dull	kireheɴ	k i r e h e ɴ	362	c831 v191 c151 v200 c401 v200 c745	379	kyot1238
1605	Hachijō	dull	kireɴnua	k i r e ɴ n ua	362	c831 v191 c151 v200 c745 c105 d010	379	hach1238
1606	Shuri	dull	tataɴ	t a t a ɴ	365	c118 v130 c118 v130 c745	379	shur1243
1607	Kōchi	dull	namakura	n a m a k u r a	364	c105 v130 c239 v130 c831 v027 c151 v130	379	shik1243
1608	Sado	dull	nibui	n i b ui	363	c105 v191 c254 d016	379	sado1237
1609	Oki	dull	kireɴ	k i r e ɴ	362	c831 v191 c151 v200 c745	379	
1610	Kagoshima	dull	kireɴ	k i r e ɴ	362	c831 v191 c151 v200 c745	379	kyus1238
1947	Miyako	dust	puki	p u k i	451	c288 v027 c831 v191	2	miya1259
1948	Tōkyō	dust	hokori	h o k o r i	451	c401 v042 c831 v042 c151 v191	2	toky1238
1949	Amami	dust	huhuɴ	h u h u ɴ	453	c401 v027 c401 v027 c745	2	naze1238
1950	Kyōto	dust	hokori	h o k o r i	451	c401 v042 c831 v042 c151 v191	2	kyot1238
1951	Hachijō	dust	hokori	h o k o r i	451	c401 v042 c831 v042 c151 v191	2	hach1238
1952	Shuri	dust	hukui	h u k ui	451	c401 v027 c831 d016	2	shur1243
1953	Kōchi	dust	hokori	h o k o r i	451	c401 v042 c831 v042 c151 v191	2	shik1243
1954	Sado	dust	hokori	h o k o r i	451	c401 v042 c831 v042 c151 v191	2	sado1237
1955	Oki	dust	hoke	h o k e	451	c401 v042 c831 v200	2	
1956	Kagoshima	dust	goɴ	g o ɴ	452	c824 v042 c745	2	kyus1238
382	Miyako	ear	mim	m i m	95	c239 v191 c239	1247	miya1259
383	Tōkyō	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	toky1238
384	Amami	ear	miɴ	m i ɴ	95	c239 v191 c745	1247	naze1238
385	Kyōto	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	kyot1238
386	Hachijō	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	hach1238
387	Shuri	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	shur1243
388	Kōchi	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	shik1243
389	Sado	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	sado1237
390	Oki	ear	mimi	m i m i	95	c239 v191 c239 v191	1247	
391	Kagoshima	ear	miɴ	m i ɴ	95	c239 v191 c745	1247	kyus1238
780	Miyako	earth	mta	m t a	178	c239 c118 v130	1228	miya1259
781	Tōkyō	earth	ʦuʨi	ts u tɕ i	179	c015 v027 c198 v191	1228	toky1238
782	Amami	earth	miʨa	m i tɕ a	178	c239 v191 c198 v130	1228	naze1238
783	Kyōto	earth	ʦuʨi	ts u tɕ i	179	c015 v027 c198 v191	1228	kyot1238
784	Hachijō	earth	ʨiʨi	tɕ i tɕ i	179	c198 v191 c198 v191	1228	hach1238
785	Shuri	earth	ɴʦa	ɴ ts a	178	c745 c015 v130	1228	shur1243
786	Kōchi	earth	tuti	t u t i	179	c118 v027 c118 v191	1228	shik1243
787	Sado	earth	ʦuʨi	ts u tɕ i	179	c015 v027 c198 v191	1228	sado1237
788	Oki	earth	ʨiʨi	tɕ i tɕ i	179	c198 v191 c198 v191	1228	
789	Kagoshima	earth	doro	d o r o	177	c143 v042 c151 v042	1228	kyus1238
540	Miyako	eat	fau	f au	125	c447 d026	1336	miya1259
541	Tōkyō	eat	taberu	t a b e r u	122	c118 v130 c254 v200 c151 v027	1336	toky1238
542	Amami	eat	xamuri	x a m u r i	124	c772 v130 c239 v027 c151 v191	1336	naze1238
543	Kyōto	eat	taberu	t a b e r u	122	c118 v130 c254 v200 c151 v027	1336	kyot1238
544	Hachijō	eat	miaru	m ia r u	121	c239 d054 c151 v027	1336	hach1238
545	Shuri	eat	kanuɴ	k a n u ɴ	124	c831 v130 c105 v027 c745	1336	shur1243
546	Kōchi	eat	taberu	t a b e r u	122	c118 v130 c254 v200 c151 v027	1336	shik1243
547	Sado	eat	kuː	k uː	123	c831 v019	1336	sado1237
548	Oki	eat	kuː	k uː	123	c831 v019	1336	
549	Kagoshima	eat	kuː	k uː	123	c831 v019	1336	kyus1238
321	Miyako	egg	tunuka	t u n u k a	82	c118 v027 c105 v027 c831 v130	744	miya1259
322	Tōkyō	egg	tamaŋo	t a m a ŋ o	80	c118 v130 c239 v130 c795 v042	744	toky1238
323	Amami	egg	xoga	x o g a	81	c772 v042 c824 v130	744	naze1238
324	Kyōto	egg	tamaŋo	t a m a ŋ o	80	c118 v130 c239 v130 c795 v042	744	kyot1238
325	Hachijō	egg	tamago	t a m a g o	80	c118 v130 c239 v130 c824 v042	744	hach1238
326	Shuri	egg	kuːga	k uː g a	81	c831 v019 c824 v130	744	shur1243
327	Kōchi	egg	tamago	t a m a g o	80	c118 v130 c239 v130 c824 v042	744	shik1243
328	Sado	egg	tamago	t a m a g o	80	c118 v130 c239 v130 c824 v042	744	sado1237
329	Oki	egg	tamaŋo	t a m a ŋ o	80	c118 v130 c239 v130 c795 v042	744	
330	Kagoshima	egg	tamago	t a m a g o	80	c118 v130 c239 v130 c824 v042	744	kyus1238
392	Miyako	eye	miː	m iː	96	c239 v183	1248	miya1259
393	Tōkyō	eye	me	m e	96	c239 v200	1248	toky1238
394	Amami	eye	mɨː	m ɨː	96	c239 v109	1248	naze1238
395	Kyōto	eye	meː	m eː	96	c239 v202	1248	kyot1238
396	Hachijō	eye	manako	m a n a k o	97	c239 v130 c105 v130 c831 v042	1248	hach1238
397	Shuri	eye	miː	m iː	96	c239 v183	1248	shur1243
398	Kōchi	eye	me	m e	96	c239 v200	1248	shik1243
399	Sado	eye	me	m e	96	c239 v200	1248	sado1237
400	Oki	eye	me	m e	96	c239 v200	1248	
401	Kagoshima	eye	me	m e	96	c239 v200	1248	kyus1238
1809	Miyako	fall	utiɭ	u t i ɭ	420	v027 c118 v191 c702	1280	miya1259
1810	Tōkyō	fall	okːoʨiru	o kː o tɕ i r u	420	v042 c825 v042 c198 v191 c151 v027	1280	toky1238
1811	Amami	fall	ʔuθɨruri	ʔ u θ ɨ r u r i	420	c405 v027 c413 v116 c151 v027 c151 v191	1280	naze1238
1812	Kyōto	fall	oʨiru	o tɕ i r u	420	v042 c198 v191 c151 v027	1280	kyot1238
1813	Hachijō	fall	oteru	o t e r u	420	v042 c118 v200 c151 v027	1280	hach1238
1814	Shuri	fall	ʔutijuɴ	ʔ u t i j u ɴ	420	c405 v027 c118 v191 c564 v027 c745	1280	shur1243
1815	Kōchi	fall	kokeru	k o k e r u	421	c831 v042 c831 v200 c151 v027	1280	shik1243
1816	Sado	fall	oʨiru	o tɕ i r u	420	v042 c198 v191 c151 v027	1280	sado1237
1817	Oki	fall	oʨiru	o tɕ i r u	420	v042 c198 v191 c151 v027	1280	
1818	Kagoshima	fall	oʦu	o ts u	420	v042 c015 v027	1280	kyus1238
1541	Miyako	far	tuː	t uː	351	c118 v019	1406	miya1259
1542	Tōkyō	far	toːi	t oː i	351	c118 v035 v191	1406	toky1238
1543	Amami	far	θuːsari	θ uː s a r i	351	c413 v019 c087 v130 c151 v191	1406	naze1238
1544	Kyōto	far	toi	t oi	351	c118 d015	1406	kyot1238
1545	Hachijō	far	toːkʲa	t oː kʲ a	351	c118 v035 c830 v130	1406	hach1238
1546	Shuri	far	tuːsaɴ	t uː s a ɴ	351	c118 v019 c087 v130 c745	1406	shur1243
1547	Kōchi	far	toːi	t oː i	351	c118 v035 v191	1406	shik1243
1548	Sado	far	toːkui	t oː k ui	351	c118 v035 c831 d016	1406	sado1237
1549	Oki	far	toweː	t o w eː	351	c118 v042 c457 v202	1406	
1550	Kagoshima	far	toie	t o j e	351	c118 v042 c564 v200	1406	kyus1238
1427	Miyako	father	ɨza	ɨ z a	328	v116 c078 v130	1217	miya1259
1428	Tōkyō	father	otoːsaɴ	o t oː s a ɴ	323	v042 c118 v035 c087 v130 c745	1217	toky1238
1429	Amami	father	ʥu	dʑ u	326	c195 v027	1217	naze1238
1430	Kyōto	father	otoʨːaɴ	o t o tːɕ a ɴ	323	v042 c118 v042 c200 v130 c745	1217	kyot1238
1431	Hachijō	father	ma	m a	322	c239 v130	1217	hach1238
1432	Shuri	father	wikiganu	w i k i g a n u	327	c457 v191 c831 v191 c824 v130 c105 v027	1217	shur1243
1433	Kōchi	father	otoːsaɴ	o t oː s a ɴ	323	v042 c118 v035 c087 v130 c745	1217	shik1243
1434	Sado	father	daɴ	d a ɴ	324	c143 v130 c745	1217	sado1237
1435	Oki	father	teʦːaɴ	t e tːs a ɴ	325	c118 v200 c025 v130 c745	1217	
1436	Kagoshima	father	otoʦːaɴ	o t o tːs a ɴ	323	v042 c118 v042 c025 v130 c745	1217	kyus1238
1888	Miyako	fear	uɣviɭ	u ɣʷ i ɭ	441	v027 c782 v191 c702	1419	miya1259
1889	Tōkyō	fear	kowaŋaru	k o w a ŋ a r u	437	c831 v042 c457 v130 c795 v130 c151 v027	1419	toky1238
1890	Amami	fear	ʔuθuruɕa	ʔ u θ u r u ɕ a	440	c405 v027 c413 v027 c151 v027 c202 v130	1419	naze1238
1891	Kyōto	fear	kowaŋaru	k o w a ŋ a r u	437	c831 v042 c457 v130 c795 v130 c151 v027	1419	kyot1238
1892	Hachijō	fear	okːanagaru	o kː a n a g a r u	436	v042 c825 v130 c105 v130 c824 v130 c151 v027	1419	hach1238
1893	Shuri	fear	ʔuturusa	ʔ u t u r u s a	440	c405 v027 c118 v027 c151 v027 c087 v130	1419	shur1243
1894	Kōchi	fear	odiru	o d i r u	439	v042 c143 v191 c151 v027	1419	shik1243
1895	Sado	fear	osogagaru	o s o g a g a r u	438	v042 c087 v042 c824 v130 c824 v130 c151 v027	1419	sado1237
1896	Oki	fear	osoreru	o s o r e r u	440	v042 c087 v042 c151 v200 c151 v027	1419	
1897	Kagoshima	fear	otorosːesui	o t o r o sː e s ui	440	v042 c118 v042 c151 v042 c070 v200 c087 d016	1419	kyus1238
351	Miyako	feather	pani	p a n i	87	c288 v130 c105 v191	1201	miya1259
352	Tōkyō	feather	hane	h a n e	87	c401 v130 c105 v200	1201	toky1238
353	Amami	feather	haɴge	h a ɴ g e	87	c401 v130 c745 c824 v200	1201	naze1238
354	Kyōto	feather	hane	h a n e	87	c401 v130 c105 v200	1201	kyot1238
355	Hachijō	feather	hane	h a n e	87	c401 v130 c105 v200	1201	hach1238
356	Shuri	feather	hanigiː	h a n i g iː	87	c401 v130 c105 v191 c824 v183	1201	shur1243
357	Kōchi	feather	hane	h a n e	87	c401 v130 c105 v200	1201	shik1243
358	Sado	feather	hane	h a n e	87	c401 v130 c105 v200	1201	sado1237
359	Oki	feather	hane	h a n e	87	c401 v130 c105 v200	1201	
360	Kagoshima	feather	haine	h ai n e	87	c401 d030 c105 v200	1201	kyus1238
1120	Miyako	few	ipiːtʃa	i p iː t ʃ a	259	v191 c288 v183 c118 c677 v130	1242	miya1259
1121	Tōkyō	few	sukunai	s u k u n ai	256	c087 v027 c831 v027 c105 d030	1242	toky1238
1122	Amami	few	ʔikirasari	ʔ i k i r a s a r i	258	c405 v191 c831 v191 c151 v130 c087 v130 c151 v191	1242	naze1238
1123	Kyōto	few	sukenai	s u k e n ai	256	c087 v027 c831 v200 c105 d030	1242	kyot1238
1124	Hachijō	few	ʨiːto	tɕ iː t o	255	c198 v183 c118 v042	1242	hach1238
1125	Shuri	few	ʔikirasaɴ	ʔ i k i r a s a ɴ	258	c405 v191 c831 v191 c151 v130 c087 v130 c745	1242	shur1243
1126	Kōchi	few	bitːo	b i tː o	257	c254 v191 c128 v042	1242	shik1243
1127	Sado	few	sukunai	s u k u n ai	256	c087 v027 c831 v027 c105 d030	1242	sado1237
1128	Oki	few	ʨiːto	tɕ iː t o	255	c198 v183 c118 v042	1242	
1129	Kagoshima	few	sunːe	s u nː e	256	c087 v027 c104 v200	1242	kyus1238
810	Miyako	fire	umaʦɨ	u m a ts ɨ	184	v027 c239 v130 c015 v116	221	miya1259
811	Tōkyō	fire	hi	h i	183	c401 v191	221	toky1238
812	Amami	fire	uaʦɨ	ua ts ɨ	184	d010 c015 v116	221	naze1238
813	Kyōto	fire	hiː	h iː	183	c401 v183	221	kyot1238
814	Hachijō	fire	hi	h i	183	c401 v191	221	hach1238
815	Shuri	fire	hwiː	h w iː	183	c401 c457 v183	221	shur1243
816	Kōchi	fire	hi	h i	183	c401 v191	221	shik1243
817	Sado	fire	hi	h i	183	c401 v191	221	sado1237
818	Oki	fire	ɸi	ɸ i	183	c224 v191	221	
819	Kagoshima	fire	hi	h i	183	c401 v191	221	kyus1238
181	Miyako	fish	izo	i z o	59	v191 c078 v042	227	miya1259
182	Tōkyō	fish	sakana	s a k a n a	58	c087 v130 c831 v130 c105 v130	227	toky1238
183	Amami	fish	ʔʲu	ˀj u	59	c571 v027	227	naze1238
184	Kyōto	fish	sakana	s a k a n a	58	c087 v130 c831 v130 c105 v130	227	kyot1238
185	Hachijō	fish	sakana	s a k a n a	58	c087 v130 c831 v130 c105 v130	227	hach1238
186	Shuri	fish	ʔiju	ʔ i j u	59	c405 v191 c564 v027	227	shur1243
187	Kōchi	fish	uo	uo	59	d003	227	shik1243
188	Sado	fish	uo	uo	59	d003	227	sado1237
189	Oki	fish	eo	e o	59	v200 v042	227	
190	Kagoshima	fish	iːo	iː o	59	v183 v042	227	kyus1238
1110	Miyako	five	iʦɨʦɨ	i ts ɨ ts ɨ	254	v191 c015 v116 c015 v116	493	miya1259
1111	Tōkyō	five	iʦuʦu	i ts u ts u	254	v191 c015 v027 c015 v027	493	toky1238
1112	Amami	five	ʔiʦɨʦɨ	ʔ i ts ɨ ts ɨ	254	c405 v191 c015 v116 c015 v116	493	naze1238
1113	Kyōto	five	iʦuʦu	i ts u ts u	254	v191 c015 v027 c015 v027	493	kyot1238
1114	Hachijō	five	iʦuʦu	i ts u ts u	254	v191 c015 v027 c015 v027	493	hach1238
1115	Shuri	five	ʔiɕiɕi	ʔ i ɕ i ɕ i	254	c405 v191 c202 v191 c202 v191	493	shur1243
1116	Kōchi	five	itutu	i t u t u	254	v191 c118 v027 c118 v027	493	shik1243
1117	Sado	five	iʦuʦu	i ts u ts u	254	v191 c015 v027 c015 v027	493	sado1237
1118	Oki	five	eʦuʦu	e ts u ts u	254	v200 c015 v027 c015 v027	493	
1119	Kagoshima	five	iʦu	i ts u	254	v191 c015 v027	493	kyus1238
1170	Miyako	flow	nagariɭ	n a g a r i ɭ	267	c105 v130 c824 v130 c151 v191 c702	2003	miya1259
1171	Tōkyō	flow	naŋareru	n a ŋ a r e r u	267	c105 v130 c795 v130 c151 v200 c151 v027	2003	toky1238
1172	Amami	flow	nagareruri	n a g a r e r u r i	267	c105 v130 c824 v130 c151 v200 c151 v027 c151 v191	2003	naze1238
1173	Kyōto	flow	naŋareru	n a ŋ a r e r u	267	c105 v130 c795 v130 c151 v200 c151 v027	2003	kyot1238
1174	Hachijō	flow	nagareru	n a g a r e r u	267	c105 v130 c824 v130 c151 v200 c151 v027	2003	hach1238
1175	Shuri	flow	nagarijuɴ	n a g a r i j u ɴ	267	c105 v130 c824 v130 c151 v191 c564 v027 c745	2003	shur1243
1176	Kōchi	flow	nagareru	n a g a r e r u	267	c105 v130 c824 v130 c151 v200 c151 v027	2003	shik1243
1177	Sado	flow	nagareru	n a g a r e r u	267	c105 v130 c824 v130 c151 v200 c151 v027	2003	sado1237
1178	Oki	flow	nagareru	n a g a r e r u	267	c105 v130 c824 v130 c151 v200 c151 v027	2003	
1179	Kagoshima	flow	nagaru	n a g a r u	267	c105 v130 c824 v130 c151 v027	2003	kyus1238
1357	Miyako	flower	pana	p a n a	308	c288 v130 c105 v130	239	miya1259
1358	Tōkyō	flower	hana	h a n a	308	c401 v130 c105 v130	239	toky1238
1359	Amami	flower	hana	h a n a	308	c401 v130 c105 v130	239	naze1238
1360	Kyōto	flower	hana	h a n a	308	c401 v130 c105 v130	239	kyot1238
1361	Hachijō	flower	hana	h a n a	308	c401 v130 c105 v130	239	hach1238
1362	Shuri	flower	hana	h a n a	308	c401 v130 c105 v130	239	shur1243
1363	Kōchi	flower	hana	h a n a	308	c401 v130 c105 v130	239	shik1243
1364	Sado	flower	hana	h a n a	308	c401 v130 c105 v130	239	sado1237
1365	Oki	flower	hana	h a n a	308	c401 v130 c105 v130	239	
1366	Kagoshima	flower	hana	h a n a	308	c401 v130 c105 v130	239	kyus1238
630	Miyako	fly	mau	m au	144	c239 d026	1441	miya1259
631	Tōkyō	fly	tobu	t o b u	142	c118 v042 c254 v027	1441	toky1238
632	Amami	fly	θuburi	θ u b u r i	142	c413 v027 c254 v027 c151 v191	1441	naze1238
633	Kyōto	fly	tobu	t o b u	142	c118 v042 c254 v027	1441	kyot1238
634	Hachijō	fly	maku	m a k u	141	c239 v130 c831 v027	1441	hach1238
635	Shuri	fly	tubuɴ	t u b u ɴ	142	c118 v027 c254 v027 c745	1441	shur1243
636	Kōchi	fly	tobu	t o b u	142	c118 v042 c254 v027	1441	shik1243
637	Sado	fly	tatːoru	t a tː o r u	143	c118 v130 c128 v042 c151 v027	1441	sado1237
638	Oki	fly	tobu	t o b u	142	c118 v042 c254 v027	1441	
639	Kagoshima	fly	toi	t oi	142	c118 d015	1441	kyus1238
1150	Miyako	fog	ʦɨː	ts ɨː	264	c015 v109	249	miya1259
1151	Tōkyō	fog	kiri	k i r i	264	c831 v191 c151 v191	249	toky1238
1152	Amami	fog	kiri	k i r i	264	c831 v191 c151 v191	249	naze1238
1153	Kyōto	fog	kiri	k i r i	264	c831 v191 c151 v191	249	kyot1238
1154	Hachijō	fog	kiri	k i r i	264	c831 v191 c151 v191	249	hach1238
1155	Shuri	fog	ʨiri	tɕ i r i	264	c198 v191 c151 v191	249	shur1243
1156	Kōchi	fog	kiri	k i r i	264	c831 v191 c151 v191	249	shik1243
1157	Sado	fog	moja	m o j a	265	c239 v042 c564 v130	249	sado1237
1158	Oki	fog	moja	m o j a	265	c239 v042 c564 v130	249	
1159	Kagoshima	fog	kiːi	k iː i	264	c831 v183 v191	249	kyus1238
452	Miyako	foot	pɨsa	p ɨ s a	106	c288 v116 c087 v130	1301	miya1259
453	Tōkyō	foot	asi	a s i	104	v130 c087 v191	1301	toky1238
454	Amami	foot	hagi	h a g i	105	c401 v130 c824 v191	1301	naze1238
455	Kyōto	foot	asi	a s i	104	v130 c087 v191	1301	kyot1238
456	Hachijō	foot	asi	a s i	104	v130 c087 v191	1301	hach1238
457	Shuri	foot	hwiɕa	h w i ɕ a	106	c401 c457 v191 c202 v130	1301	shur1243
458	Kōchi	foot	asi	a s i	104	v130 c087 v191	1301	shik1243
459	Sado	foot	asi	a s i	104	v130 c087 v191	1301	sado1237
460	Oki	foot	asi	a s i	104	v130 c087 v191	1301	
461	Kagoshima	foot	aɕ	a ɕ	104	v130 c202	1301	kyus1238
1100	Miyako	four	juːʦɨ	j uː ts ɨ	253	c564 v019 c015 v116	1500	miya1259
1101	Tōkyō	four	joʦːu	j o tːs u	253	c564 v042 c025 v027	1500	toky1238
1102	Amami	four	juːʦɨ	j uː ts ɨ	253	c564 v019 c015 v116	1500	naze1238
1103	Kyōto	four	joʦːu	j o tːs u	253	c564 v042 c025 v027	1500	kyot1238
1104	Hachijō	four	joʦːu	j o tːs u	253	c564 v042 c025 v027	1500	hach1238
1105	Shuri	four	juːɕi	j uː ɕ i	253	c564 v019 c202 v191	1500	shur1243
1106	Kōchi	four	jotːu	j o tː u	253	c564 v042 c128 v027	1500	shik1243
1107	Sado	four	joʦːu	j o tːs u	253	c564 v042 c025 v027	1500	sado1237
1108	Oki	four	joʦːu	j o tːs u	253	c564 v042 c025 v027	1500	
1109	Kagoshima	four	joi	j oi	253	c564 d015	1500	kyus1238
1484	Tōkyō	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	toky1238
1485	Kyōto	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	kyot1238
1486	Hachijō	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	hach1238
1487	Kōchi	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	shik1243
1488	Sado	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	sado1237
1489	Oki	freeze	koːru	k oː r u	343	c831 v035 c151 v027	1431	
1490	Kagoshima	freeze	koː	k oː	343	c831 v035	1431	kyus1238
1347	Miyako	fruit	naɭ	n a ɭ	306	c105 v130 c702	1507	miya1259
1348	Tōkyō	fruit	mi	m i	307	c239 v191	1507	toky1238
1349	Amami	fruit	nari	n a r i	306	c105 v130 c151 v191	1507	naze1238
1350	Kyōto	fruit	miː	m iː	307	c239 v183	1507	kyot1238
1351	Hachijō	fruit	mi	m i	307	c239 v191	1507	hach1238
1352	Shuri	fruit	nai	n ai	306	c105 d030	1507	shur1243
1353	Kōchi	fruit	mi	m i	307	c239 v191	1507	shik1243
1354	Sado	fruit	mi	m i	307	c239 v191	1507	sado1237
1355	Oki	fruit	mi	m i	307	c239 v191	1507	
1356	Kagoshima	fruit	miː	m iː	307	c239 v183	1507	kyus1238
940	Miyako	full	mti	m t i	206	c239 c118 v191	1429	miya1259
941	Tōkyō	full	ipːai	i pː ai	204	v191 c259 d030	1429	toky1238
942	Amami	full	zoɴbai	z o ɴ b ai	205	c078 v042 c745 c254 d030	1429	naze1238
943	Kyōto	full	ipːai	i pː ai	204	v191 c259 d030	1429	kyot1238
944	Hachijō	full	ipːia	i pː ia	204	v191 c259 d054	1429	hach1238
945	Shuri	full	miː	m iː	206	c239 v183	1429	shur1243
946	Kōchi	full	ipːai	i pː ai	204	v191 c259 d030	1429	shik1243
947	Sado	full	ipːai	i pː ai	204	v191 c259 d030	1429	sado1237
948	Oki	full	epːeː	e pː eː	204	v200 c259 v202	1429	
949	Kagoshima	full	pːe	pː e	204	c259 v200	1429	kyus1238
1299	Tōkyō	fur	keŋawa	k e ŋ a w a	298	c831 v200 c795 v130 c457 v130	580	toky1238
1300	Amami	fur	xɨɴxo	x ɨ ɴ x o	298	c772 v116 c745 c772 v042	580	naze1238
1301	Kyōto	fur	keŋawa	k e ŋ a w a	298	c831 v200 c795 v130 c457 v130	580	kyot1238
1302	Hachijō	fur	kegua	k e g ua	298	c831 v200 c824 d010	580	hach1238
1303	Shuri	fur	kaː	k aː	299	c831 v137	580	shur1243
1304	Kōchi	fur	kegawa	k e g a w a	298	c831 v200 c824 v130 c457 v130	580	shik1243
1305	Sado	fur	kegawa	k e g a w a	298	c831 v200 c824 v130 c457 v130	580	sado1237
1306	Oki	fur	keŋawa	k e ŋ a w a	298	c831 v200 c795 v130 c457 v130	580	
1307	Kagoshima	fur	kegaiwa	k e g ai w a	298	c831 v200 c824 d030 c457 v130	580	kyus1238
690	Miyako	give	fiːɭ	f iː ɭ	160	c447 v183 c702	1447	miya1259
691	Tōkyō	give	aŋeru	a ŋ e r u	158	v130 c795 v200 c151 v027	1447	toky1238
692	Amami	give	kurɨruri	k u r ɨ r u r i	160	c831 v027 c151 v116 c151 v027 c151 v191	1447	naze1238
693	Kyōto	give	aŋeru	a ŋ e r u	158	v130 c795 v200 c151 v027	1447	kyot1238
694	Hachijō	give	muaseru	m ua s e r u	157	c239 d010 c087 v200 c151 v027	1447	hach1238
695	Shuri	give	kwiːjuɴ	k w iː j u ɴ	160	c831 c457 v183 c564 v027 c745	1447	shur1243
696	Kōchi	give	jaru	j a r u	159	c564 v130 c151 v027	1447	shik1243
