CONCEPT	IPA	DOCULECT	COGID
1242	faːr	OLD_SWEDISH	few:F
1242	foː	SWEDISH	few:F
1242	ˈfɔ̀ːɛr	ELFDALIAN	few:F
1242	fɔˀ	DANISH	few:F
1242	iɡə_ˈmɑŋə	DANISH_FJOLDE	few:V
1242	fju:	ENGLISH	few:F
1242	wɛinəχ	DUTCH	few:B
1242	ve:nɪç	GERMAN	few:B
1242	ˈpau̯kiː	LATIN	few:F
1242	pɔk	CATALAN	few:F
1242	ˈpoouku	PORTUGUESE	few:F
1242	poko	SPANISH	few:F
1242	pø	FRENCH	few:F
1242	pɔko	ITALIAN	few:F
1242	bʹega:n	OLD_IRISH	few:N
1242	nebəs	MIDDLE_CORNISH	few:M
1242	nep_ˈmøːr	MIDDLE_BRETON	few:Ab
1242	ˈneːbøt	MIDDLE_BRETON	few:M
1242	ˈneːbøt	BRETON	few:M
1455	traˈvo̞	GREEK	pull:R
1455	kʰaršem	CLASSICAL_ARMENIAN	pull:D
1455	kʰɑˈʃɛl	ARMENIAN_EASTERN	pull:D
1455	laš-	OSSETIC_IRON	pull:Q
1455	las-	OSSETIC_DIGOR	pull:Q
1455	tan	ASSAMESE	pull:U
1455	ʈaɳ-	ORIYA	pull:U
1455	khicəb	BIHARI	pull:F
1455	kʰenʧnə	URDU	pull:F
1455	oɖʰɳe	MARATHI	pull:P
1455	vlæʃti	OLD_CHURCH_SLAVONIC	pull:C
1455	ˈvûːtɕi	SERBO-CROATIAN	pull:C
1455	ˈdɤrpəm	BULGARIAN	pull:X
1455	ˈvletʃɛ	MACEDONIAN	pull:C
1455	tʲaˈnutʲ	RUSSIAN	pull:T
1455	ˈtɕɔŋɡnɔɲtɕ	POLISH	pull:T
1455	tsʲaˈɣnutsʲ	BELARUSIAN	pull:T
1455	tʲaɦˈtɪ	UKRAINIAN	pull:T
1455	ˈcaɦac	SLOVAK	pull:T
1455	ˈtaːɦnɔut	CZECH	pull:T
1455	ˈtʃanɘ̟tʃ	SORBIAN_UPPER	pull:T
1455	ˈɕɪɡnuɕ	SORBIAN_LOWER	pull:T
1455	ˈvlěːtʃi	SLOVENIAN	pull:C
1455	ˈtoɣa	OLD_NORSE	pull:L
1455	ˈdraɣa	OLD_NORSE	pull:J
1455	ˈd̥raːɣa	ICELANDIC	pull:J
1455	ˈtʰɔːɣa	ICELANDIC	pull:L
1455	ˈd̥ɹɛaːɡa	FAROESE	pull:J
1455	ˈtʰoːɡa	FAROESE	pull:L
1455	ˈhɔaːla	FAROESE	pull:V
1455	ˈtɾɛ̀kːə	NORWEGIAN_RIKSMAL	pull:B
1455	dɾaː	NORWEGIAN_RIKSMAL	pull:J
1455	dʁɑː	STAVANGERSK	pull:J
1455	ˈdraːɣa	OLD_SWEDISH	pull:J
1455	ˈrỳkːa	SWEDISH	pull:J
1455	drɑ:	SWEDISH	pull:J
1455	drɔ̀gɔ	ELFDALIAN	pull:J
1455	ˈd̥ʁɑːwə	DANISH	pull:J
1455	d̥ʰʁag̥ʰə	DANISH	pull:B
1455	dɹæj	DANISH_FJOLDE	pull:J
1455	tɹæɡ	DANISH_FJOLDE	pull:B
1455	ˈdrɛːɡɛ	GUTNISH_LAU	pull:J
1455	lukə	FRISIAN	pull:B
1455	trɛkə	FRISIAN	pull:B
1455	trɛkən	DUTCH	pull:B
1455	t͜si:ən	GERMAN	pull:L
1455	ˈtrahere	LATIN	pull:J
1455	əstiɾa	CATALAN	pull:K
1455	tɾɛuwɾə	CATALAN	pull:K
1455	puˈʃaɾ	PORTUGUESE	pull:G
1455	tiɾaɾ	SPANISH	pull:K
1455	tiʀe	FRENCH	pull:K
1455	tirare	ITALIAN	pull:K
1455	sʹrʹeŋgəðʹ	OLD_IRISH	pull:N
1455	tɛn:a	MIDDLE_CORNISH	pull:H
1455	ˈtenːaṽ	MIDDLE_BRETON	pull:H
1455	ˈtɛnːã	BRETON	pull:H
1291	ˈplati	GREEK	back:L
1291	fæsontæ	OSSETIC	back:T
1291	fɐšontɐ	OSSETIC_IRON	back:T
1291	fɐsontɐ	OSSETIC_DIGOR	back:T
1291	pithi	ASSAMESE	back:G
1291	piʈhi	ORIYA	back:G
1291	piʈa	BIHARI	back:G
1291	ɖar	BIHARI	back:Y
1291	pitʰ	MAGAHI	back:G
1291	kəməɾ	URDU	back:W
1291	patʰ	MARATHI	back:G
1291	xrɪ̆bɪ̆tʊ̆	OLD_CHURCH_SLAVONIC	back:J
1291	ˈlɛ̌ːdʑa	SERBO-CROATIAN	back:U
1291	ɡrɤb	BULGARIAN	back:Ae
1291	ɡərb	MACEDONIAN	back:Ae
1291	spʲiˈna	RUSSIAN	back:Q
1291	plɛtsɘ̟	POLISH	back:P
1291	ˈspʲina	BELARUSIAN	back:Q
1291	ˈspɪna	UKRAINIAN	back:Q
1291	ˈxr̩baːt	SLOVAK	back:J
1291	ˈzaːda	CZECH	back:Ab
1291	ˈkʀibĕɛt	SORBIAN_UPPER	back:J
1291	ˈkɕɛbjat	SORBIAN_LOWER	back:J
1291	ˈxə̌rbət	SLOVENIAN	back:J
1291	ɣryɡːr	OLD_NORSE	back:R
1291	bak	OLD_NORSE	back:B
1291	b̥aːk	ICELANDIC	back:B
1291	ˈr̥ɪɡ̊ːʏr	ICELANDIC	back:R
1291	ˈɹɪɡ̊ːʊɹ	FAROESE	back:R
1291	b̥ɛaːk	FAROESE	back:B
1291	ɾʏɡː	NORWEGIAN_RIKSMAL	back:R
1291	ʁʏɡː	STAVANGERSK	back:R
1291	ˈbaːker	OLD_SWEDISH	back:B
1291	ˈryɡːer	OLD_SWEDISH	back:R
1291	rʏgː	SWEDISH	back:R
1291	rygː	ELFDALIAN	back:R
1291	ʁœɡ	DANISH	back:R
1291	ɹøɣ	DANISH_FJOLDE	back:R
1291	rʏɡː	GUTNISH_LAU	back:R
1291	bɑːk	GUTNISH_LAU	back:B
1291	bæk	ENGLISH	back:B
1291	rɛːx	FRISIAN	back:R
1291	rʏχ	DUTCH	back:R
1291	rijkn̩	GERMAN	back:R
1291	ˈdorsum	LATIN	back:H
1291	ˈtergum	LATIN	back:Ac
1291	əskɛnə	CATALAN	back:F
1291	əspaʎʎə	CATALAN	back:C
1291	espalda	SPANISH	back:C
1291	do	FRENCH	back:H
1291	dɔsso	ITALIAN	back:H
1291	drumʹ	OLD_IRISH	back:N
1291	kɛɪn	MIDDLE_CORNISH	back:I
1291	ˈkejn	MIDDLE_BRETON	back:I
1291	ˈkɛjn	BRETON	back:I
1291	d̪ˠɾˠɪmʲ	IRISH	back:N
671	ˈamo̞s	GREEK	sand:B
671	awaz	CLASSICAL_ARMENIAN	sand:B
671	ɑˈvɑz	ARMENIAN_EASTERN	sand:B
671	zmis	OSSETIC	sand:E
671	žmiš	OSSETIC_IRON	sand:E
671	ɐzmensɐ	OSSETIC_DIGOR	sand:E
671	bali	ASSAMESE	sand:P
671	bali	ORIYA	sand:P
671	baul	BIHARI	sand:P
671	ɾet̪	URDU	sand:F
671	reti:	MARATHI	sand:F
671	pæsʊ̆kʊ̆	OLD_CHURCH_SLAVONIC	sand:I
671	ˈpjɛ̌ːsak	SERBO-CROATIAN	sand:I
671	ˈpʲasək	BULGARIAN	sand:I
671	ˈpesɔk	MACEDONIAN	sand:I
671	pʲisɔk	RUSSIAN	sand:I
671	ˈpjasɛk	POLISH	sand:I
671	pʲaˈsɔk	BELARUSIAN	sand:I
671	piˈsɔk	UKRAINIAN	sand:I
671	ˈpiɛsɔk	SLOVAK	sand:I
671	ˈpiːsɛk	CZECH	sand:I
671	pɪsk	SORBIAN_UPPER	sand:I
671	pɪsk	SORBIAN_LOWER	sand:I
671	ˈpěːsək	SLOVENIAN	sand:I
671	sandr	OLD_NORSE	sand:B
671	ˈsand̥ʏr	ICELANDIC	sand:B
671	ˈsand̥ʊɹ	FAROESE	sand:B
671	sanː	NORWEGIAN_RIKSMAL	sand:B
671	sanː	STAVANGERSK	sand:B
671	ˈsander	OLD_SWEDISH	sand:B
671	sand	SWEDISH	sand:B
671	sɑnd	ELFDALIAN	sand:B
671	sanˀ	DANISH	sand:B
671	sɑːnʲ	DANISH_FJOLDE	sand:B
671	sand	GUTNISH_LAU	sand:B
671	sænd	ENGLISH	sand:B
671	sɔ:n	FRISIAN	sand:B
671	zɑnt	DUTCH	sand:B
671	sant	GERMAN	sand:B
671	haˈreːna	LATIN	sand:G
671	ɐˈɾejɐ	PORTUGUESE	sand:N
671	aɾena	SPANISH	sand:N
671	sɑbl	FRENCH	sand:B
671	sabbja	ITALIAN	sand:B
671	rena	ITALIAN	sand:G
671	ganʹəṽ	OLD_IRISH	sand:K
671	trɛ:θ	MIDDLE_CORNISH	sand:H
671	ˈtrɛːθ	MIDDLE_BRETON	sand:H
671	ˈtrɛːz	BRETON	sand:H
1340	me̞	GREEK	with:C
1340	hɛt	ARMENIAN_EASTERN	with:D
1340	æd	OSSETIC	with:L
1340	-imæ	OSSETIC	with:P
1340	-imɐ	OSSETIC_IRON	with:P
1340	χɐccɐ	OSSETIC_DIGOR	with:A
1340	xɔite	ASSAMESE	with:A
1340	sɔnge	ORIYA	with:A
1340	səŋge	BIHARI	with:A
1340	se	MAGAHI	with:A
1340	sɑt̪ʰe	MAGAHI	with:A
1340	sɑt̪ʰ	URDU	with:A
1340	səɦə	MARATHI	with:A
1340	bəɾobəɾ	MARATHI	with:H
1340	sʊ̆	OLD_CHURCH_SLAVONIC	with:A
1340	sa	SERBO-CROATIAN	with:A
1340	sɤs	BULGARIAN	with:A
1340	sɔ	MACEDONIAN	with:A
1340	s	RUSSIAN	with:A
1340	zɛ	POLISH	with:A
1340	z	BELARUSIAN	with:A
1340	z	UKRAINIAN	with:A
1340	sɔ	SLOVAK	with:A
1340	sɛ	CZECH	with:A
1340	zɛ	SORBIAN_UPPER	with:A
1340	zɛ	SORBIAN_LOWER	with:A
1340	z	SLOVENIAN	with:A
1340	með	OLD_NORSE	with:C
1340	við	OLD_NORSE	with:G
1340	mɛːð	ICELANDIC	with:C
1340	viː	FAROESE	with:G
1340	meːd	FAROESE	with:C
1340	meː	NORWEGIAN_RIKSMAL	with:C
1340	meː	STAVANGERSK	with:C
1340	ˈmæːð	OLD_SWEDISH	with:C
1340	meːd	SWEDISH	with:C
1340	mɪnː	ELFDALIAN	with:C
1340	með	DANISH	with:C
1340	mæ	DANISH_FJOLDE	with:C
1340	meː	GUTNISH_LAU	with:C
1340	wɪð	ENGLISH	with:G
1340	mai̯	FRISIAN	with:C
1340	mɛt	DUTCH	with:C
1340	mɪt	GERMAN	with:C
1340	kum	LATIN	with:E
1340	əmb	CATALAN	with:F
1340	kõ	PORTUGUESE	with:E
1340	kon	SPANISH	with:E
1340	avɛk	FRENCH	with:F
1340	kon	ITALIAN	with:E
1340	co	OLD_IRISH	with:E
1340	lʹe	OLD_IRISH	with:I
1340	gans	MIDDLE_CORNISH	with:E
1340	ˈgant	MIDDLE_BRETON	with:E
1340	gɑ̃n-t	BRETON	with:E
1340	lʲɛ	IRISH	with:I
857	ˈpe̞tra	GREEK	stone:H
857	kʰar	CLASSICAL_ARMENIAN	stone:C
857	kʰɑɾ	ARMENIAN_EASTERN	stone:C
857	dur	OSSETIC	stone:N
857	dur	OSSETIC_IRON	stone:N
857	dor	OSSETIC_DIGOR	stone:N
857	pɔthɔrɔo	ORIYA	stone:D
857	goɽi	ORIYA	stone:X
857	pathər	BIHARI	stone:D
857	pət̪ʰːəɾ	URDU	stone:D
857	dəgəɖ	MARATHI	stone:K
857	kɑmɯ	OLD_CHURCH_SLAVONIC	stone:G
857	ˈkâmɛːn	SERBO-CROATIAN	stone:G
857	ˈkamək	BULGARIAN	stone:G
857	ˈkamɛn	MACEDONIAN	stone:G
857	kamʲɛnʲ	RUSSIAN	stone:G
857	ˈkamjɛɲ	POLISH	stone:G
857	ˈkamʲɛnʲ	BELARUSIAN	stone:G
857	ˈkaminʲ	UKRAINIAN	stone:G
857	ˈkamɛɲ	SLOVAK	stone:G
857	ˈkaːmɛn	CZECH	stone:G
857	ˈkamen	SORBIAN_UPPER	stone:G
857	ˈkameɲ	SORBIAN_LOWER	stone:G
857	ˈkǎːmən	SLOVENIAN	stone:G
857	stɛinː	OLD_NORSE	stone:A
857	steid̥n	ICELANDIC	stone:A
857	ˈstaiːnʊɹ	FAROESE	stone:A
857	steːn	NORWEGIAN_RIKSMAL	stone:A
857	ˈstɛɪdn̩	STAVANGERSK	stone:A
857	steːn	OLD_SWEDISH	stone:A
857	ste:n	SWEDISH	stone:A
857	stɪɛ	ELFDALIAN	stone:A
857	sd̥ʰen	DANISH	stone:A
857	sdien	DANISH_FJOLDE	stone:A
857	staɪn	GUTNISH_LAU	stone:A
857	stəʊn	ENGLISH	stone:A
857	sti.ən	FRISIAN	stone:A
857	sten	DUTCH	stone:A
857	ʃtaĭn	GERMAN	stone:A
857	ˈpetra	LATIN	stone:E
857	ˈlapis	LATIN	stone:O
857	ˈpeðɾə	CATALAN	stone:E
857	ˈpɛdɾɐ	PORTUGUESE	stone:E
857	pjeðɾa	SPANISH	stone:E
857	pjɛʀ	FRENCH	stone:E
857	pjɛtra	ITALIAN	stone:E
857	klox	OLD_IRISH	stone:J
857	kar:ɛk	MIDDLE_CORNISH	stone:M
857	mɛ:n	MIDDLE_CORNISH	stone:F
857	kl̪ˠɔx	IRISH	stone:J
1248	mati	GREEK	eye:B
1248	ɑkn	CLASSICAL_ARMENIAN	eye:B
1248	ɑʧʰkʰ	ARMENIAN_EASTERN	eye:B
1248	ʦæst	OSSETIC	eye:D
1248	sɐšt	OSSETIC_IRON	eye:D
1248	cɐstɐ	OSSETIC_DIGOR	eye:D
1248	akhi	ORIYA	eye:B
1248	aĩkh	BIHARI	eye:B
1248	ɑ̃kʰ	MAGAHI	eye:B
1248	ʔɑ̃kʰ	URDU	eye:B
1248	ɖoɭa	MARATHI	eye:J
1248	ɔkɔ	OLD_CHURCH_SLAVONIC	eye:B
1248	ˈɔ̂kɔ	SERBO-CROATIAN	eye:B
1248	uˈkɔ	BULGARIAN	eye:B
1248	ˈokɔ	MACEDONIAN	eye:B
1248	gɫaz	RUSSIAN	eye:G
1248	ˈɔkɔ	POLISH	eye:B
1248	ˈvɔka	BELARUSIAN	eye:B
1248	ˈɔkɔ	UKRAINIAN	eye:B
1248	ˈɔkɔ	SLOVAK	eye:B
1248	ˈɔkɔ	CZECH	eye:B
1248	ˈwɔkɔ	SORBIAN_UPPER	eye:B
1248	ˈhɔkɔ	SORBIAN_LOWER	eye:B
1248	ɔˈkôː	SLOVENIAN	eye:B
1248	ˈauɣa	OLD_NORSE	eye:B
1248	ˈøɪːɣa	ICELANDIC	eye:B
1248	ˈɛiːja	FAROESE	eye:B
1248	ˈœʏ̀ə	NORWEGIAN_RIKSMAL	eye:B
1248	ˈœɪ̀a	STAVANGERSK	eye:B
1248	ˈøːɣa	OLD_SWEDISH	eye:B
1248	ˈø̀ːɡa	SWEDISH	eye:B
1248	ˈòːgɑ	ELFDALIAN	eye:B
1248	ˈʌjə	DANISH	eye:B
1248	øj	DANISH_FJOLDE	eye:B
1248	ˈauɡɛ	GUTNISH_LAU	eye:B
1248	aɪ	ENGLISH	eye:B
1248	jɛx	FRISIAN	eye:B
1248	oχ	DUTCH	eye:B
1248	aŭgə	GERMAN	eye:B
1248	ˈokulus	LATIN	eye:B
1248	uʎ	CATALAN	eye:B
1248	ˈoʎu	PORTUGUESE	eye:B
1248	oxo	SPANISH	eye:B
1248	œj	FRENCH	eye:B
1248	ɔkkjo	ITALIAN	eye:B
1248	dʹerk	OLD_IRISH	eye:L
1248	su:lʹ	OLD_IRISH	eye:F
1248	lagas	MIDDLE_CORNISH	eye:E
1248	ˈlaːgat	MIDDLE_BRETON	eye:E
1248	ˈlɑːgat	BRETON	eye:E
1248	sˠuːlʲ	IRISH	eye:F
606	xo̞rˈtari	GREEK	grass:I
606	xot	CLASSICAL_ARMENIAN	grass:D
606	χot	ARMENIAN_EASTERN	grass:D
606	kærdæɡ	OSSETIC	grass:O
606	kɐrdɐg	OSSETIC_IRON	grass:O
606	kɐrdɐg	OSSETIC_DIGOR	grass:O
606	ghãh	ASSAMESE	grass:E
606	ghasɔ	ORIYA	grass:E
606	ɡʰɑs	MAGAHI	grass:E
606	ɡʰɑs	URDU	grass:E
606	gʰəs	MARATHI	grass:E
606	gəwət	MARATHI	grass:E
606	trɑvɑ	OLD_CHURCH_SLAVONIC	grass:H
606	ˈtrǎːva	SERBO-CROATIAN	grass:H
606	trɘˈva	BULGARIAN	grass:H
606	ˈtreva	MACEDONIAN	grass:H
606	trava	RUSSIAN	grass:H
606	ˈtrava	POLISH	grass:H
606	traˈva	BELARUSIAN	grass:H
606	traˈʋa	UKRAINIAN	grass:H
606	ˈtraːva	SLOVAK	grass:H
606	ˈtraːva	CZECH	grass:H
606	ˈtʀawa	SORBIAN_UPPER	grass:H
606	ˈtʂawa	SORBIAN_LOWER	grass:H
606	ˈtrǎːva	SLOVENIAN	grass:H
606	ɡras	OLD_NORSE	grass:B
606	ˈɡ̊raːs	ICELANDIC	grass:B
606	ˈɡ̊ɹɛaːs	FAROESE	grass:B
606	ɡɾɛsː	NORWEGIAN_RIKSMAL	grass:B
606	ɡʁasː	STAVANGERSK	grass:B
606	ɡræːs	OLD_SWEDISH	grass:B
606	grɛ:s	SWEDISH	grass:B
606	grɑːs	ELFDALIAN	grass:B
606	g̥ʁas	DANISH	grass:B
606	ɡɹeːs	DANISH_FJOLDE	grass:B
606	ɡrɑːs	GUTNISH_LAU	grass:B
606	grɑ:s	ENGLISH	grass:B
606	gɛːs	FRISIAN	grass:B
606	ɣrɑs	DUTCH	grass:B
606	gra:s	GERMAN	grass:B
606	ˈherba	LATIN	grass:F
606	ˈgraːmen	LATIN	grass:B
606	erβə	CATALAN	grass:F
606	ˈɛɾvɐ	PORTUGUESE	grass:F
606	jeɾβa	SPANISH	grass:F
606	ɛʀb	FRENCH	grass:F
606	ɛrba	ITALIAN	grass:F
606	fʹe:r	OLD_IRISH	grass:K
606	gwɛlz	MIDDLE_CORNISH	grass:G
606	ˈgeoten	MIDDLE_BRETON	grass:G
1297	ˈpo̞ði	GREEK	leg:Q
1297	srownkʰ	CLASSICAL_ARMENIAN	leg:L
1297	votkʰ	ARMENIAN_EASTERN	leg:Q
1297	kʲaχ	OSSETIC	leg:B
1297	kaχ	OSSETIC_IRON	leg:B
1297	kaχ	OSSETIC_DIGOR	leg:B
1297	bhɔri	ASSAMESE	leg:V
1297	goɽɔ	ORIYA	leg:W
1297	padɔ	ORIYA	leg:Q
1297	pyaer	BIHARI	leg:Q
1297	ɡoɽ	MAGAHI	leg:W
1297	ʈɑŋɡ	URDU	leg:K
1297	paj	MARATHI	leg:Q
1297	nɔɡɑ	OLD_CHURCH_SLAVONIC	leg:F
1297	ˈnɔ̌ɡa	SERBO-CROATIAN	leg:F
1297	krak	BULGARIAN	leg:E
1297	ˈnoɡa	MACEDONIAN	leg:F
1297	nɔga	RUSSIAN	leg:F
1297	ˈnɔɡa	POLISH	leg:F
1297	naˈɣa	BELARUSIAN	leg:F
1297	nɔˈɦa	UKRAINIAN	leg:F
1297	ˈnɔɦa	SLOVAK	leg:F
1297	ˈnɔɦa	CZECH	leg:F
1297	ˈnɔ.a	SORBIAN_UPPER	leg:F
1297	ˈnɔɡa	SORBIAN_LOWER	leg:F
1297	nɔ̂ːɡa	SLOVENIAN	leg:F
1297	leɡːr	OLD_NORSE	leg:I
1297	foːtr	OLD_NORSE	leg:Q
1297	ˈfouːtʰʏr	ICELANDIC	leg:Q
1297	ˈlɛɡ̊ːʊɹ	FAROESE	leg:I
1297	b̥aiːn	FAROESE	leg:A
1297	ˈfɔuːtʊɹ	FAROESE	leg:Q
1297	beːn	NORWEGIAN_RIKSMAL	leg:A
1297	fuːd	STAVANGERSK	leg:Q
1297	bɛɪn	STAVANGERSK	leg:A
1297	lɛɡː	STAVANGERSK	leg:I
1297	ˈlæɡːer	OLD_SWEDISH	leg:I
1297	beːn	OLD_SWEDISH	leg:A
1297	beːn	SWEDISH	leg:A
1297	bɪɛːn	ELFDALIAN	leg:A
1297	fʉət	ELFDALIAN	leg:Q
1297	b̥eˀn	DANISH	leg:A
1297	bien	DANISH_FJOLDE	leg:A
1297	baɪn	GUTNISH_LAU	leg:A
1297	lɛg	ENGLISH	leg:I
1297	boŋkjə	FRISIAN	leg:A
1297	pot	DUTCH	leg:Q
1297	ben	DUTCH	leg:A
1297	baĭn	GERMAN	leg:A
1297	kruːs	LATIN	leg:L
1297	ˈkamə	CATALAN	leg:H
1297	ˈpɛɾnɐ	PORTUGUESE	leg:C
1297	pjeɾna	SPANISH	leg:C
1297	ʒɑ̃b	FRENCH	leg:H
1297	gamba	ITALIAN	leg:H
1297	kos	OLD_IRISH	leg:P
1297	gar:	MIDDLE_CORNISH	leg:D
1297	ˈgarː	MIDDLE_BRETON	leg:D
1297	ˈgaːr	BRETON	leg:D
1297	kos	IRISH	leg:P
666	po̞ˈtami	GREEK	river:K
666	get	CLASSICAL_ARMENIAN	river:D
666	gɛt	ARMENIAN_EASTERN	river:D
666	ʦæwɡædon	OSSETIC	river:I
666	don	OSSETIC_IRON	river:I
666	don	OSSETIC_DIGOR	river:I
666	nɔdi	ASSAMESE	river:E
666	nɔdi	ORIYA	river:E
666	dhar	BIHARI	river:A
666	nəd̪i	MAGAHI	river:E
666	d̪əɾjɑ	URDU	river:A
666	nədi:	MARATHI	river:E
666	rækɑ	OLD_CHURCH_SLAVONIC	river:H
666	ˈrjɛ̌ːka	SERBO-CROATIAN	river:H
666	rɘˈka	BULGARIAN	river:H
666	ˈreka	MACEDONIAN	river:H
666	rʲɛka	RUSSIAN	river:H
666	ˈʐɛka	POLISH	river:H
666	raˈka	BELARUSIAN	river:H
666	rʲiˈka	UKRAINIAN	river:H
666	riɛka	SLOVAK	river:H
666	ˈr̝ɛka	CZECH	river:H
666	ˈʀɪka	SORBIAN_UPPER	river:H
666	ˈrɪka	SORBIAN_LOWER	river:H
666	ˈrěːka	SLOVENIAN	river:H
666	aː	OLD_NORSE	river:O
666	elfr	OLD_NORSE	river:N
666	auː	ICELANDIC	river:O
666	ˈɛlvʏr	ICELANDIC	river:N
666	fljouːtʰ	ICELANDIC	river:R
666	ˈɛlvʊɹ	FAROESE	river:N
666	ɔaː	FAROESE	river:O
666	fluːd	NORWEGIAN_RIKSMAL	river:P
666	ɛlʋ	NORWEGIAN_RIKSMAL	river:N
666	oː	NORWEGIAN_RIKSMAL	river:O
666	ɛlʋ	STAVANGERSK	river:N
666	oː	STAVANGERSK	river:O
666	floːð	OLD_SWEDISH	river:P
666	aː	OLD_SWEDISH	river:O
666	ælf	OLD_SWEDISH	river:N
666	oː	SWEDISH	river:O
666	ɛlv	SWEDISH	river:N
666	flu:d	SWEDISH	river:P
666	œ̀ːvɛ	ELFDALIAN	river:N
666	ɛlˀv	DANISH	river:N
666	ɔˀ	DANISH	river:O
666	floˀð	DANISH	river:P
666	oa	DANISH_FJOLDE	river:O
666	fluo	DANISH_FJOLDE	river:P
666	floud	GUTNISH_LAU	river:P
666	ɑː	GUTNISH_LAU	river:O
666	rɪvə	ENGLISH	river:F
666	rəvi.ər	FRISIAN	river:F
666	rivir	DUTCH	river:F
666	flʊs	GERMAN	river:P
666	ˈfluːmen	LATIN	river:J
666	ˈriw	CATALAN	river:H
666	ˈʀiu	PORTUGUESE	river:H
666	rio	SPANISH	river:H
666	ʀivjɛʀ	FRENCH	river:F
666	fjume	ITALIAN	river:J
666	auβ	OLD_IRISH	river:L
666	avɔn	MIDDLE_CORNISH	river:L
666	ˈaːvon	MIDDLE_BRETON	river:L
666	əunʲ	IRISH	river:L
1219	skuˈlici	GREEK	worm:D
1219	ord-n	CLASSICAL_ARMENIAN	worm:C
1219	ord	ARMENIAN_EASTERN	worm:C
1219	kalm	OSSETIC_IRON	worm:A
1219	zolkɐ	OSSETIC_DIGOR	worm:P
1219	pok	ASSAMESE	worm:J
1219	pokɔ	ORIYA	worm:J
1219	cali	BIHARI	worm:R
1219	kiɽɑ	MAGAHI	worm:E
1219	ʧuhɑ	URDU	worm:E
1219	kiɖa	MARATHI	worm:E
1219	tʃr̩ʲvɪ̆	OLD_CHURCH_SLAVONIC	worm:A
1219	tʃr̂ːv	SERBO-CROATIAN	worm:A
1219	ˈtʃɛrvɘj	BULGARIAN	worm:A
1219	tsərv	MACEDONIAN	worm:A
1219	tʃɛrvʲ	RUSSIAN	worm:A
1219	ˈrɔbak	POLISH	worm:I
1219	tʂarvʲak	BELARUSIAN	worm:A
1219	tʂɛrˈvjak	UKRAINIAN	worm:A
1219	tʃɛrv	SLOVAK	worm:A
1219	tʃɛrv	CZECH	worm:A
1219	ˈtʃɛʀ	SORBIAN_UPPER	worm:A
1219	tsɛr	SORBIAN_LOWER	worm:A
1219	tʃə̂ːrw	SLOVENIAN	worm:A
1219	ormr	OLD_NORSE	worm:B
1219	maðkr	OLD_NORSE	worm:F
1219	ˈɔrmʏr	ICELANDIC	worm:B
1219	ˈmaθkʰʏr	ICELANDIC	worm:F
1219	ˈmaʰkːʊɹ	FAROESE	worm:F
1219	ˈɔɹmʊɹ	FAROESE	worm:B
1219	maɾk	NORWEGIAN_RIKSMAL	worm:F
1219	uɾm	NORWEGIAN_RIKSMAL	worm:B
1219	makː	STAVANGERSK	worm:F
1219	ɔʁm	STAVANGERSK	worm:B
1219	ˈmaðker	OLD_SWEDISH	worm:F
1219	larv	SWEDISH	worm:F
1219	mask	SWEDISH	worm:F
1219	mɑkː	ELFDALIAN	worm:F
1219	oɐ̯ˀm	DANISH	worm:B
1219	uoɹm	DANISH_FJOLDE	worm:B
1219	makː	GUTNISH_LAU	worm:F
1219	wɜ:m	ENGLISH	worm:B
1219	vjɪrm	FRISIAN	worm:B
1219	wɔrm	DUTCH	worm:B
1219	vʊrm	GERMAN	worm:B
1219	ˈwermis	LATIN	worm:B
1219	ˈvɛɾmɨ	PORTUGUESE	worm:B
1219	gusano	SPANISH	worm:G
1219	vɛʀ	FRENCH	worm:B
1219	vɛrme	ITALIAN	worm:B
1219	kruṽʹ	OLD_IRISH	worm:A
1219	prɪ:v	MIDDLE_CORNISH	worm:A
1219	ˈpreːṽ	MIDDLE_BRETON	worm:A
1219	prɛ̃v	BRETON	worm:A
1219	pʲeːʃtʲ	IRISH	worm:S
163	ˈmavro̞s	GREEK	black:J
163	se̯ɑu̯	CLASSICAL_ARMENIAN	black:D/Q
163	sɛʋ	ARMENIAN_EASTERN	black:Q
163	šaw	OSSETIC_IRON	black:D
163	saw	OSSETIC_DIGOR	black:D
163	kɔɭa	ORIYA	black:E
163	kari	BIHARI	black:E
163	kəriɑ	MAGAHI	black:E
163	kɑlə	URDU	black:E
163	kaɭa	MARATHI	black:E
163	ʧr̩ʲnʊ̆	OLD_CHURCH_SLAVONIC	black:H
163	tsr̂ːn	SERBO-CROATIAN	black:H
163	ˈtʃɛrɘn	BULGARIAN	black:H
163	tsərn	MACEDONIAN	black:H
163	tʃɔrnɨj	RUSSIAN	black:H
163	ˈtʂarnɘ̟	POLISH	black:H
163	ˈtʂɔrnɨ	BELARUSIAN	black:H
163	ˈtʂɔrnɪj	UKRAINIAN	black:H
163	ˈtʃierni	SLOVAK	black:H
163	ˈtʃɛrniː	CZECH	black:H
163	ˈtʃɔʀnɘ̟	SORBIAN_UPPER	black:H
163	ˈtsarnɘ̟	SORBIAN_LOWER	black:H
163	tʃə̌ːrn	SLOVENIAN	black:H
163	svartr	OLD_NORSE	black:B
163	ˈsvar̥tʰʏr	ICELANDIC	black:B
163	ˈsvaɻ̊ʈʊɹ	FAROESE	black:B
163	sʋaʈː	NORWEGIAN_RIKSMAL	black:B
