language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
French		the cliff or precipice	618	618	ɛskaʀpəmɑ̃	832	ɛ s k a ʀ p ə m ɑ̃
Dutch		the cliff or precipice	618	618	klɪf	829	k l ɪ f
English		the cliff or precipice	618	618	klɪf	829	k l ɪ f
English		the cliff or precipice	618	618	prɛsɪpɪs	831	p r ɛ s ɪ p ɪ s
German		the cloth	1616	1616	ʃtɔf	-2290	ʃ t ɔ f
French		the cloth	1616	1616	etɔf	2290	e t ɔ f
French		the cloth	1616	1616	tisy	2292	t i s y
Dutch		the cloth	1616	1616	stɔf	-2290	s t ɔ f
English		the cloth	1616	1616	klɔθ	2291	k l ɔ θ
German		the clothing or clothes	1895	1895	klaidʊŋ	1466	k l ai d ʊ ŋ
French		the clothing or clothes	1895	1895	abi	1467	a b i
French		the clothing or clothes	1895	1895	vɛtmɑ̃	1468	v ɛ t m ɑ̃
Dutch		the clothing or clothes	1895	1895	kleːdɪŋ	1466	k l eː d ɪ ŋ
English		the clothing or clothes	1895	1895	kləʊðz	1466	k l əu ð z
German		the cloud	1489	1489	vɔlkə	762	v ɔ l k ə
French		the cloud	1489	1489	nyaʒ	764	n ɥ a ʒ
Dutch		the cloud	1489	1489	wɔlk	762	w ɔ l k
English		the cloud	1489	1489	klaʊd	763	k l aʊ d
German		the cold	102	102	ɛr#kɛlt#ʊŋ	2156	ɛ r _ k ɛ l t _ ʊ ŋ
French		the cold	102	102	ʀym	2157	ʀ y m
Dutch		the cold	102	102	vər#kɑut#hɛɪt	2156	v ə r _ k ɑu t _ h ɛi t
English		the cold	102	102	kəʊld	2156	k əu l d
German		the collar	2012	2012	kraːɡən	586	k r aː g ə n
French		the collar	2012	2012	kɔl	587	k ɔ l
Dutch		the collar	2012	2012	kraːx	586	k r aː x
English		the collar	2012	2012	kɔlər	-587	k ɔ l ə r
German		the collarbone	1994	1994	ʃlʏsəl#bain	1154	ʃ l ʏ s ə l _ b ai n
French		the collarbone	1994	1994	klavikyl	1156	k l a v i k y l
Dutch		the collarbone	1994	1994	sløːtəl#beːn	1154	s l øː t ə l _ b eː n
English		the collarbone	1994	1994	kɔlə#bəʊn	1155	k ɔ l ə _ b əu n
German		the comb	1475	1475	kam	2168	k a m
French		the comb	1475	1475	pɛɲ	2169	p ɛ ɲ
Dutch		the comb	1475	1475	kɑm	2168	k ɑ m
English		the comb	1475	1475	kəʊm	2168	k əu m
German		the copper	1825	1825	brɔ̃ːsə	-1637	b r ɔ̃ː s ə
French		the copper	1825	1825	bʀɔ̃z	1637	b ʀ ɔ̃ z
Dutch		the copper	1825	1825	koːpər	1638	k oː p ə r
English		the copper	1825	1825	kɔpər	1638	k ɔ p ə r
German		the corpse	767	767	laix#naːm	311	l ai x _ n aː m
German		the corpse	767	767	laixə	311	l ai x ə
French		the corpse	767	767	kadavʀ	313	k a d a v ʀ
Dutch		the corpse	767	767	lɛɪk	311	l ɛi k
English		the corpse	767	767	kɔːps	312	k ɔː p s
German		the cousin	1643	1643	fɛtər	2034	f ɛ t ə r
German		the cousin	1643	1643	kuːziːnə	-2035	k uː z iː n ə
French		the cousin	1643	1643	kuzɛ̃	2035	k u z ɛ̃
Dutch		the cousin	1643	1643	neːf	2036	n eː f
Dutch		the cousin	1643	1643	nɪxt	2037	n ɪ x t
English		the cousin	1643	1643	kʌzṇ	-2035	k ʌ z n̩
German		the cow	1007	1007	kuː	2191	k uː
French		the cow	1007	1007	vaʃ	2193	v a ʃ
Dutch		the cow	1007	1007	kuː	2192	k uː
English		the cow	1007	1007	kaʊ	2192	k aʊ
German		the crow	913	913	krɛːə	814	k r ɛː ə
French		the crow	913	913	kɔʀbo	815	k ɔ ʀ b o
Dutch		the crow	913	913	kraːj	814	k r aː j
English		the crow	913	913	krəʊ	814	k r əu
German		the crowd	2023	2023	mɛŋə	1571	m ɛ ŋ ə
French		the crowd	2023	2023	ful	1573	f u l
Dutch		the crowd	2023	2023	meːnəxtə	1571	m eː n ə x t ə
English		the crowd	2023	2023	kraʊd	1572	k r aʊ d
German		the cup	476	476	tasə	-1320	t a s ə
French		the cup	476	476	tɑs	1320	t ɑ s
French		the cup	476	476	kup	1321	k u p
Dutch		the cup	476	476	kɔp	1321	k ɔ p
English		the cup	476	476	kʌp	1321	k ʌ p
German		the dandruff	576	576	ʃʊpən	1655	ʃ ʊ p ə n
French		the dandruff	576	576	pelikyl	1657	p e l i k y l
Dutch		the dandruff	576	576	roːs	1658	r oː s
English		the dandruff	576	576	dændrʌf	1656	d æ n d r ʌ f
German		the darkness	11	11	fɪnstər#nɪs	1370	f ɪ n s t ə r _ n ɪ s
German		the darkness	11	11	dʊŋkəl#hait	1373	d ʊ ŋ k ə l _ h ai t
French		the darkness	11	11	ɔpskyʀite	1372	ɔ p s k y ʀ i t e
French		the darkness	11	11	tenɛbʀ	1374	t e n ɛ b ʀ
Dutch		the darkness	11	11	dœystər#nɪs	6005	d œi s t ə r _ n ɪ s
English		the darkness	11	11	dɑːk#nɪs	6006	d ɑː k _ n ɪ s
German		the daughter-in-law (of a man)	2265	2265	ʃviːɡər#tɔxtər	402	ʃ v iː g ə r _ t ɔ x t ə r
French		the daughter-in-law (of a man)	2265	2265	bʀy	404	b ʀ y
French		the daughter-in-law (of a man)	2265	2265	bɛl#fij	405	b ɛ l _ f i j
Dutch		the daughter-in-law (of a man)	2265	2265	sxoːn#dɔxtər	402	s x oː n _ d ɔ x t ə r
English		the daughter-in-law (of a man)	2265	2265	dɔːtər#ɪn#lɔː	402	d ɔː t ə r _ ɪ n _ l ɔː
German		the debt	1914	1914	ʃʊlt	186	ʃ ʊ l t
French		the debt	1914	1914	dɛt	187	d ɛ t
Dutch		the debt	1914	1914	sxʉlt	186	s x ʉ l t
English		the debt	1914	1914	dɛt	-187	d ɛ t
German		the deer	1936	1936	reː	1138	r eː
French		the deer	1936	1936	dɛ̃	1139	d ɛ̃
French		the deer	1936	1936	sɛʀ	1140	s ɛ ʀ
French		the deer	1936	1936	ʃəvʀœj	1141	ʃ ə v ʀ œ j
Dutch		the deer	1936	1936	hɛrt	6014	h ɛ r t
English		the deer	1936	1936	dɪər	6013	d i ə r
German		the dew	1977	1977	tau	1365	t au
French		the dew	1977	1977	ʀoze	1367	ʀ o z e
Dutch		the dew	1977	1977	dɑuw	1365	d ɑu w
English		the dew	1977	1977	djuː	1365	d j uː
German		the dinner	1833	1833	aːbənt#ɛsən	1260	aː b ə n t _ ɛ s ə n
French		the dinner	1833	1833	dine	1259	d i n e
Dutch		the dinner	1833	1833	diːneː	-1259	d iː n eː
Dutch		the dinner	1833	1833	aːvɔnd#eːtə	1260	aː v ɔ n d _ eː t ə
English		the dinner	1833	1833	dɪnər	-1259	d ɪ n ə r
German		the ditch	2002	2002	ɡraːbən	1712	g r aː b ə n
French		the ditch	2002	2002	fɔse	1714	f ɔ s e
Dutch		the ditch	2002	2002	sloːt	1715	s l oː t
English		the ditch	2002	2002	dɪʧ	1713	d ɪ tʃ
German		the divorce	1134	1134	eː.ə#ʃaidʊŋ	892	eː ə _ ʃ ai d ʊ ŋ
German		the divorce	1134	1134	ʃaidʊŋ	892	ʃ ai d ʊ ŋ
French		the divorce	1134	1134	divɔʀs	893	d i v ɔ ʀ s
Dutch		the divorce	1134	1134	sxɛɪdɪŋ	892	s x ɛi d ɪ ŋ
English		the divorce	1134	1134	dɪvɔːs	-893	d ɪ v ɔː s
German		the dog	2009	2009	hʊnt	1755	h ʊ n t
French		the dog	2009	2009	ʃjɛ̃	1755	ʃ j ɛ̃
Dutch		the dog	2009	2009	hɔnt	1755	h ɔ n t
English		the dog	2009	2009	dɔɡ	1756	d ɔ g
German		the door or gate	1567	1567	toːr	1952	t oː r
French		the door or gate	1567	1567	pɔʀt	1953	p ɔ ʀ t
Dutch		the door or gate	1567	1567	døːr	1952	d øː r
English		the door or gate	1567	1567	dɔːr	1952	d ɔː r
German		the dough	273	273	taik	650	t ai k
French		the dough	273	273	pɑt	651	p ɑ t
Dutch		the dough	273	273	deːx	650	d eː x
English		the dough	273	273	dəʊ	650	d əu
German		the dove	1853	1853	taubə	810	t au b ə
French		the dove	1853	1853	kɔlɔ̃b	811	k ɔ l ɔ̃ b
Dutch		the dove	1853	1853	dœyf	810	d œi f
English		the dove	1853	1853	dʌv	810	d ʌ v
German		the drink	731	731	ɡə#trɛŋk	480	g ə _ t r ɛ ŋ k
French		the drink	731	731	bwasɔ̃	481	b w a s ɔ̃
Dutch		the drink	731	731	drɑŋk	480	d r ɑ ŋ k
English		the drink	731	731	drɪŋk	480	d r ɪ ŋ k
German		the eagle	1905	1905	aːdlər	162	aː d l ə r
French		the eagle	1905	1905	ɛɡl	163	ɛ g l
Dutch		the eagle	1905	1905	aːdəlaːr	162	aː d ə l aː r
English		the eagle	1905	1905	iːɡḷ	-163	iː g l̩
German		the earthquake	6	6	eːrt#beːbən	420	eː r t _ b eː b ə n
French		the earthquake	6	6	seism	422	s ei s m
Dutch		the earthquake	6	6	aːrd#beːvɪŋ	420	aː r d _ b eː v ɪ ŋ
English		the earthquake	6	6	ɜːθ#kweɪk	421	ɜː θ _ k w eɪ k
German		the elbow	981	981	ɛlən#boːɡən	603	ɛ l ə n _ b oː g ə n
French		the elbow	981	981	kud	604	k u d
Dutch		the elbow	981	981	ɛlə#boːx	603	ɛ l ə _ b oː x
English		the elbow	981	981	ɛl#bəʊ	603	ɛ l _ b əu
German		the eyebrow	1173	1173	auɡən#brauə	246	au g ə n _ b r au ə
French		the eyebrow	1173	1173	suʀsi	248	s u ʀ s i
Dutch		the eyebrow	1173	1173	wɛŋɡ#brɑuw	246	w ɛ ŋ g _ b r ɑu w
English		the eyebrow	1173	1173	aɪ#braʊ	246	aɪ _ b r aʊ
German		the eyelid	17	17	auɡən#liːt	249	au g ə n _ l iː t
German		the eyelid	17	17	liːt	249	l iː t
French		the eyelid	17	17	popjɛʀ	250	p o p j ɛ ʀ
Dutch		the eyelid	17	17	oːɣ#lɪt	249	oː ɣ _ l ɪ t
English		the eyelid	17	17	aɪ#lɪd	249	aɪ _ l ɪ d
German		the face	1560	1560	ge#zɪxt	1865	g e _ z ɪ x t
French		the face	1560	1560	vizaʒ	1864	v i z a ʒ
Dutch		the face	1560	1560	xə#zɪxt	1865	x ə _ z ɪ x t
English		the face	1560	1560	feɪs	6018	f eɪ s
German		the family	194	194	famiːliː.ə	-445	f a m iː l iː ə
French		the family	194	194	famij	445	f a m i j
Dutch		the family	194	194	xəzɪn	447	x ə z ɪ n
English		the family	194	194	fæməlɪ	-445	f æ m ə l ɪ
German		the famine	199	199	hʊŋərs#noːt	451	h ʊ ŋ ə r s _ n oː t
French		the famine	199	199	famin	452	f a m i n
French		the famine	199	199	dizɛt	453	d i z ɛ t
Dutch		the famine	199	199	hɔŋərs#noːt	451	h ɔ ŋ ə r s _ n oː t
English		the famine	199	199	fæmɪn	-452	f æ m ɪ n
German		the fan	1971	1971	fɛxər	982	f ɛ x ə r
French		the fan	1971	1971	evɑ̃taj	984	e v ɑ̃ t a j
Dutch		the fan	1971	1971	waːjər	6050	w aː j ə r
English		the fan	1971	1971	fæn	983	f æ n
German		the farmer	979	979	bauər	1720	b au ə r
French		the farmer	979	979	fɛʀmje	1722	f ɛ ʀ m j e
Dutch		the farmer	979	979	buːr	1720	b uː r
English		the farmer	979	979	fɑːmər	-1722	f ɑː m ə r
German		the father	1217	1217	faːtər	719	f aː t ə r
French		the father	1217	1217	pɛʀ	721	p ɛ ʀ
Dutch		the father	1217	1217	vaːdər	719	v aː d ə r
English		the father	1217	1217	fɑːðər	719	f ɑː ð ə r
German		the father-in-law (of a man)	2255	2255	ʃviːɡər#faːtər	412	ʃ v iː g ə r _ f aː t ə r
French		the father-in-law (of a man)	2255	2255	bo#pɛʀ	412	b o _ p ɛ ʀ
Dutch		the father-in-law (of a man)	2255	2255	sxoːn#vaːdər	412	s x oː n _ v aː d ə r
English		the father-in-law (of a man)	2255	2255	fɑːðər#ɪn#lɔː	412	f ɑː ð ə r _ ɪ n _ l ɔː
German		the felt	325	325	fɪlʦ	2271	f ɪ l ts
French		the felt	325	325	føtʀ	2272	f ø t ʀ
Dutch		the felt	325	325	vɪlt	2271	v ɪ l t
English		the felt	325	325	fɛlt	2271	f ɛ l t
German		the fence	1690	1690	ʦaun	1716	ts au n
German		the fence	1690	1690	ɡə#heːɡə	1719	g ə _ h eː g ə
French		the fence	1690	1690	baʀjɛʀ	1718	b a ʀ j ɛ ʀ
Dutch		the fence	1690	1690	hɛk	1719	h ɛ k
English		the fence	1690	1690	fɛns	1717	f ɛ n s
German		the field	212	212	fɛlt	1726	f ɛ l t
French		the field	212	212	ʃɑ̃	1727	ʃ ɑ̃
Dutch		the field	212	212	vɛlt	1726	v ɛ l t
English		the field	212	212	fiːld	1726	f iː l d
German		the fig	322	322	faiɡə	-1647	f ai g ə
French		the fig	322	322	fiɡ	1647	f i g
Dutch		the fig	322	322	vɛɪx	-1647	v ɛi x
English		the fig	322	322	fɪɡ	-1647	f ɪ g
German		the fin	213	213	fɪnə	1620	f ɪ n ə
French		the fin	213	213	naʒwaʀ	1621	n a ʒ w a ʀ
Dutch		the fin	213	213	vɪn	1620	v ɪ n
English		the fin	213	213	fɪn	1620	f ɪ n
German		the finger	1303	1303	fɪŋər	615	f ɪ ŋ ə r
French		the finger	1303	1303	dwa	616	d w a
Dutch		the finger	1303	1303	vɪŋər	615	v ɪ ŋ ə r
English		the finger	1303	1303	fɪŋɡər	615	f ɪ ŋ g ə r
German		the fir	1915	1915	tanə	80	t a n ə
French		the fir	1915	1915	sapɛ̃	82	s a p ɛ̃
French		the fir	1915	1915	kɔnifɛʀ	84	k ɔ n i f ɛ ʀ
Dutch		the fir	1915	1915	spɑr	83	s p ɑ r
English		the fir	1915	1915	fɜːr	81	f ɜː r
German		the fire	221	221	fɔyər	1211	f ɔ i ə r
French		the fire	221	221	fø	6007	f ø
Dutch		the fire	221	221	vyːr	1211	v yː r
English		the fire	221	221	faɪər	1211	f aɪ ə r
German		the fireplace	185	185	heːrt	1254	h eː r t
French		the fireplace	185	185	fwaje	1253	f w a j e
Dutch		the fireplace	185	185	haːrt	1254	h aː r t
English		the fireplace	185	185	faɪə#pleɪs	1252	f aɪ ə _ p l eɪ s
German		the firewood	10	10	brɛn#hɔlʦ	1208	b r ɛ n _ h ɔ l ts
French		the firewood	10	10	byʃe	1210	b y ʃ e
Dutch		the firewood	10	10	brɑnt#hɑut	1208	b r ɑ n t _ h ɑu t
English		the firewood	10	10	faɪə#wʊd	1209	f aɪ ə _ w ʊ d
German		the fish	227	227	fɪʃ	1753	f ɪ ʃ
French		the fish	227	227	pwasɔ̃	1753	p w a s ɔ̃
Dutch		the fish	227	227	vɪs	1753	v ɪ s
English		the fish	227	227	fɪʃ	1753	f ɪ ʃ
German		the flea	232	232	floː	1305	f l oː
French		the flea	232	232	pys	1306	p y s
Dutch		the flea	232	232	vloː	1305	v l oː
English		the flea	232	232	fliː	1305	f l iː
German		the flesh	2259	2259	flaiʃ	1805	f l ai ʃ
French		the flesh	2259	2259	ʃɛʀ	1806	ʃ ɛ ʀ
Dutch		the flesh	2259	2259	vleːs	1805	v l eː s
English		the flesh	2259	2259	flɛʃ	1805	f l ɛ ʃ
German		the floor	1632	1632	fuːs#boːdən	1938	f uː s _ b oː d ə n
German		the floor	1632	1632	diːlə	1941	d iː l ə
French		the floor	1632	1632	plɑ̃ʃe	1940	p l ɑ̃ ʃ e
French		the floor	1632	1632	sɔl	1942	s ɔ l
Dutch		the floor	1632	1632	vluːr	1939	v l uː r
English		the floor	1632	1632	flɔːr	1939	f l ɔː r
German		the fly	1504	1504	fliːɡə	1442	f l iː g ə
French		the fly	1504	1504	muʃ	1443	m u ʃ
Dutch		the fly	1504	1504	vliːx	1442	v l iː x
English		the fly	1504	1504	flaɪ	1442	f l aɪ
German		the foal or colt	1647	1647	fʏlən	509	f ʏ l ə n
French		the foal or colt	1647	1647	pulɛ̃	509	p u l ɛ̃
Dutch		the foal or colt	1647	1647	vøːlə	509	v øː l ə
English		the foal or colt	1647	1647	fəʊl	509	f əu l
English		the foal or colt	1647	1647	kəʊlt	510	k əu l t
German		the foam	1768	1768	ʃaum	1828	ʃ au m
French		the foam	1768	1768	ekym	1830	e k y m
French		the foam	1768	1768	mus	1831	m u s
Dutch		the foam	1768	1768	sxœym	1828	s x œi m
English		the foam	1768	1768	fəʊm	1829	f əu m
German		the fog	249	249	neːbəl	750	n eː b ə l
French		the fog	249	249	bʀym	752	b ʀ y m
French		the fog	249	249	bʀujaʀ	752	b ʀ u j a ʀ
Dutch		the fog	249	249	mɪst	753	m ɪ s t
English		the fog	249	249	fɔɡ	751	f ɔ g
German		the food	256	256	ɛsən	371	ɛ s ə n
German		the food	256	256	naːrʊŋ	373	n aː r ʊ ŋ
French		the food	256	256	nuʀityʀ	375	n u ʀ i t y ʀ
Dutch		the food	256	256	vuːʦəl	374	v uː ts ə l
English		the food	256	256	fuːd	372	f uː d
German		the foot	1301	1301	fuːs	608	f uː s
French		the foot	1301	1301	pje	609	p j e
Dutch		the foot	1301	1301	vuːt	608	v uː t
English		the foot	1301	1301	fʊt	608	f ʊ t
German		the fork	1302	1302	ɡaːbəl	1336	g aː b ə l
French		the fork	1302	1302	fuʀʃɛt	1337	f u ʀ ʃ ɛ t
Dutch		the fork	1302	1302	vɔrk	-1337	v ɔ r k
English		the fork	1302	1302	fɔːk	-1337	f ɔː k
German		the fork(2)/pitchfork	337	337	ɡaːbəl	2101	g aː b ə l
French		the fork(2)/pitchfork	337	337	fuʀʃ	2104	f u ʀ ʃ
Dutch		the fork(2)/pitchfork	337	337	mɛst#fɔrk	-2104	m ɛ s t _ f ɔ r k
English		the fork(2)/pitchfork	337	337	pɪʧ#fɔːk	-2104	p ɪ tʃ _ f ɔː k
German		the fowl	265	265	ɡə#flyːɡəl	1843	g ə _ f l yː g ə l
French		the fowl	265	265	vɔlɑj	1845	v ɔ l ɑ j
Dutch		the fowl	265	265	kɪp	1846	k ɪ p
Dutch		the fowl	265	265	plœymveː	1847	p l œi m v eː
English		the fowl	265	265	pəʊltrɪ	1844	p əu l t r ɪ
German		the fox	1312	1312	fʊks	1136	f ʊ k s
French		the fox	1312	1312	ʀənaʀ	1137	ʀ ə n a ʀ
Dutch		the fox	1312	1312	vɔs	1136	v ɔ s
English		the fox	1312	1312	fɔks	1136	f ɔ k s
German		the frog	503	503	frɔʃ	801	f r ɔ ʃ
French		the frog	503	503	ɡʀənuj	802	g ʀ ə n u j
Dutch		the frog	503	503	kɪkər	803	k ɪ k ə r
English		the frog	503	503	frɔɡ	801	f r ɔ g
German		the furrow	1794	1794	fʊrxə	1133	f ʊ r x ə
French		the furrow	1794	1794	sijɔ̃	1134	s i j ɔ̃
Dutch		the furrow	1794	1794	voːrə	1133	v oː r ə
English		the furrow	1794	1794	fʌrəʊ	1133	f ʌ r əu
German		the garden	586	586	ɡaːrtən	-1723	g aː r t ə n
French		the garden	586	586	ʒaʀdɛ̃	1723	ʒ a ʀ d ɛ̃
Dutch		the garden	586	586	tœyn	1725	t œi n
English		the garden	586	586	ɡɑːdṇ	-1723	g ɑː d n̩
German		the girl	1646	1646	mɛːtxən	108	m ɛː t x ə n
French		the girl	1646	1646	fij	110	f i j
Dutch		the girl	1646	1646	mɛɪsjə	108	m ɛi s j ə
English		the girl	1646	1646	ɡɜːl	109	g ɜː l
German		the glass	604	604	ɡlaːs	993	g l aː s
French		the glass	604	604	vɛʀ	994	v ɛ ʀ
Dutch		the glass	604	604	xlɑs	993	x l ɑ s
English		the glass	604	604	ɡlɑːs	993	g l ɑː s
German		the glue	1069	1069	laim	30	l ai m
German		the glue	1069	1069	kleːp#ʃtɔf	33	k l eː p _ ʃ t ɔ f
French		the glue	1069	1069	kɔl	32	k ɔ l
Dutch		the glue	1069	1069	lɛɪm	30	l ɛi m
English		the glue	1069	1069	ɡluː	31	g l uː
German		the goitre/goiter	1957	1957	krɔp͡f	2159	k r ɔ pf
French		the goitre/goiter	1957	1957	ɡwatʀ	2160	g w a t ʀ
Dutch		the goitre/goiter	1957	1957	krɔp	2159	k r ɔ p
English		the goitre/goiter	1957	1957	ɡɔɪtər	-2160	g ɔi t ə r
German		the gold	1369	1369	ɡɔlt	1642	g ɔ l t
French		the gold	1369	1369	ɔʀ	1643	ɔ ʀ
Dutch		the gold	1369	1369	xɑut	1642	x ɑu t
English		the gold	1369	1369	ɡəʊld	1642	g əu l d
German		the goose	1187	1187	ɡans	2147	g a n s
French		the goose	1187	1187	wa	2148	w a
Dutch		the goose	1187	1187	xɑns	2147	x ɑ n s
English		the goose	1187	1187	ɡuːs	2147	g uː s
German		the grain	605	605	ɡə#traidə	1784	g ə _ t r ai d ə
French		the grain	605	605	ɡʀɛ̃	1785	g ʀ ɛ̃
French		the grain	605	605	ɡʀɛn	1785	g ʀ ɛ n
Dutch		the grain	605	605	xraːn	-1785	x r aː n
English		the grain	605	605	ɡreɪn	-1785	g r eɪ n
German		the granddaughter	1619	1619	ɛŋkəlɪn	1357	ɛ ŋ k ə l ɪ n
French		the granddaughter	1619	1619	pətit#fij	1359	p ə t i t _ f i j
Dutch		the granddaughter	1619	1619	klɛɪn#dɔxtər	1358	k l ɛi n _ d ɔ x t ə r
English		the granddaughter	1619	1619	ɡræn#dɔːtər	1358	g r æ n _ d ɔː t ə r
German		the grandfather	1383	1383	ɡroːs#faːtər	1351	g r oː s _ f aː t ə r
French		the grandfather	1383	1383	ɡʀɑ̃#pɛʀ	1351	g ʀ ɑ̃ _ p ɛ ʀ
Dutch		the grandfather	1383	1383	xroːt#faːdər	1351	x r oː t _ f aː d ə r
English		the grandfather	1383	1383	ɡrænd#fɑːðər	1351	g r æ n d _ f ɑː ð ə r
German		the grandmother	1496	1496	ɡroːs#mʊtər	1353	g r oː s _ m ʊ t ə r
French		the grandmother	1496	1496	ɡʀɑ̃#mɛʀ	1353	g ʀ ɑ̃ _ m ɛ ʀ
Dutch		the grandmother	1496	1496	xroːt#muːdər	1353	x r oː t _ m uː d ə r
English		the grandmother	1496	1496	ɡræn#mʌðər	1353	g r æ n _ m ʌ ð ə r
German		the grandson	1618	1618	ɛŋkəl	1354	ɛ ŋ k ə l
French		the grandson	1618	1618	pəti#fis	1356	p ə t i _ f i s
Dutch		the grandson	1618	1618	klɛɪn#zoːn	1355	k l ɛi n _ z oː n
English		the grandson	1618	1618	ɡræn#sʌn	1355	g r æ n _ s ʌ n
German		the grass	606	606	ɡraːs	1979	g r aː s
French		the grass	606	606	ɛʀb	1980	ɛ ʀ b
Dutch		the grass	606	606	xrɑs	1979	x r ɑ s
English		the grass	606	606	ɡrɑːs	1979	g r ɑː s
German		the grave	1773	1773	ɡraːp	1885	g r aː p
French		the grave	1773	1773	tɔ̃bo	1886	t ɔ̃ b o
Dutch		the grave	1773	1773	xrɑf	1885	x r ɑ f
English		the grave	1773	1773	ɡrɑːv	1885	g r ɑː v
German		the grease or fat	323	323	fɛt	125	f ɛ t
French		the grease or fat	323	323	ɡʀɛs	126	g ʀ ɛ s
Dutch		the grease or fat	323	323	vɛt	125	v ɛ t
English		the grease or fat	323	323	fæt	125	f æ t
English		the grease or fat	323	323	ɡriːz	-126	g r iː z
German		the hair	1040	1040	haːr	1813	h aː r
French		the hair	1040	1040	ʃəvø	1814	ʃ ə v ø
Dutch		the hair	1040	1040	haːr	1813	h aː r
English		the hair	1040	1040	hɛər	1813	h ɛ ə r
German		the half	816	816	hɛlftə	1968	h ɛ l f t ə
French		the half	816	816	mwatje	1969	m w a t j e
Dutch		the half	816	816	hɛlft	1968	h ɛ l f t
English		the half	816	816	hɑːf	1968	h ɑː f
German		the hammer	1481	1481	hamər	657	h a m ə r
French		the hammer	1481	1481	maʀto	658	m a ʀ t o
Dutch		the hammer	1481	1481	haːmər	657	h aː m ə r
English		the hammer	1481	1481	hæmər	657	h æ m ə r
German		the hand	1277	1277	hant	601	h a n t
French		the hand	1277	1277	mɛ̃	602	m ɛ̃
Dutch		the hand	1277	1277	hɑnt	601	h ɑ n t
English		the hand	1277	1277	hænd	601	h æ n d
German		the harvest	611	611	ɛrntə	1311	ɛ r n t ə
French		the harvest	611	611	mwasɔ̃	1313	m w a s ɔ̃
Dutch		the harvest	611	611	oːxst	1314	oː x s t
English		the harvest	611	611	hɑːvɪst	1312	h ɑː v ɪ s t
German		the hat or cap	2130	2130	huːt	1179	h uː t
German		the hat or cap	2130	2130	mʏʦə	1181	m ʏ ts ə
French		the hat or cap	2130	2130	ʃapo	1180	ʃ a p o
Dutch		the hat or cap	2130	2130	huːt	1179	h uː t
Dutch		the hat or cap	2130	2130	mʉʦ	1181	m ʉ ts
English		the hat or cap	2130	2130	hæt	1179	h æ t
German		the hawk	307	307	haːbɪxt	159	h aː b ɪ x t
French		the hawk	307	307	fokɔ̃	161	f o k ɔ̃
Dutch		the hawk	307	307	haːvɪk	159	h aː v ɪ k
English		the hawk	307	307	hɔːk	160	h ɔː k
German		the hay	342	342	hɔy	1989	h ɔi
French		the hay	342	342	fwɛ̃	1990	f w ɛ̃
Dutch		the hay	342	342	hoːj	1989	h oː j
English		the hay	342	342	heɪ	1989	h eɪ
German		the he-goat	264	264	bɔk	1521	b ɔ k
French		the he-goat	264	264	buk	1521	b u k
Dutch		the he-goat	264	264	bɔk	1521	b ɔ k
English		the he-goat	264	264	bɪlɪ#ɡəʊt	1522	b ɪ l ɪ _ g əu t
German		the head	1256	1256	kɔp͡f	2176	k ɔ pf
German		the head	1256	1256	haupt	2177	h au p t
French		the head	1256	1256	tɛt	2178	t ɛ t
Dutch		the head	1256	1256	hoːft	2177	h oː f t
English		the head	1256	1256	hɛd	2177	h ɛ d
German		the head louse	1392	1392	laus	1309	l au s
French		the head louse	1392	1392	pu	1310	p u
Dutch		the head louse	1392	1392	lœys	1309	l œi s
Dutch		the head louse	1392	1392	hoːvd#lœys	1309	h oː v d _ l œi s
English		the head louse	1392	1392	laʊs	1309	l aʊ s
German		the heart	1223	1223	hɛrʦ	945	h ɛ r ts
French		the heart	1223	1223	kœʀ	945	k œ ʀ
Dutch		the heart	1223	1223	hɑrt	945	h ɑ r t
English		the heart	1223	1223	hɑːt	945	h ɑː t
German		the heel	980	980	fɛrzə	1239	f ɛ r z ə
German		the heel	980	980	hakə	1242	h a k ə
French		the heel	980	980	talɔ̃	1241	t a l ɔ̃
Dutch		the heel	980	980	hiːl	1240	h iː l
English		the heel	980	980	hiːl	1240	h iː l
German		the hen	1514	1514	huːn	2141	h uː n
French		the hen	1514	1514	pul	2142	p u l
Dutch		the hen	1514	1514	hɛn	2141	h ɛ n
English		the hen	1514	1514	hɛn	2141	h ɛ n
German		the heron	758	758	raiər	169	r ai ə r
French		the heron	758	758	eʀɔ̃	171	e ʀ ɔ̃
Dutch		the heron	758	758	rɛɪɣər	169	r ɛi ɣ ə r
English		the heron	758	758	hɛrən	-171	h ɛ r ə n
German		the hip	1745	1745	hʏftə	1606	h ʏ f t ə
French		the hip	1745	1745	ɑ̃ʃ	1607	ɑ̃ ʃ
Dutch		the hip	1745	1745	høːp	1606	h øː p
English		the hip	1745	1745	hɪp	1606	h ɪ p
German		the hoe	284	284	hakə	2097	h a k ə
French		the hoe	284	284	binɛt	2100	b i n ɛ t
Dutch		the hoe	284	284	sxɔfəl	2099	s x ɔ f ə l
English		the hoe	284	284	həʊ	2097	h əu
German		the hole	1667	1667	lɔx	1163	l ɔ x
French		the hole	1667	1667	tʀu	1165	t ʀ u
Dutch		the hole	1667	1667	xɑt	1166	x ɑ t
English		the hole	1667	1667	həʊl	1164	h əu l
German		the honey	942	942	hoːnɪx	1659	h oː n ɪ x
French		the honey	942	942	mjɛl	1660	m j ɛ l
