language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Marathi		feather	1201	1201	pãŋkʰə	1643	p ã ŋ kʰ ə
Armenian_Mod		feather	1201	1201	pʰɛtuɾ	216	pʰ ɛ t u ɾ
Urdu		few	1242	1242	t̪ʰo.ɽə	1602	t̪ʰ o ɽ ə
Armenian_Mod		few	1242	1242	kʰiʧʰ	676	kʰ i tʃʰ
Czech		few	1242	1242	maːlo	1129	m aː l o
Italian		few	1242	1242	pɔko	875	p ɔ k o
Swedish		few	1242	1242	foː	875	f oː
Catalan		few	1242	1242	pɔk	875	p ɔ k
Breton_ST		few	1242	1242	neːbœt	1940	n eː b œ t
Danish		few	1242	1242	fɔ	875	f ɔ
Dutch_List		few	1242	1242	wɛinəχ	217	w ɛi n ə χ
English		few	1242	1242	fjuː	875	f j uː
French		few	1242	1242	pø	875	p ø
German		few	1242	1242	veːnɪç	217	v eː n ɪ ç
Greek_Mod		few	1242	1242	liɣo̞s	1480	l i ɣ o̞ s
Marathi		few	1242	1242	tʰoɖə	1602	tʰ o ɖ ə
Polish		few	1242	1242	mawɔ	1129	m a w ɔ
Portuguese_ST		few	1242	1242	poouku	875	p ou k u
Russian		few	1242	1242	malo	1129	m a l o
Spanish		few	1242	1242	poko	875	p o k o
Oriya		few	1242	1242	ɔɭpɔ	2265	ɔ ɭ p ɔ
Catalan		few	1242	1242	mikə	3558	m i k ə
Marathi		few	1242	1242	wiɾəɭ	3595	w i ɾ ə ɭ
Czech		fight	1423	1423	bojovat	1130	b o j o v a t
Italian		fight	1423	1423	kombattere	2638	k o m b a tː e r e
Swedish		fight	1423	1423	striːda	2101	s t r iː d a
German		fight	1423	1423	kɛmp͜fn̩	1313	k ɛ m pf n̩
Greek_Mod		fight	1423	1423	pale̞vo̞	1481	p a l e̞ v o̞
Marathi		fight	1423	1423	ləɖʰɳe	773	l ə ɖʰ ɳ e
Russian		fight	1423	1423	dratʲsʲa	3427	d r a tʲ sʲ a
Danish		fight	1423	1423	g̥ʰɛmb̥ə	1313	g̥ʰ ɛ m b̥ ə
Dutch_List		fight	1423	1423	vɛχtən	218	v ɛ χ t ə n
French		fight	1423	1423	sə#batʀ	2638	s ə _ b a t ʀ
English		fight	1423	1423	faɪt	218	f aɪ t
Bihari		fight	1423	1423	lərəb	773	l ə r ə b
Oriya		fight	1423	1423	lɔɽh	773	l ɔ ɽ h
Oriya		fight	1423	1423	ʤuddʱɔ#kɔriba	2632	dʒ u d̤ː ɔ _ k ɔ r i b a
Urdu		fight	1423	1423	ləɽnə	773	l ə ɽ n ə
Polish		fight	1423	1423	valʧɨʨ	3555	v a l tʃ ɨ tɕ
Catalan		fight	1423	1423	bətəʎa	2638	b ə t ə ʎ a
Catalan		fight	1423	1423	brəɣa	3560	b r ə ɣ a
Catalan		fight	1423	1423	kumbatrə	2638	k u m b a t r ə
Armenian_Mod		fight	1423	1423	kərvɛl	3350	k ə r v ɛ l
Spanish		fight	1423	1423	peleaɾ	3622	p e l e a ɾ
Portuguese_ST		fight	1423	1423	lutaɾ	2637	l u t a ɾ
Swedish		fight	1423	1423	cɛmpa	1313	c ɛ m p a
Bihari		fingernail	1258	1258	nah	2268	n a h
Oriya		fingernail	1258	1258	nɔkʰɔ	2268	n ɔ kʰ ɔ
Urdu		fingernail	1258	1258	nɑχʊn	2268	n ɑ χ ʊ n
English		fingernail	1258	1258	neɪl	2268	n eɪ l
Danish		fingernail	1258	1258	nɑjl	2268	n ɑ j l
French		fingernail	1258	1258	ɔ̃gl	2268	ɔ̃ g l
Polish		fingernail	1258	1258	paznɔkʲɛʨ	2268	p a z n ɔ kʲ ɛ tɕ
Russian		fingernail	1258	1258	nogotʲ	2268	n o g o tʲ
Dutch_List		fingernail	1258	1258	naɣəl	2268	n a ɣ ə l
German		fingernail	1258	1258	naːgl̩	2268	n aː g l̩
Spanish		fingernail	1258	1258	uɲa	2268	u ɲ a
Breton_ST		fingernail	1258	1258	iːvĩn	2268	iː v ĩ n
Italian		fingernail	1258	1258	ungja	2268	u n g j a
Greek_Mod		fingernail	1258	1258	niçi	2268	n i ç i
Czech		fingernail	1258	1258	nɛɦɛt	2268	n ɛ ɦ ɛ t
Swedish		fingernail	1258	1258	nɑːɡɛl	2268	n ɑː g ɛ l
Catalan		fingernail	1258	1258	uŋɡlə	2268	u ŋ g l ə
Armenian_Mod		fire	221	221	huɾ	219	h u ɾ
Czech		fire	221	221	oɦɛɲ	774	o ɦ ɛ ɲ
Italian		fire	221	221	fwɔko	877	f w ɔ k o
Swedish		fire	221	221	ɛld	1314	ɛ l d
Russian		fire	221	221	ogonʲ	774	o g o nʲ
Spanish		fire	221	221	fweɣo	877	f w e ɣ o
Breton_ST		fire	221	221	tɑ̃ːn	1001	t ɑ̃ː n
Catalan		fire	221	221	fɔk	877	f ɔ k
Danish		fire	221	221	il	1314	i l
Dutch_List		fire	221	221	vyr	219	v y r
English		fire	221	221	faɪə	219	f aɪ ə
French		fire	221	221	fø	877	f ø
German		fire	221	221	fɔyɐ	219	f ɔ j ɐ
Greek_Mod		fire	221	221	fo̞tça	219	f o̞ t ç a
Marathi		fire	221	221	ag	774	a g
Polish		fire	221	221	ɔɡʲɛɲ	774	ɔ gʲ ɛ ɲ
Portuguese_ST		fire	221	221	fogu	877	f o g u
Bihari		fire	221	221	aig	774	ai g
Oriya		fire	221	221	nĩã	3443	n ĩ ã
Urdu		fire	221	221	ʔɑɡ	774	ʔ ɑ g
Armenian_Mod		fire	221	221	kəɾɑk	3541	k ə ɾ ɑ k
Urdu		fish	227	227	məʧʰli	703	m ə tʃʰ l i
Czech		fish	227	227	rɪba	1131	r ɪ b a
Armenian_Mod		fish	227	227	ʣuk	589	dz u k
Swedish		fish	227	227	fisk	220	f i s k
Italian		fish	227	227	peʃʃe	220	p e ʃː e
Catalan		fish	227	227	peʃ	220	p e ʃ
Danish		fish	227	227	fesg̥ʰ	220	f e s g̥ʰ
Dutch_List		fish	227	227	vɪs	220	v ɪ s
English		fish	227	227	fɪʃ	220	f ɪ ʃ
French		fish	227	227	pwasɔ̃	220	p w a s ɔ̃
German		fish	227	227	fɪʃ	220	f ɪ ʃ
Greek_Mod		fish	227	227	p͡sari	1483	ps a r i
Marathi		fish	227	227	masa	703	m a s a
Polish		fish	227	227	rɨba	1131	r ɨ b a
Portuguese_ST		fish	227	227	pɐiʃɨ	220	p ai ʃ ɨ
Russian		fish	227	227	rɨba	1131	r ɨ b a
Spanish		fish	227	227	peθ	220	p e θ
Breton_ST		fish	227	227	pesk	220	p e s k
Bihari		fish	227	227	mãcʰ	703	m ã cʰ
Oriya		fish	227	227	macʰɔ	703	m a cʰ ɔ
Spanish		fish	227	227	peskaðo	220	p e s k a ð o
Urdu		five	493	493	pɑnʧ	39	p ɑ n tʃ
Armenian_Mod		five	493	493	hing	39	h i n g
Czech		five	493	493	pjɛt	39	p j ɛ t
Italian		five	493	493	ʧinkwe	39	tʃ i n k w e
Swedish		five	493	493	fɛm	39	f ɛ m
Breton_ST		five	493	493	pɛmp	39	p ɛ m p
Catalan		five	493	493	siŋk	39	s i ŋ k
Danish		five	493	493	fɛm	39	f ɛ m
Dutch_List		five	493	493	vɛif	39	v ɛi f
English		five	493	493	faɪv	39	f aɪ v
French		five	493	493	s#ɛ̃k	39	s _ ɛ̃ k
German		five	493	493	fʏnf	39	f ʏ n f
Greek_Mod		five	493	493	pe̞nde̞	39	p e̞ n d e̞
Marathi		five	493	493	pats	39	p a t s
Polish		five	493	493	pʲɛ̃t͡ɕ	39	pʲ ɛ̃ tɕ
Portuguese_ST		five	493	493	sĩku	39	s ĩ k u
Russian		five	493	493	pʲatʲ	39	pʲ a tʲ
Spanish		five	493	493	θiŋko	39	θ i ŋ k o
Bihari		five	493	493	pãc	39	p ã c
Oriya		five	493	493	pancɔ	39	p a n c ɔ
Italian		float	1574	1574	galleddʒare	1770	g a lː e dː ʒ a r e
Swedish		float	1574	1574	flyːta	1226	f l yː t a
Dutch_List		float	1574	1574	drɛivən	221	d r ɛi v ə n
English		float	1574	1574	fləʊt	1226	f l əu t
French		float	1574	1574	flɔte	1226	f l ɔ t e
Greek_Mod		float	1574	1574	ple̞o̞	1226	p l e̞ o̞
Marathi		float	1574	1574	təɾãŋgɳe	1603	t ə ɾ ã ŋ g ɳ e
Polish		float	1574	1574	pwɨvaʨ	1226	p w ɨ v a tɕ
Portuguese_ST		float	1574	1574	bojaɾ	878	b o j a ɾ
Russian		float	1574	1574	plavatʲ	1226	p l a v a tʲ
Spanish		float	1574	1574	flotaɾ	1226	f l o t a ɾ
Catalan		float	1574	1574	suɾa	3431	s u ɾ a
Danish		float	1574	1574	flyːðə	1226	f l yː ð ə
Bihari		float	1574	1574	cʰətəlaeəb	3438	cʰ ə t ə l a eə b
Oriya		float	1574	1574	bʱɔs	2270	b̤ ɔ s
Urdu		float	1574	1574	t̪ɛɾnə	1603	t̪ ɛ ɾ n ə
German		float	1574	1574	ʃvɪmən	2269	ʃ v ɪ m ə n
Czech		float	1574	1574	ploʊ̯t	1226	p l ou t
Armenian_Mod		float	1574	1574	loʁɑl	1226	l o ʁ ɑ l
Portuguese_ST		float	1574	1574	flutuaɾ	1226	f l u t ua ɾ
Czech		flow	2003	2003	tɛːtst	1132	t ɛː t s t
German		flow	2003	2003	fliːsn̩	222	f l iː s n̩
Italian		flow	2003	2003	skorrere	1132	s k o rː e r e
Swedish		flow	2003	2003	flyːta	222	f l yː t a
English		flow	2003	2003	fləʊ	222	f l əu
Breton_ST		flow	2003	2003	reːdɛk	1132	r eː d ɛ k
Catalan		flow	2003	2003	korə	1132	k o r ə
Danish		flow	2003	2003	flyːðə	222	f l yː ð ə
Dutch_List		flow	2003	2003	vlujən	222	v l u j ə n
French		flow	2003	2003	kule	879	k u l e
Greek_Mod		flow	2003	2003	re̞o̞	1484	r e̞ o̞
Marathi		flow	2003	2003	waɦne	40	w a ɦ n e
Russian		flow	2003	2003	tʲeʧ	1132	tʲ e tʃ
Spanish		flow	2003	2003	fluiɾ	2660	f l ui ɾ
Bihari		flow	2003	2003	bəhəb	40	b ə h ə b
Oriya		flow	2003	2003	bɔh	40	b ɔ h
Urdu		flow	2003	2003	bəhnə	40	b ə h n ə
Swedish		flow	2003	2003	strøma	1484	s t r ø m a
Breton_ST		flow	2003	2003	beːrã	1004	b eː r ã
Italian		flow	2003	2003	kolare	879	k o l a r e
Polish		flow	2003	2003	pwɨnɔ̃ʨ	222	p w ɨ n ɔ̃ tɕ
Italian		flow	2003	2003	fluire	2660	f l ui r e
Catalan		flow	2003	2003	rəʒa	2661	r ə ʒ a
Portuguese_ST		flow	2003	2003	fluiɾ	2660	f l ui ɾ
Swedish		flow	2003	2003	rina	1132	r i n a
Czech		flower	239	239	kvjɛt	1133	k v j ɛ t
German		flower	239	239	bluːmə	223	b l uː m ə
Italian		flower	239	239	fjore	223	f j o r e
Swedish		flower	239	239	blɔmstər	223	b l ɔ m s t ə r
Catalan		flower	239	239	flɔ	223	f l ɔ
Danish		flower	239	239	b̥lʌmsd̥ʰ	223	b̥ l ʌ m s d̥ʰ
Dutch_List		flower	239	239	blum	223	b l u m
English		flower	239	239	flaʊə	223	f l aʊ ə
French		flower	239	239	flœʀ	223	f l œ ʀ
Greek_Mod		flower	239	239	luluði	399	l u l u ð i
Marathi		flower	239	239	pʰuːl	704	pʰ uː l
Polish		flower	239	239	kfʲat	1133	k fʲ a t
Portuguese_ST		flower	239	239	floɾ	223	f l o ɾ
Russian		flower	239	239	tsvʲet	1133	t s vʲ e t
Spanish		flower	239	239	floɾ	223	f l o ɾ
Urdu		flower	239	239	pʰul	704	pʰ u l
Bihari		flower	239	239	pʰul	704	pʰ u l
Oriya		flower	239	239	pʰulɔ	704	pʰ u l ɔ
Armenian_Mod		flower	239	239	ʦɑʁik	3351	ts ɑ ʁ i k
Armenian_Mod		fly	1441	1441	tʰərʧʰɛl	1486	tʰ ə r tʃʰ ɛ l
Czech		fly	1441	1441	lɛːtat	1134	l ɛː t a t
German		fly	1441	1441	fliːgn̩	224	f l iː g n̩
Italian		fly	1441	1441	volare	880	v o l a r e
Swedish		fly	1441	1441	flyːga	224	f l yː g a
French		fly	1441	1441	vɔle	880	v ɔ l e
Breton_ST		fly	1441	1441	niːʒal	1005	n iː ʒ a l
Danish		fly	1441	1441	flyːvə	224	f l yː v ə
Dutch_List		fly	1441	1441	vliɣən	224	v l i ɣ ə n
English		fly	1441	1441	flaɪ	224	f l aɪ
Greek_Mod		fly	1441	1441	pe̞to̞	1486	p e̞ t o̞
Marathi		fly	1441	1441	uɖɳe	776	u ɖ ɳ e
Portuguese_ST		fly	1441	1441	vuaɾ	880	v ua ɾ
Russian		fly	1441	1441	lʲetʲetʲ	1134	lʲ e tʲ e tʲ
Spanish		fly	1441	1441	bolaɾ	880	b o l a ɾ
Bihari		fly	1441	1441	urəb	776	u r ə b
Oriya		fly	1441	1441	uɽ	776	u ɽ
Urdu		fly	1441	1441	ʔʊɽnə	776	ʔ ʊ ɽ n ə
Polish		fly	1441	1441	lataʨ	1134	l a t a tɕ
Armenian_Mod		fog	249	249	məʃuʃ	42	m ə ʃ u ʃ
Czech		fog	249	249	ml̩ɦa	42	m l̩ ɦ a
German		fog	249	249	neːbl̩	2150	n eː b l̩
Italian		fog	249	249	nebbja	2150	n e bː j a
English		fog	249	249	fɑg	3433	f ɑ g
French		fog	249	249	bʀujaʀ	1394	b ʀ u j a ʀ
Marathi		fog	249	249	dʰuka	1604	dʰ u k a
Polish		fog	249	249	mɡwa	42	m g w a
Portuguese_ST		fog	249	249	nɨvuejɾu	2150	n ɨ v u e j ɾ u
Russian		fog	249	249	tuman	2277	t u m a n
Spanish		fog	249	249	njeβla	2150	n j e β l a
Breton_ST		fog	249	249	latar	2276	l a t a r
Catalan		fog	249	249	bɔjɾə	3434	b ɔ j ɾ ə
Danish		fog	249	249	d̥ʰɔːwə	1315	d̥ʰ ɔː w ə
Dutch_List		fog	249	249	nevəl	2150	n e v ə l
Bihari		fog	249	249	dʱũin	1604	d̤ ũ i n
Oriya		fog	249	249	kuhuɖi	1663	k u h u ɖ i
Urdu		fog	249	249	d̪ʰʊ̃d̪	1604	d̪ʰ ʊ̃ d̪
Breton_ST		fog	249	249	brỹmɛn	1006	b r ỹ m ɛ n
Dutch_List		fog	249	249	mɪst	42	m ɪ s t
Greek_Mod		fog	249	249	o̞mixli	42	o̞ m i x l i
Armenian_Mod		fog	249	249	mɑrɑχuʁ	3623	m ɑ r ɑ χ u ʁ
Catalan		fog	249	249	bromə	1006	b r o m ə
Armenian_Mod		foot	1301	1301	votkʰ	225	v o t kʰ
Czech		foot	1301	1301	noɦa	1252	n o ɦ a
German		foot	1301	1301	fuːs	225	f uː s
Italian		foot	1301	1301	pjɛde	225	p j ɛ d e
Swedish		foot	1301	1301	fuːt	225	f uː t
Breton_ST		foot	1301	1301	trwaːt	1007	t r w aː t
Catalan		foot	1301	1301	pɛuw	225	p ɛu w
Danish		foot	1301	1301	foð	225	f o ð
Dutch_List		foot	1301	1301	vut	225	v u t
English		foot	1301	1301	fʊt	225	f ʊ t
French		foot	1301	1301	pje	225	p j e
Greek_Mod		foot	1301	1301	po̞ði	225	p o̞ ð i
Marathi		foot	1301	1301	paj	225	p a j
Polish		foot	1301	1301	stɔpa	1227	s t ɔ p a
Portuguese_ST		foot	1301	1301	pɛ	225	p ɛ
Russian		foot	1301	1301	noga	1252	n o g a
Spanish		foot	1301	1301	pje	225	p j e
Bihari		foot	1301	1301	pyaer	225	p y a e r
Oriya		foot	1301	1301	padɔ	225	p a d ɔ
Urdu		foot	1301	1301	pɑuː	225	p ɑ uː
Urdu		four	1500	1500	ʧɑɾ	44	tʃ ɑ ɾ
Armenian_Mod		four	1500	1500	ʧʰoɾs	44	tʃʰ o ɾ s
Czech		four	1500	1500	tʂtɪr̝ɪ	44	t ʂ t ɪ r ɪ
German		four	1500	1500	fiːɐ̯	44	f iː ɐ̯
Italian		four	1500	1500	kwattro	44	k w a tː r o
Swedish		four	1500	1500	fyːra	44	f yː r a
Breton_ST		four	1500	1500	pɛːvar	44	p ɛː v a r
Catalan		four	1500	1500	kwatɾə	44	k w a t ɾ ə
Danish		four	1500	1500	fiːʌ	44	f iː ʌ
Dutch_List		four	1500	1500	vir	44	v i r
English		four	1500	1500	fɔː	44	f ɔː
French		four	1500	1500	katʀ	44	k a t ʀ
Greek_Mod		four	1500	1500	te̞se̞ra	44	t e̞ s e̞ r a
Marathi		four	1500	1500	ʧaɾ	44	tʃ a ɾ
Polish		four	1500	1500	ʧtɛrɨ	44	tʃ t ɛ r ɨ
Portuguese_ST		four	1500	1500	kuatɾu	44	k ua t ɾ u
Russian		four	1500	1500	ʧetɨrʲe	44	tʃ e t ɨ rʲ e
Spanish		four	1500	1500	kwatɾo	44	k w a t ɾ o
Bihari		four	1500	1500	cəir	44	c əi r
Oriya		four	1500	1500	cari	44	c a r i
Armenian_Mod		freeze	1431	1431	sɑrʧʰɛl	592	s ɑ r tʃʰ ɛ l
Czech		freeze	1431	1431	zamr̩znoʊ̯t	403	z a m r̩ z n ou t
German		freeze	1431	1431	friːrən	226	f r iː r ə n
Italian		freeze	1431	1431	dʒelare	881	d ʒ e l a r e
Swedish		freeze	1431	1431	fryːsa	226	f r yː s a
Breton_ST		freeze	1431	1431	rɛːvĩ	226	r ɛː v ĩ
Catalan		freeze	1431	1431	ʒəla	881	ʒ ə l a
Danish		freeze	1431	1431	fʁyːsə	226	f ʁ yː s ə
Dutch_List		freeze	1431	1431	vrizən	226	v r i z ə n
English		freeze	1431	1431	friːz	226	f r iː z
French		freeze	1431	1431	ʒəle	881	ʒ ə l e
Greek_Mod		freeze	1431	1431	paɣo̞no̞	2667	p a ɣ o̞ n o̞
Marathi		freeze	1431	1431	goʈʰɳe	3436	g o ʈʰ ɳ e
Portuguese_ST		freeze	1431	1431	ʒɨlaɾ	881	ʒ ɨ l a ɾ
Russian		freeze	1431	1431	zamʲerzatʲ	403	z a mʲ e r z a tʲ
Spanish		freeze	1431	1431	elaɾ	881	e l a ɾ
Bihari		freeze	1431	1431	jəməb	777	j ə m ə b
Oriya		freeze	1431	1431	bɔsiʤiba	3449	b ɔ s i dʒ i b a
Urdu		freeze	1431	1431	ʤəmnə	777	dʒ ə m n ə
Polish		freeze	1431	1431	marznɔ̃ʨ	403	m a r z n ɔ̃ tɕ
Urdu		fruit	1507	1507	pʰəl	778	pʰ ə l
German		fruit	1507	1507	fruxt	227	f r u x t
Italian		fruit	1507	1507	frutto	227	f r u tː o
Swedish		fruit	1507	1507	frɵkt	227	f r ɵ k t
Danish		fruit	1507	1507	fʁɔg̥d̥ʰ	227	f ʁ ɔ g̥ d̥ʰ
Dutch_List		fruit	1507	1507	vrʏχt	227	v r ʏ χ t
English		fruit	1507	1507	fruːt	227	f r uː t
French		fruit	1507	1507	fʀɥi	227	f ʀ ɥ i
Greek_Mod		fruit	1507	1507	fruto̞	227	f r u t o̞
Marathi		fruit	1507	1507	pʰəɭ	778	pʰ ə ɭ
Polish		fruit	1507	1507	ɔvɔʦ	1136	ɔ v ɔ ts
Portuguese_ST		fruit	1507	1507	fɾutɐ	227	f ɾ u t ɐ
Russian		fruit	1507	1507	plod	2655	p l o d
Spanish		fruit	1507	1507	fɾuta	227	f ɾ u t a
Breton_ST		fruit	1507	1507	frweːs	227	f r w eː s
Catalan		fruit	1507	1507	frui	227	f r ui
Bihari		fruit	1507	1507	pʰal	778	pʰ a l
Oriya		fruit	1507	1507	pʰɔɭɔ	778	pʰ ɔ ɭ ɔ
Oriya		fruit	1507	1507	gilɔ	3450	g i l ɔ
Czech		fruit	1507	1507	plot	2655	p l o t
Bihari		full	1429	1429	bʱərəl	2282	b̤ ə r ə l
Oriya		full	1429	1429	purɳɳɔ	2235	p u r ɳː ɔ
Oriya		full	1429	1429	bʱɔrti	2282	b̤ ɔ r t i
Urdu		full	1429	1429	puɾə	2235	p u ɾ ə
Italian		full	1429	1429	pjɛno	2235	p j ɛ n o
Polish		full	1429	1429	pɛwnɨ	2235	p ɛ w n ɨ
Armenian_Mod		full	1429	1429	li	2235	l i
French		full	1429	1429	plɛ̃	2235	p l ɛ̃
Russian		full	1429	1429	polnɨj	2235	p o l n ɨ j
German		full	1429	1429	fɔl	2235	f ɔ l
Spanish		full	1429	1429	ʎeno	2235	ʎ e n o
Czech		full	1429	1429	pl̩niː	2235	p l̩ n iː
Breton_ST		full	1429	1429	lœ̃ːn	2235	l œ̃ː n
Swedish		full	1429	1429	fɵl	2235	f ɵ l
Armenian_Mod		give	1447	1447	tɑl	405	t ɑ l
Czech		give	1447	1447	daːvat	405	d aː v a t
German		give	1447	1447	geːbn̩	228	g eː b n̩
Italian		give	1447	1447	dare	405	d a r e
Swedish		give	1447	1447	jeː	228	j eː
Breton_ST		give	1447	1447	rɛĩ	1010	r ɛi
Catalan		give	1447	1447	duna	405	d u n a
Danish		give	1447	1447	g̥i	228	g̥ i
Dutch_List		give	1447	1447	ɣevən	228	ɣ e v ə n
English		give	1447	1447	gɪv	228	g ɪ v
French		give	1447	1447	dɔne	405	d ɔ n e
Greek_Mod		give	1447	1447	ðino̞	405	ð i n o̞
Marathi		give	1447	1447	deɳe	405	d e ɳ e
Polish		give	1447	1447	davaʨ	405	d a v a tɕ
Portuguese_ST		give	1447	1447	daɾ	405	d a ɾ
Russian		give	1447	1447	davatʲ	405	d a v a tʲ
Spanish		give	1447	1447	daɾ	405	d a ɾ
Bihari		give	1447	1447	deb	405	d e b
Oriya		give	1447	1447	de	405	d e
Urdu		give	1447	1447	d̪enə	405	d̪ e n ə
Armenian_Mod		good	1035	1035	lɑv	678	l ɑ v
Czech		good	1035	1035	dobriː	1137	d o b r iː
German		good	1035	1035	guːt	229	g uː t
Italian		good	1035	1035	bwɔno	883	b w ɔ n o
Swedish		good	1035	1035	guːd	229	g uː d
Breton_ST		good	1035	1035	maːd	1011	m aː d
Catalan		good	1035	1035	bɔ	883	b ɔ
Danish		good	1035	1035	g̥o	229	g̥ o
Dutch_List		good	1035	1035	ɣut	229	ɣ u t
English		good	1035	1035	gʊd	229	g ʊ d
French		good	1035	1035	bɔ̃	883	b ɔ̃
Greek_Mod		good	1035	1035	kalo̞s	1489	k a l o̞ s
Marathi		good	1035	1035	tsaŋglə	1836	t s a ŋ g l ə
Polish		good	1035	1035	dɔbrɨ	1137	d ɔ b r ɨ
Portuguese_ST		good	1035	1035	bõ	883	b õ
Russian		good	1035	1035	xoroʃɨj	3437	x o r o ʃ ɨ j
Spanish		good	1035	1035	bweno	883	b w e n o
Bihari		good	1035	1035	nik	3446	n i k
Bihari		good	1035	1035	barhĩyã	3447	b a r h ĩ j ã
Oriya		good	1035	1035	bʱɔlɔ	779	b̤ ɔ l ɔ
Swedish		good	1035	1035	brɑː	3648	b r ɑː
Armenian_Mod		grass	606	606	χot	593	χ o t
Czech		grass	606	606	traːva	1138	t r aː v a
Urdu		grass	606	606	ɡʰɑs	780	gʰ ɑ s
German		grass	606	606	graːs	230	g r aː s
Italian		grass	606	606	ɛrba	884	ɛ r b a
Swedish		grass	606	606	grɛːs	230	g r ɛː s
Portuguese_ST		grass	606	606	ɛɾvɐ	884	ɛ ɾ v ɐ
Russian		grass	606	606	trava	1138	t r a v a
Spanish		grass	606	606	jeɾβa	884	j e ɾ β a
Danish		grass	606	606	g̥ʁas	230	g̥ ʁ a s
Catalan		grass	606	606	erβə	884	e r β ə
Greek_Mod		grass	606	606	xo̞rtari	1490	x o̞ r t a r i
Marathi		grass	606	606	gəwət	780	g ə w ə t
Polish		grass	606	606	trava	1138	t r a v a
French		grass	606	606	ɛʀb	884	ɛ ʀ b
Breton_ST		grass	606	606	gɛwt	1092	g ɛ w t
English		grass	606	606	grɑːs	230	g r ɑː s
Dutch_List		grass	606	606	ɣrɑs	230	ɣ r ɑ s
Oriya		grass	606	606	gʱasɔ	780	g̤ a s ɔ
Marathi		grass	606	606	gʰəs	780	gʰ ə s
Armenian_Mod		green	1425	1425	kɑnɑʧʰ	594	k ɑ n ɑ tʃʰ
Czech		green	1425	1425	zɛlɛniː	49	z ɛ l ɛ n iː
Swedish		green	1425	1425	grøːn	231	g r øː n
Italian		green	1425	1425	verde	885	v e r d e
German		green	1425	1425	gryːn	231	g r yː n
Breton_ST		green	1425	1425	glaːs	49	g l aː s
Catalan		green	1425	1425	bert	885	b e r t
Danish		green	1425	1425	g̥ʁɶ̝n	231	g̥ ʁ œ n
Dutch_List		green	1425	1425	ɣrun	231	ɣ r u n
English		green	1425	1425	griːn	231	g r iː n
French		green	1425	1425	vɛʀ	885	v ɛ ʀ
Greek_Mod		green	1425	1425	prasino̞s	1491	p r a s i n o̞ s
Marathi		green	1425	1425	ɦiɾwa	1947	ɦ i ɾ w a
Polish		green	1425	1425	ʑɛlɔnɨ	49	ʑ ɛ l ɔ n ɨ
Portuguese_ST		green	1425	1425	veɾdɨ	885	v e ɾ d ɨ
Russian		green	1425	1425	zʲelʲonɨj	49	zʲ e lʲ o n ɨ j
Spanish		green	1425	1425	beɾðe	885	b e ɾ ð e
Bihari		green	1425	1425	həriyər	49	h ə r i j ə r
Oriya		green	1425	1425	sagua	705	s a g ua
Urdu		green	1425	1425	həɾɑ	1664	h ə ɾ ɑ
Breton_ST		green	1425	1425	gweːr	885	g w eː r
Armenian_Mod		guts	1334	1334	ɑʁikʰ	595	ɑ ʁ i kʰ
Czech		guts	1334	1334	vɲɪtr̝noscɪ	1283	v ɲ ɪ t r n o s c ɪ
German		guts	1334	1334	aingəvaidə	2673	ai n g ə v ai d ə
Italian		guts	1334	1334	intestino	1588	i n t e s t i n o
Swedish		guts	1334	1334	tarm	232	t a r m
Breton_ST		guts	1334	1334	buzɛlɛn	1012	b u z ɛ l ɛ n
Catalan		guts	1334	1334	buðeʎs	1263	b u ð e ʎ s
Danish		guts	1334	1334	d̥ʰɑm	232	d̥ʰ ɑ m
Dutch_List		guts	1334	1334	dɑrm	232	d ɑ r m
English		guts	1334	1334	gʌts	2676	g ʌ t s
French		guts	1334	1334	bwajo	1263	b w a j o
Russian		guts	1334	1334	kɨskɨ	1228	k ɨ s k ɨ
Bihari		guts	1334	1334	ãt	1588	ã t
Urdu		guts	1334	1334	bəɽi#ʔɑ̃t̪	1588	b ə ɽ i _ ʔ ɑ̃ t̪
Oriya		guts	1334	1334	ɔntɔ	1588	ɔ n t ɔ
German		guts	1334	1334	gədɛrm	232	g ə d ɛ r m
Polish		guts	1334	1334	vnɛ̃ʧnɔɕʨi	1283	v n ɛ̃ tʃ n ɔ ɕ tɕ i
Portuguese_ST		guts	1334	1334	ẽtɾɐɲɐʃ	1588	ẽ t ɾ ɐ ɲ ɐ ʃ
Greek_Mod		guts	1334	1334	splaxna	2674	s p l a x n a
Marathi		guts	1334	1334	ɦusaɾiː	3599	ɦ u s a ɾ iː
Spanish		guts	1334	1334	tɾipas	3615	t ɾ i p a s
Armenian_Mod		guts	1334	1334	pʰoɾotikʰ	3627	pʰ o ɾ o t i kʰ
Portuguese_ST		guts	1334	1334	ĩtɨʃtinu	3647	ĩ t ɨ ʃ t i n u
Armenian_Mod		hair	1040	1040	mɑz	596	m ɑ z
Czech		hair	1040	1040	vlasɪ	1202	v l a s ɪ
German		hair	1040	1040	haːɐ̯	233	h aː ɐ̯
Italian		hair	1040	1040	pelo	3153	p e l o
Swedish		hair	1040	1040	hoːr	233	h oː r
Breton_ST		hair	1040	1040	blɛw	1013	b l ɛ w
Catalan		hair	1040	1040	pɛl	3153	p ɛ l
Danish		hair	1040	1040	hɒ	233	h ɒ
Dutch_List		hair	1040	1040	har	233	h a r
English		hair	1040	1040	hɛə	233	h ɛ ə
