ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
3763	Singhi	far	jue	j u e	-208	c564 v027 v200	1406	baub1235
3764	Banggi	far	moduk	m o d u k	2887	c239 v042 c143 v027 c831	1406	bong1289
2146	Maloh	fat/grease	inʲak	i nʲ a k	534	v191 c099 v130 c831	323	emba1238
2147	Merina_Malagasy	fat/grease	matavj	m a t a v j	1102	c239 v130 c118 v130 c446 c564	323	plat1254
2148	Thao	fat/grease	lhimash	l h i m a s h	202	c548 c401 v191 c239 v130 c087 c401	323	thao1240
2149	Palauan	fat/grease	laok	l a o k	-371	c548 v130 v042 c831	323	pala1344
2150	Tunjung	fat/grease	loaʔ	l o a ʔ	1445	c548 v042 v130 c405	323	tunj1244
2151	Bare'e	fat/grease	boko	b o k o	788	c254 v042 c831 v042	323	pamo1252
2152	Iban	fat/grease	lemak	l e m a k	371	c548 v200 c239 v130 c831	323	iban1264
2153	Iban	fat/grease	lenjiŋ	l e n j i ŋ	1591	c548 v200 c105 c564 v191 c795	323	iban1264
2154	Berawan_Long_Terawan	fat/grease	ləməʔ	l ə m ə ʔ	371	c548 v155 c239 v155 c405	323	west2564
2155	Moken	fat/grease	mənʲaːt	m ə nʲ aː t	534	c239 v155 c099 v137 c118	323	moke1242
2156	Hanunoo	fat/grease	tabaʔ	t a b a ʔ	312	c118 v130 c254 v130 c405	323	hanu1241
2157	Tetum	fat/grease	boran	b o r a n	42	c254 v042 c151 v130 c105	323	tetu1246
2158	Tetum	fat/grease	mina	m i n a	534	c239 v191 c105 v130	323	tetu1246
2159	Mailu	fat/grease	mona	m o n a	534	c239 v042 c105 v130	323	mail1248
2160	Tsou	fat/grease	hə́sə	h ə s ə	276	c401 v155 c087 v155	323	tsou1248
2161	Nias	fat/grease	fanixa	f a n i x a	2283	c447 v130 c105 v191 c772 v130	323	nias1242
2162	Nias	fat/grease	tawõ	t a w õ	312	c118 v130 c457 v038	323	nias1242
2163	Central Amis	fat/grease	simar	s i m a r	202	c087 v191 c239 v130 c151	323	amis1246
2164	Banoni	fat/grease	mariŋi	m a r i ŋ i	2668	c239 v130 c151 v191 c795 v191	323	bann1247
2165	Singhi	fat/grease	puak	p u a k	2792	c288 v027 v130 c831	323	baub1235
2166	Banggi	fat/grease	laːna	l aː n a	371	c548 v137 c105 v130	323	bong1289
1210	Maloh	father	amaʔ	a m a ʔ	611	v130 c239 v130 c405	1217	emba1238
1211	Merina_Malagasy	father	raj	r a j	1080	c151 v130 c564	1217	plat1254
1212	Thao	father	ama	a m a	611	v130 c239 v130	1217	thao1240
1213	Palauan	father	cʰedam	cʰ e d a m	611	c598 v200 c143 v130 c239	1217	pala1344
1214	Tunjung	father	maʔ	m a ʔ	611	c239 v130 c405	1217	tunj1244
1215	Bare'e	father	papa	p a p a	347	c288 v130 c288 v130	1217	pamo1252
1216	Iban	father	apai	a p a i	347	v130 c288 v130 v191	1217	iban1264
1217	Berawan_Long_Terawan	father	tanəh	t a n ə h	611	c118 v130 c105 v155 c401	1217	west2564
1218	Moken	father	ʔapoŋ	ʔ a p o ŋ	-347	c405 v130 c288 v042 c795	1217	moke1242
1219	Hanunoo	father	amaʔ	a m a ʔ	611	v130 c239 v130 c405	1217	hanu1241
1220	Wuna	father	ama	a m a	611	v130 c239 v130	1217	muna1247
1221	Tetum	father	ama	a m a	611	v130 c239 v130	1217	tetu1246
1222	Mailu	father	abai	a b a i	-347	v130 c254 v130 v191	1217	mail1248
1223	Tsou	father	amo	a m o	611	v130 c239 v042	1217	tsou1248
1224	Nias	father	ama	a m a	611	v130 c239 v130	1217	nias1242
1225	Central Amis	father	mama	m a m a	611	c239 v130 c239 v130	1217	amis1246
1226	Chamorro	father	tata	t a t a	611	c118 v130 c118 v130	1217	cham1312
1227	Banoni	father	tama	t a m a	611	c118 v130 c239 v130	1217	bann1247
1228	Singhi	father	sama	s a m a	611	c087 v130 c239 v130	1217	baub1235
1229	Banggi	father	ama	a m a	611	v130 c239 v130	1217	bong1289
2041	Maloh	feather	bulu	b u l u	193	c254 v027 c548 v027	1201	emba1238
2042	Merina_Malagasy	feather	volo	v o l o	193	c446 v042 c548 v042	1201	plat1254
2043	Thao	feather	kupur	k u p u r	1209	c831 v027 c288 v027 c151	1201	thao1240
2044	Palauan	feather	busecʰ	b u s e cʰ	1321	c254 v027 c087 v200 c598	1201	pala1344
2045	Tunjung	feather	buluʔ	b u l u ʔ	193	c254 v027 c548 v027 c405	1201	tunj1244
2046	Bare'e	feather	wuju	w u j u	193	c457 v027 c564 v027	1201	pamo1252
2047	Iban	feather	bulu	b u l u	193	c254 v027 c548 v027	1201	iban1264
2048	Berawan_Long_Terawan	feather	buluh	b u l u h	193	c254 v027 c548 v027 c401	1201	west2564
2049	Hanunoo	feather	bulbul#manuk	b u l b u l _ m a n u k	193	c254 v027 c548 c254 v027 c548 m001 c239 v130 c105 v027 c831	1201	hanu1241
2050	Wuna	feather	vulu	v u l u	193	c446 v027 c548 v027	1201	muna1247
2051	Tetum	feather	rahun	r a h u n	735	c151 v130 c401 v027 c105	1201	tetu1246
2052	Mailu	feather	papa	p a p a	2009	c288 v130 c288 v130	1201	mail1248
2053	Tsou	feather	eopuŋu	e o p u ŋ u	318	v200 v042 c288 v027 c795 v027	1201	tsou1248
2054	Nias	feather	bu	b u	193	c254 v027	1201	nias1242
2055	Central Amis	feather	upih	u p i h	2413	v027 c288 v191 c401	1201	amis1246
2056	Central Amis	feather	fanuh	f a n u h	2414	c447 v130 c105 v027 c401	1201	amis1246
2057	Chamorro	feather	pulu	p u l u	193	c288 v027 c548 v027	1201	cham1312
2058	Banoni	feather	puata	p u a t a	2664	c288 v027 v130 c118 v130	1201	bann1247
2059	Singhi	feather	burun	b u r u n	193	c254 v027 c151 v027 c105	1201	baub1235
2060	Banggi	feather	bubul	b u b u l	193	c254 v027 c254 v027 c548	1201	bong1289
2963	Maloh	fire	api	a p i	169	v130 c288 v191	221	emba1238
2964	Merina_Malagasy	fire	afo	a f o	169	v130 c447 v042	221	plat1254
2965	Thao	fire	apuj	a p u j	169	v130 c288 v027 c564	221	thao1240
2966	Palauan	fire	ŋau	ŋ a u	-169	c795 v130 v027	221	pala1344
2967	Tunjung	fire	apuj	a p u j	169	v130 c288 v027 c564	221	tunj1244
2968	Bare'e	fire	apu	a p u	169	v130 c288 v027	221	pamo1252
2969	Iban	fire	api	a p i	169	v130 c288 v191	221	iban1264
2970	Berawan_Long_Terawan	fire	apoj	a p o j	169	v130 c288 v042 c564	221	west2564
2971	Moken	fire	ʔapuj	ʔ a p u j	169	c405 v130 c288 v027 c564	221	moke1242
2972	Hanunoo	fire	apuj	a p u j	169	v130 c288 v027 c564	221	hanu1241
2973	Wuna	fire	ifi	i f i	169	v191 c447 v191	221	muna1247
2974	Tetum	fire	haʔi	h a ʔ i	169	c401 v130 c405 v191	221	tetu1246
2975	Mailu	fire	eu	e u	2041	v200 v027	221	mail1248
2976	Tsou	fire	puzu	p u z u	169	c288 v027 c078 v027	221	tsou1248
2977	Nias	fire	alitõ	a l i t õ	2300	v130 c548 v191 c118 v038	221	nias1242
2978	Central Amis	fire	namar	n a m a r	198	c105 v130 c239 v130 c151	221	amis1246
2979	Central Amis	fire	lamar	l a m a r	198	c548 v130 c239 v130 c151	221	amis1246
2980	Chamorro	fire	guafi	g u a f i	169	c824 v027 v130 c447 v191	221	cham1312
2981	Banoni	fire	dzai	d z a i	169	c143 c078 v130 v191	221	bann1247
2982	Singhi	fire	opui	o p u i	169	v042 c288 v027 v191	221	baub1235
2983	Banggi	fire	afi	a f i	169	v130 c447 v191	221	bong1289
2282	Maloh	fish	lauh	l a u h	615	c548 v130 v027 c401	227	emba1238
2283	Maloh	fish	lauk	l a u k	615	c548 v130 v027 c831	227	emba1238
2284	Merina_Malagasy	fish	hazandrano	h a z a n d r a n o	1108	c401 v130 c078 v130 c105 c143 c151 v130 c105 v042	227	plat1254
2285	Merina_Malagasy	fish	trondro	t r o n d r o	1109	c118 c151 v042 c105 c143 c151 v042	227	plat1254
2286	Merina_Malagasy	fish	laoko	l a o k o	1110	c548 v130 v042 c831 v042	227	plat1254
2287	Thao	fish	rusaw	r u s a w	1214	c151 v027 c087 v130 c457	227	thao1240
2288	Palauan	fish	ŋikel	ŋ i k e l	585	c795 v191 c831 v200 c548	227	pala1344
2289	Tunjung	fish	mətuʔ	m ə t u ʔ	1446	c239 v155 c118 v027 c405	227	tunj1244
2290	Bare'e	fish	bau	b a u	-510	c254 v130 v027	227	pamo1252
2291	Iban	fish	ikan	i k a n	585	v191 c831 v130 c105	227	iban1264
2292	Berawan_Long_Terawan	fish	puta	p u t a	405	c288 v027 c118 v130	227	west2564
2293	Moken	fish	ʔekaːn	ʔ e k aː n	585	c405 v200 c831 v137 c105	227	moke1242
2294	Hanunoo	fish	isdaʔ	i s d a ʔ	539	v191 c087 c143 v130 c405	227	hanu1241
2295	Wuna	fish	kenta	k e n t a	283	c831 v200 c105 c118 v130	227	muna1247
2296	Tetum	fish	naʔan	n a ʔ a n	1909	c105 v130 c405 v130 c105	227	tetu1246
2297	Mailu	fish	orebe	o r e b e	16	v042 c151 v200 c254 v200	227	mail1248
2298	Tsou	fish	eoskʉ	e o s k ʉ	2168	v200 v042 c087 c831 v102	227	tsou1248
2299	Central Amis	fish	futiŋ	f u t i ŋ	2423	c447 v027 c118 v191 c795	227	amis1246
2300	Central Amis	fish	futiŋ	f u t i ŋ	2424	c447 v027 c118 v191 c795	227	amis1246
2301	Chamorro	fish	guihan	g u i h a n	2551	c824 v027 v191 c401 v130 c105	227	cham1312
2302	Banoni	fish	bosi	b o s i	2673	c254 v042 c087 v191	227	bann1247
2303	Singhi	fish	kien	k i e n	585	c831 v191 v200 c105	227	baub1235
2304	Banggi	fish	sadak	s a d a k	539	c087 v130 c143 v130 c831	227	bong1289
2398	Maloh	flower	buŋa	b u ŋ a	65	c254 v027 c795 v130	239	emba1238
2399	Merina_Malagasy	flower	vonj	v o n j	-65	c446 v042 c105 c564	239	plat1254
2400	Thao	flower	bukaj	b u k a j	1216	c254 v027 c831 v130 c564	239	thao1240
2401	Palauan	flower	buŋ	b u ŋ	65	c254 v027 c795	239	pala1344
2402	Tunjung	flower	uŋan	u ŋ a n	65	v027 c795 v130 c105	239	tunj1244
2403	Bare'e	flower	sese	s e s e	628	c087 v200 c087 v200	239	pamo1252
2404	Iban	flower	buŋai	b u ŋ a i	65	c254 v027 c795 v130 v191	239	iban1264
2405	Berawan_Long_Terawan	flower	busaʔ	b u s a ʔ	133	c254 v027 c087 v130 c405	239	west2564
2406	Moken	flower	buŋaʔ	b u ŋ a ʔ	65	c254 v027 c795 v130 c405	239	moke1242
2407	Hanunoo	flower	busaŋ	b u s a ŋ	-65	c254 v027 c087 v130 c795	239	hanu1241
2408	Hanunoo	flower	ragaw	r a g a w	1825	c151 v130 c824 v130 c457	239	hanu1241
2409	Wuna	flower	vuna	v u n a	65	c446 v027 c105 v130	239	muna1247
2410	Tetum	flower	ai#funan	a i _ f u n a n	65	v130 v191 m001 c447 v027 c105 v130 c105	239	tetu1246
2411	Mailu	flower	popori	p o p o r i	2022	c288 v042 c288 v042 c151 v191	239	mail1248
2412	Mailu	flower	suoro	s u o r o	2023	c087 v027 v042 c151 v042	239	mail1248
2413	Tsou	flower	bʉvnʉ	b ʉ v n ʉ	2172	c254 v102 c446 c105 v102	239	tsou1248
2414	Nias	flower	buŋa	b u ŋ a	65	c254 v027 c795 v130	239	nias1242
2415	Chamorro	flower	cʰinalek	cʰ i n a l e k	2554	c598 v191 c105 v130 c548 v200 c831	239	cham1312
2416	Banoni	flower	baːbaːna	b aː b aː n a	2679	c254 v137 c254 v137 c105 v130	239	bann1247
2417	Banggi	flower	budak	b u d a k	493	c254 v027 c143 v130 c831	239	bong1289
2725	Maloh	fog	aun	a u n	1030	v130 v027 c105	249	emba1238
2726	Merina_Malagasy	fog	zavona	z a v o n a	1118	c078 v130 c446 v042 c105 v130	249	plat1254
2727	Thao	fog	harbuk	h a r b u k	1223	c401 v130 c151 c254 v027 c831	249	thao1240
2728	Palauan	fog	cʰetecʰat	cʰ e t e cʰ a t	1343	c598 v200 c118 v200 c598 v130 c118	249	pala1344
2729	Tunjung	fog	əmun	ə m u n	274	v155 c239 v027 c105	249	tunj1244
2730	Bare'e	fog	limu	l i m u	1530	c548 v191 c239 v027	249	pamo1252
2731	Iban	fog	apok	a p o k	1599	v130 c288 v042 c831	249	iban1264
2732	Berawan_Long_Terawan	fog	gium	g i u m	1676	c824 v191 v027 c239	249	west2564
2733	Hanunoo	fog	alinjabuʔ	a l i n j a b u ʔ	1829	v130 c548 v191 c105 c564 v130 c254 v027 c405	249	hanu1241
2734	Wuna	fog	gawu	g a w u	448	c824 v130 c457 v027	249	muna1247
2735	Tetum	fog	ai#abu	a i _ a b u	448	v130 v191 m001 v130 c254 v027	249	tetu1246
2736	Nias	fog	sau	s a u	2291	c087 v130 v027	249	nias1242
2737	Central Amis	fog	takulah	t a k u l a h	2446	c118 v130 c831 v027 c548 v130 c401	249	amis1246
2738	Central Amis	fog	qopqopaj	q o p q o p a j	2447	c751 v042 c288 c751 v042 c288 v130 c564	249	amis1246
2739	Chamorro	fog	afao	a f a o	2561	v130 c447 v130 v042	249	cham1312
2740	Chamorro	fog	asgon	a s g o n	2562	v130 c087 c824 v042 c105	249	cham1312
2741	Banoni	fog	kabu	k a b u	448	c831 v130 c254 v027	249	bann1247
2742	Banoni	fog	nukuita	n u k u i t a	2696	c105 v027 c831 v027 v191 c118 v130	249	bann1247
2743	Banoni	fog	vamuko	v a m u k o	2697	c446 v130 c239 v027 c831 v042	249	bann1247
2744	Singhi	fog	abun	a b u n	274	v130 c254 v027 c105	249	baub1235
2418	Maloh	fruit	buaʔ	b u a ʔ	694	c254 v027 v130 c405	1507	emba1238
2419	Merina_Malagasy	fruit	voa	v o a	694	c446 v042 v130	1507	plat1254
2420	Palauan	fruit	rodecʰ	r o d e cʰ	1332	c151 v042 c143 v200 c598	1507	pala1344
2421	Tunjung	fruit	ugan	u g a n	694	v027 c824 v130 c105	1507	tunj1244
2422	Bare'e	fruit	wua	w u a	694	c457 v027 v130	1507	pamo1252
2423	Iban	fruit	buah	b u a h	694	c254 v027 v130 c401	1507	iban1264
2424	Berawan_Long_Terawan	fruit	luʔoŋ	l u ʔ o ŋ	1668	c548 v027 c405 v042 c795	1507	west2564
2425	Moken	fruit	buəːk	b u əː k	694	c254 v027 v004 c831	1507	moke1242
2426	Hanunoo	fruit	burak	b u r a k	694	c254 v027 c151 v130 c831	1507	hanu1241
2427	Wuna	fruit	bake	b a k e	232	c254 v130 c831 v200	1507	muna1247
2428	Tetum	fruit	ai#fuan	a i _ f u a n	694	v130 v191 m001 c447 v027 v130 c105	1507	tetu1246
2429	Mailu	fruit	lora	l o r a	2024	c548 v042 c151 v130	1507	mail1248
2430	Tsou	fruit	beahci	b e a h c i	2173	c254 v200 v130 c401 c600 v191	1507	tsou1248
2431	Nias	fruit	bua	b u a	694	c254 v027 v130	1507	nias1242
2432	Chamorro	fruit	inasahan	i n a s a h a n	2555	v191 c105 v130 c087 v130 c401 v130 c105	1507	cham1312
2433	Singhi	fruit	bua	b u a	694	c254 v027 v130	1507	baub1235
2434	Banggi	fruit	buak	b u a k	694	c254 v027 v130 c831	1507	bong1289
3417	Maloh	good	mam	m a m	1039	c239 v130 c239	1035	emba1238
3418	Thao	good	maqitan	m a q i t a n	-353	c239 v130 c751 v191 c118 v130 c105	1035	thao1240
3419	Palauan	good	uŋil	u ŋ i l	1368	v027 c795 v191 c548	1035	pala1344
3420	Tunjung	good	pajik	p a j i k	1462	c288 v130 c564 v191 c831	1035	tunj1244
3421	Bare'e	good	madago	m a d a g o	1544	c239 v130 c143 v130 c824 v042	1035	pamo1252
3422	Iban	good	baik	b a i k	741	c254 v130 v191 c831	1035	iban1264
3423	Iban	good	manah	m a n a h	1605	c239 v130 c105 v130 c401	1035	iban1264
3424	Iban	good	badas	b a d a s	556	c254 v130 c143 v130 c087	1035	iban1264
3425	Berawan_Long_Terawan	good	jin	j i n	1687	c564 v191 c105	1035	west2564
3426	Moken	good	ʔamoːn	ʔ a m oː n	1775	c405 v130 c239 v035 c105	1035	moke1242
3427	Hanunoo	good	majad	m a j a d	418	c239 v130 c564 v130 c143	1035	hanu1241
3428	Wuna	good	netaː	n e t aː	58	c105 v200 c118 v137	1035	muna1247
3429	Tetum	good	diak	d i a k	542	c143 v191 v130 c831	1035	tetu1246
3430	Mailu	good	eboebo	e b o e b o	2063	v200 c254 v042 v200 c254 v042	1035	mail1248
3431	Mailu	good	wonai	w o n a i	2064	c457 v042 c105 v130 v191	1035	mail1248
3432	Tsou	good	ʉmnʉ	ʉ m n ʉ	2208	v102 c239 c105 v102	1035	tsou1248
3433	Nias	good	sõxi	s õ x i	2312	c087 v038 c772 v191	1035	nias1242
3434	Central Amis	good	mafancal	m a f a n c a l	2484	c239 v130 c447 v130 c105 c600 v130 c548	1035	amis1246
3435	Central Amis	good	fancal	f a n c a l	2485	c447 v130 c105 c600 v130 c548	1035	amis1246
3436	Chamorro	good	maolek	m a o l e k	2574	c239 v130 v042 c548 v200 c831	1035	cham1312
3437	Banoni	good	daːme	d aː m e	2726	c143 v137 c239 v200	1035	bann1247
3438	Banoni	good	komo	k o m o	2727	c831 v042 c239 v042	1035	bann1247
3439	Singhi	good	pagux	p a g u x	2824	c288 v130 c824 v027 c772	1035	baub1235
3440	Singhi	good	konak	k o n a k	2825	c831 v042 c105 v130 c831	1035	baub1235
3441	Banggi	good	empia	e m p i a	353	v200 c239 c288 v191 v130	1035	bong1289
2435	Maloh	grass	rimput	r i m p u t	272	c151 v191 c239 c288 v027 c118	606	emba1238
2436	Merina_Malagasy	grass	ahitra	a h i t r a	1114	v130 c401 v191 c118 c151 v130	606	plat1254
2437	Thao	grass	lhmir	l h m i r	610	c548 c401 c239 v191 c151	606	thao1240
2438	Palauan	grass	cʰudel	cʰ u d e l	1333	c598 v027 c143 v200 c548	606	pala1344
2439	Tunjung	grass	uruʔ	u r u ʔ	466	v027 c151 v027 c405	606	tunj1244
2440	Bare'e	grass	ewo	e w o	1527	v200 c457 v042	606	pamo1252
2441	Iban	grass	rumput	r u m p u t	272	c151 v027 c239 c288 v027 c118	606	iban1264
2442	Berawan_Long_Terawan	grass	uroh	u r o h	466	v027 c151 v042 c401	606	west2564
2443	Moken	grass	lopot	l o p o t	-272	c548 v042 c288 v042 c118	606	moke1242
2444	Hanunoo	grass	rikut	r i k u t	75	c151 v191 c831 v027 c118	606	hanu1241
2445	Hanunoo	grass	marikut	m a r i k u t	1826	c239 v130 c151 v191 c831 v027 c118	606	hanu1241
2446	Wuna	grass	karopu	k a r o p u	1875	c831 v130 c151 v042 c288 v027	606	muna1247
2447	Tsou	grass	sʔosʔo	s ʔ o s ʔ o	2174	c087 c405 v042 c087 c405 v042	606	tsou1248
2448	Nias	grass	duʔu	d u ʔ u	466	c143 v027 c405 v027	606	nias1242
2449	Central Amis	grass	reŋus	r e ŋ u s	2430	c151 v200 c795 v027 c087	606	amis1246
2450	Central Amis	grass	leŋos	l e ŋ o s	2431	c548 v200 c795 v042 c087	606	amis1246
2451	Banoni	grass	gogorini	g o g o r i n i	2680	c824 v042 c824 v042 c151 v191 c105 v191	606	bann1247
2452	Singhi	grass	dux	d u x	-466	c143 v027 c772	606	baub1235
2453	Banggi	grass	rihut	r i h u t	75	c151 v191 c401 v027 c118	606	bong1289
3143	Maloh	green	mamata	m a m a t a	85	c239 v130 c239 v130 c118 v130	1425	emba1238
3144	Merina_Malagasy	green	maitso	m a i t s o	-618	c239 v130 v191 c118 c087 v042	1425	plat1254
3145	Thao	green	madishlum	m a d i s h l u m	1233	c239 v130 c143 v191 c087 c401 c548 v027 c239	1425	thao1240
3146	Palauan	green	bedeŋel#a#biːb	b e d e ŋ e l _ a _ b iː b	1358	c254 v200 c143 v200 c795 v200 c548 m001 v130 m001 c254 v183 c254	1425	pala1344
3147	Tunjung	green	nahum	n a h u m	1458	c105 v130 c401 v027 c239	1425	tunj1244
3148	Bare'e	green	malaumbe	m a l a u m b e	1538	c239 v130 c548 v130 v027 c239 c254 v200	1425	pamo1252
3149	Iban	green	ijau	i j a u	618	v191 c564 v130 v027	1425	iban1264
3150	Berawan_Long_Terawan	green	gaduŋ	g a d u ŋ	783	c824 v130 c143 v027 c795	1425	west2564
3151	Moken	green	ŋomoːŋ	ŋ o m oː ŋ	1769	c795 v042 c239 v035 c795	1425	moke1242
3152	Hanunoo	green	latuj	l a t u j	1839	c548 v130 c118 v027 c564	1425	hanu1241
3153	Wuna	green	nofeido	n o f e i d o	-618	c105 v042 c447 v200 v191 c143 v042	1425	muna1247
3154	Tetum	green	matak	m a t a k	85	c239 v130 c118 v130 c831	1425	tetu1246
3155	Mailu	green	korakorara	k o r a k o r a r a	2046	c831 v042 c151 v130 c831 v042 c151 v130 c151 v130	1425	mail1248
3156	Tsou	green	riŋhova	r i ŋ h o v a	2197	c151 v191 c795 c401 v042 c446 v130	1425	tsou1248
3157	Central Amis	green	kaŋrawaj	k a ŋ r a w a j	2467	c831 v130 c795 c151 v130 c457 v130 c564	1425	amis1246
3158	Central Amis	green	kaŋdaw	k a ŋ d a w	2468	c831 v130 c795 c143 v130 c457	1425	amis1246
3159	Banoni	green	bubune	b u b u n e	2714	c254 v027 c254 v027 c105 v200	1425	bann1247
3160	Singhi	green	idip	i d i p	2812	v191 c143 v191 c288	1425	baub1235
501	Maloh	hair	buk	b u k	252	c254 v027 c831	1040	emba1238
502	Merina_Malagasy	hair	volo	v o l o	-126	c446 v042 c548 v042	1040	plat1254
503	Thao	hair	fukish	f u k i s h	252	c447 v027 c831 v191 c087 c401	1040	thao1240
504	Palauan	hair	cʰui	cʰ u i	-252	c598 v027 v191	1040	pala1344
505	Tunjung	hair	alaw	a l a w	677	v130 c548 v130 c457	1040	tunj1244
506	Bare'e	hair	wujua	w u j u a	-126	c457 v027 c564 v027 v130	1040	pamo1252
507	Iban	hair	bok	b o k	252	c254 v042 c831	1040	iban1264
508	Berawan_Long_Terawan	hair	puʔ	p u ʔ	252	c288 v027 c405	1040	west2564
509	Moken	hair	buloj	b u l o j	1711	c254 v027 c548 v042 c564	1040	moke1242
510	Hanunoo	hair	buhuk	b u h u k	252	c254 v027 c401 v027 c831	1040	hanu1241
511	Wuna	hair	vulu#no#fotu	v u l u _ n o _ f o t u	126	c446 v027 c548 v027 m001 c105 v042 m001 c447 v042 c118 v027	1040	muna1247
512	Tetum	hair	fuːk	f uː k	252	c447 v019 c831	1040	tetu1246
513	Mailu	hair	limuː	l i m uː	441	c548 v191 c239 v019	1040	mail1248
514	Tsou	hair	fʔʉ́sʉ	f ʔ ʉ s ʉ	252	c447 c405 v102 c087 v102	1040	tsou1248
515	Nias	hair	bu	b u	252	c254 v027	1040	nias1242
516	Central Amis	hair	fukes	f u k e s	252	c447 v027 c831 v200 c087	1040	amis1246
517	Chamorro	hair	gapotulu	g a p o t u l u	126	c824 v130 c288 v042 c118 v027 c548 v027	1040	cham1312
518	Chamorro	hair	pulu	p u l u	586	c288 v027 c548 v027	1040	cham1312
519	Banoni	hair	punu	p u n u	586	c288 v027 c105 v027	1040	bann1247
520	Singhi	hair	boek	b o e k	252	c254 v042 v200 c831	1040	baub1235
521	Banggi	hair	obuk	o b u k	252	v042 c254 v027 c831	1040	bong1289
1	Maloh	hand	taŋan	t a ŋ a n	155	c118 v130 c795 v130 c105	1277	emba1238
2	Merina_Malagasy	hand	tanana	t a n a n a	155	c118 v130 c105 v130 c105 v130	1277	plat1254
3	Thao	hand	rima	r i m a	446	c151 v191 c239 v130	1277	thao1240
4	Palauan	hand	cʰim	cʰ i m	446	c598 v191 c239	1277	pala1344
5	Tunjung	hand	aŋaʔ	a ŋ a ʔ	155	v130 c795 v130 c405	1277	tunj1244
6	Bare'e	hand	pale	p a l e	1484	c288 v130 c548 v200	1277	pamo1252
7	Iban	hand	taŋan	t a ŋ a n	155	c118 v130 c795 v130 c105	1277	iban1264
8	Iban	hand	jari	j a r i	1556	c564 v130 c151 v191	1277	iban1264
9	Berawan_Long_Terawan	hand	tisu	t i s u	481	c118 v191 c087 v027	1277	west2564
10	Berawan_Long_Terawan	hand	isu	i s u	481	v191 c087 v027	1277	west2564
11	Hanunoo	hand	kamaŋ	k a m a ŋ	1796	c831 v130 c239 v130 c795	1277	hanu1241
12	Wuna	hand	lima	l i m a	446	c548 v191 c239 v130	1277	muna1247
13	Tetum	hand	liman	l i m a n	446	c548 v191 c239 v130 c105	1277	tetu1246
14	Mailu	hand	ima	i m a	446	v191 c239 v130	1277	mail1248
15	Tsou	hand	mucu	m u c u	350	c239 v027 c600 v027	1277	tsou1248
16	Nias	hand	taŋa	t a ŋ a	155	c118 v130 c795 v130	1277	nias1242
17	Central Amis	hand	kamaj	k a m a j	19	c831 v130 c239 v130 c564	1277	amis1246
18	Chamorro	hand	kanːai	k a nː a i	2515	c831 v130 c104 v130 v191	1277	cham1312
19	Banoni	hand	numa	n u m a	446	c105 v027 c239 v130	1277	bann1247
20	Singhi	hand	toŋan	t o ŋ a n	155	c118 v042 c795 v130 c105	1277	baub1235
3830	Maloh	he/she	ia	i a	536	v191 v130	262	emba1238
3831	Merina_Malagasy	he/she	izj	i z j	536	v191 c078 c564	262	plat1254
3832	Thao	he/she	cicu	c i c u	1246	c600 v191 c600 v027	262	thao1240
3833	Palauan	he/she	ŋii	ŋ i i	536	c795 v191 v191	262	pala1344
3834	Tunjung	he/she	isaʔ	i s a ʔ	536	v191 c087 v130 c405	262	tunj1244
3835	Bare'e	he/she	siʔa	s i ʔ a	536	c087 v191 c405 v130	262	pamo1252
3836	Iban	he/she	ia	i a	349	v191 v130	262	iban1264
3837	Berawan_Long_Terawan	he/she	nʲih	nʲ i h	200	c099 v191 c401	262	west2564
3838	Moken	he/she	ʔolaːŋ	ʔ o l aː ŋ	1786	c405 v042 c548 v137 c795	262	moke1242
3839	Moken	he/she	nʲaː	nʲ aː	536	c099 v137	262	moke1242
3840	Hanunoo	he/she	sija	s i j a	536	c087 v191 c564 v130	262	hanu1241
3841	Wuna	he/she	anoa	a n o a	600	v130 c105 v042 v130	262	muna1247
3842	Tetum	he/she	nia	n i a	536	c105 v191 v130	262	tetu1246
3843	Mailu	he/she	no	n o	2078	c105 v042	262	mail1248
3844	Nias	he/she	jaʔia	j a ʔ i a	536	c564 v130 c405 v191 v130	262	nias1242
3845	Central Amis	he/she	ciŋra	c i ŋ r a	2503	c600 v191 c795 c151 v130	262	amis1246
3846	Central Amis	he/she	ciŋra	c i ŋ r a	2504	c600 v191 c795 c151 v130	262	amis1246
3847	Chamorro	he/she	guija	g u i j a	536	c824 v027 v191 c564 v130	262	cham1312
3848	Banoni	he/she	nːa	nː a	584	c104 v130	262	bann1247
3849	Singhi	he/she	ijox	i j o x	536	v191 c564 v042 c772	262	baub1235
3850	Banggi	he/she	kui	k u i	2890	c831 v027 v191	262	bong1289
460	Maloh	head	ulu	u l u	442	v027 c548 v027	1256	emba1238
461	Merina_Malagasy	head	loha	l o h a	1062	c548 v042 c401 v130	1256	plat1254
462	Thao	head	punuq	p u n u q	552	c288 v027 c105 v027 c751	1256	thao1240
463	Palauan	head	klidm	k l i d m	1265	c831 c548 v191 c143 c239	1256	pala1344
464	Tunjung	head	kuhuŋ	k u h u ŋ	438	c831 v027 c401 v027 c795	1256	tunj1244
465	Bare'e	head	woʔo	w o ʔ o	1490	c457 v042 c405 v042	1256	pamo1252
466	Berawan_Long_Terawan	head	uloh	u l o h	442	v027 c548 v042 c401	1256	west2564
