ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
262	Vasjugan Khanty	cold	etjəɣ	e t j ə ɣ	32	v200 c118 c564 v155 c774	1287	khan1273
263	Malyj Jugan Khanty	cold	ɬiːɬ	ɬ iː ɬ	33	c534 v183 c534	1287	khan1273
264	Tremjugan Khanty	cold	jæɣɬiː	j æ ɣ ɬ iː	34	c564 v198 c774 c534 v183	1287	mans1258
265	Jugan Khanty	cold	jæɣɬiː	j æ ɣ ɬ iː	34	c564 v198 c774 c534 v183	1287	khan1273
266	Upper Demjanka Khanty	cold	etjək	e t j ə k	32	v200 c118 c564 v155 c831	1287	khan1273
267	Konda Khanty	cold	etjək	e t j ə k	32	v200 c118 c564 v155 c831	1287	khan1273
268	Nizjam Khanty	cold	isjkə	i s j k ə	32	v191 c087 c564 c831 v155	1287	khan1273
269	Sherkaly Khanty	cold	isjkə	i s j k ə	32	v191 c087 c564 c831 v155	1287	khan1273
270	Kazym Khanty	cold	isjkiː	i s j k iː	32	v191 c087 c564 c831 v183	1287	khan1273
271	Synja Khanty	cold	isjkiː	i s j k iː	32	v191 c087 c564 c831 v183	1287	khan1273
272	Obdorsk Khanty	cold	isjkiː	i s j k iː	32	v191 c087 c564 c831 v183	1287	khan1273
273	North Mansi	come	jiw	j i w	36	c564 v191 c457	1446	mans1258
274	Middle Lozva Mansi	come	jiw	j i w	36	c564 v191 c457	1446	mans1258
275	Lower Lozva Mansi	come	iːw	iː w	36	v183 c457	1446	
276	Pelymka Mansi	come	jiw	j i w	36	c564 v191 c457	1446	mans1258
277	Konda Mansi	come	jiw	j i w	36	c564 v191 c457	1446	khan1273
278	Tavda Mansi	come	jæːnt	j æː n t	36	c564 v199 c105 c118	1446	mans1258
279	Vakh Khanty	come	jœ	j œ	36	c564 v178	1446	khan1273
280	Vasjugan Khanty	come	jœ	j œ	36	c564 v178	1446	khan1273
281	Likrisovskoje Khanty	come	jœ	j œ	36	c564 v178	1446	khan1273
282	Malyj Jugan Khanty	come	jœ	j œ	36	c564 v178	1446	khan1273
283	Tremjugan Khanty	come	jœ	j œ	36	c564 v178	1446	mans1258
284	Jugan Khanty	come	jœ	j œ	36	c564 v178	1446	khan1273
285	Upper Demjanka Khanty	come	je	j e	36	c564 v200	1446	khan1273
286	Konda Khanty	come	je	j e	36	c564 v200	1446	khan1273
287	Sherkaly Khanty	come	ji	j i	36	c564 v191	1446	khan1273
288	Kazym Khanty	come	ji	j i	36	c564 v191	1446	khan1273
289	Synja Khanty	come	ji	j i	36	c564 v191	1446	khan1273
290	Obdorsk Khanty	come	jiː	j iː	36	c564 v183	1446	khan1273
291	North Mansi	die	χɔːli	χ ɔː l i	37	c742 v065 c548 v191	1494	mans1258
292	Middle Lozva Mansi	die	qɔli	q ɔ l i	37	c751 v067 c548 v191	1494	mans1258
293	Lower Lozva Mansi	die	qɔːli	q ɔː l i	37	c751 v065 c548 v191	1494	
294	Pelymka Mansi	die	qoːli	q oː l i	37	c751 v035 c548 v191	1494	mans1258
295	Konda Mansi	die	qoːli	q oː l i	37	c751 v035 c548 v191	1494	khan1273
296	Tavda Mansi	die	qɔlɔnt	q ɔ l ɔ n t	37	c751 v067 c548 v067 c105 c118	1494	mans1258
297	Vakh Khanty	die	suːr	s uː r	38	c087 v019 c151	1494	khan1273
298	Verkhne-Kalymsk Khanty	die	suːr	s uː r	38	c087 v019 c151	1494	khan1273
299	Vasjugan Khanty	die	teːwərsæːɣjentæː	t eː w ə r s æː ɣ j e n t æː	39	c118 v202 c457 v155 c151 c087 v199 c774 c564 v200 c105 c118 v199	1494	khan1273
300	Vartovskoje Khanty	die	suːr	s uː r	38	c087 v019 c151	1494	khan1273
301	Likrisovskoje Khanty	die	suːr	s uː r	38	c087 v019 c151	1494	khan1273
302	Malyj Jugan Khanty	die	suːræːɬ	s uː r æː ɬ	38	c087 v019 c151 v199 c534	1494	khan1273
303	Tremjugan Khanty	die	suːræːɬ	s uː r æː ɬ	38	c087 v019 c151 v199 c534	1494	mans1258
304	Jugan Khanty	die	suːraːɬ	s uː r aː ɬ	38	c087 v019 c151 v137 c534	1494	khan1273
305	Upper Demjanka Khanty	die	suːraːt	s uː r aː t	38	c087 v019 c151 v137 c118	1494	khan1273
306	Konda Khanty	die	joːχaːt	j oː χ aː t	40	c564 v035 c742 v137 c118	1494	khan1273
307	Nizjam Khanty	die	toχaːt	t o χ aː t	41	c118 v042 c742 v137 c118	1494	khan1273
308	Kazym Khanty	die	pɔːsaːɬə	p ɔː s aː ɬ ə	-42	c288 v065 c087 v137 c534 v155	1494	khan1273
309	Synja Khanty	die	posaːlə	p o s aː l ə	-42	c288 v042 c087 v137 c548 v155	1494	khan1273
310	Obdorsk Khanty	die	paːsæːlə	p aː s æː l ə	-42	c288 v137 c087 v199 c548 v155	1494	khan1273
311	North Mansi	dog	aːmp	aː m p	43	v137 c239 c288	2009	mans1258
312	Middle Lozva Mansi	dog	oɔmp	o m p	43	v042 c239 c288	2009	mans1258
313	Lower Lozva Mansi	dog	ɔːmp	ɔː m p	43	v065 c239 c288	2009	
314	Pelymka Mansi	dog	oɔmp	o m p	43	v042 c239 c288	2009	mans1258
315	Konda Mansi	dog	oɔmp	o m p	43	v042 c239 c288	2009	khan1273
316	Tavda Mansi	dog	æːmp	æː m p	43	v199 c239 c288	2009	mans1258
317	Vakh Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
318	Vasjugan Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
319	Likrisovskoje Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
320	Malyj Jugan Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
321	Tremjugan Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	mans1258
322	Jugan Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
323	Upper Demjanka Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
324	Konda Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
325	Nizjam Khanty	dog	aːmp	aː m p	43	v137 c239 c288	2009	khan1273
326	Kazym Khanty	dog	aːmp	aː m p	43	v137 c239 c288	2009	khan1273
327	Synja Khanty	dog	aːp	aː p	43	v137 c288	2009	khan1273
328	Obdorsk Khanty	dog	æːmp	æː m p	43	v199 c239 c288	2009	khan1273
329	North Mansi	drink	aji	a j i	44	v130 c564 v191	1401	mans1258
330	Middle Lozva Mansi	drink	æji	æ j i	44	v198 c564 v191	1401	mans1258
331	Lower Lozva Mansi	drink	æji	æ j i	44	v198 c564 v191	1401	
332	Pelymka Mansi	drink	æji	æ j i	44	v198 c564 v191	1401	mans1258
333	Konda Mansi	drink	æji	æ j i	44	v198 c564 v191	1401	khan1273
334	Tavda Mansi	drink	æjænt	æ j æ n t	44	v198 c564 v198 c105 c118	1401	mans1258
335	Vakh Khanty	drink	liː	l iː	45	c548 v183	1401	khan1273
336	Verkhne-Kalymsk Khanty	drink	jiː	j iː	45	c564 v183	1401	khan1273
337	Vasjugan Khanty	drink	iː	iː	45	v183	1401	khan1273
338	Vartovskoje Khanty	drink	ɬiː	ɬ iː	45	c534 v183	1401	khan1273
339	Likrisovskoje Khanty	drink	θiː	θ iː	45	c413 v183	1401	khan1273
340	Malyj Jugan Khanty	drink	ɬiː	ɬ iː	45	c534 v183	1401	khan1273
341	Tremjugan Khanty	drink	jeːɲtj	j eː ɲ t j	46	c564 v202 c589 c118 c564	1401	mans1258
342	Upper Demjanka Khanty	drink	jæːɲtj	j æː ɲ t j	46	c564 v199 c589 c118 c564	1401	khan1273
343	Konda Khanty	drink	jæːɲtj	j æː ɲ t j	46	c564 v199 c589 c118 c564	1401	khan1273
344	Nizjam Khanty	drink	jaːɲsj	j aː ɲ s j	46	c564 v137 c589 c087 c564	1401	khan1273
345	Sherkaly Khanty	drink	jaːɲsj	j aː ɲ s j	46	c564 v137 c589 c087 c564	1401	khan1273
346	Kazym Khanty	drink	jaːɲsj	j aː ɲ s j	46	c564 v137 c589 c087 c564	1401	khan1273
347	Synja Khanty	drink	jiɲsj	j i ɲ s j	46	c564 v191 c589 c087 c564	1401	khan1273
348	Obdorsk Khanty	drink	jeːɲsj	j eː ɲ s j	46	c564 v202 c589 c087 c564	1401	khan1273
349	North Mansi	dry	tɔːsəm	t ɔː s ə m	47	c118 v065 c087 v155 c239	1398	mans1258
350	Middle Lozva Mansi	dry	toːʃəm	t oː ʃ ə m	47	c118 v035 c677 v155 c239	1398	mans1258
351	Lower Lozva Mansi	dry	toːʃəm	t oː ʃ ə m	47	c118 v035 c677 v155 c239	1398	
352	Pelymka Mansi	dry	toːʃəm	t oː ʃ ə m	47	c118 v035 c677 v155 c239	1398	mans1258
353	Konda Mansi	dry	toːsəm	t oː s ə m	47	c118 v035 c087 v155 c239	1398	khan1273
354	Tavda Mansi	dry	tɔʃɔm	t ɔ ʃ ɔ m	47	c118 v067 c677 v067 c239	1398	mans1258
355	Vakh Khanty	dry	pæːntəm	p æː n t ə m	48	c288 v199 c105 c118 v155 c239	1398	khan1273
356	Vasjugan Khanty	dry	pæːntəm	p æː n t ə m	48	c288 v199 c105 c118 v155 c239	1398	khan1273
357	Tremjugan Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	mans1258
358	Jugan Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	khan1273
359	Upper Demjanka Khanty	dry	soːrəm	s oː r ə m	49	c087 v035 c151 v155 c239	1398	khan1273
360	Konda Khanty	dry	soːrəm	s oː r ə m	49	c087 v035 c151 v155 c239	1398	khan1273
361	Nizjam Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	khan1273
362	Sherkaly Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	khan1273
363	Kazym Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	khan1273
364	Synja Khanty	dry	sɔːrəm	s ɔː r ə m	49	c087 v065 c151 v155 c239	1398	khan1273
365	Obdorsk Khanty	dry	saːrəm	s aː r ə m	49	c087 v137 c151 v155 c239	1398	khan1273
366	North Mansi	ear	paʎ	p a ʎ	50	c288 v130 c582	1247	mans1258
367	Middle Lozva Mansi	ear	pæʎ	p æ ʎ	50	c288 v198 c582	1247	mans1258
368	Lower Lozva Mansi	ear	pæʎ	p æ ʎ	50	c288 v198 c582	1247	
369	Pelymka Mansi	ear	pæʎ	p æ ʎ	50	c288 v198 c582	1247	mans1258
370	Konda Mansi	ear	pæʎ	p æ ʎ	50	c288 v198 c582	1247	khan1273
371	Tavda Mansi	ear	piʎ	p i ʎ	50	c288 v191 c582	1247	mans1258
372	Vakh Khanty	ear	pel	p e l	50	c288 v200 c548	1247	khan1273
373	Verkhne-Kalymsk Khanty	ear	pel	p e l	50	c288 v200 c548	1247	khan1273
374	Vasjugan Khanty	ear	pel	p e l	50	c288 v200 c548	1247	khan1273
375	Vartovskoje Khanty	ear	peɬ	p e ɬ	50	c288 v200 c534	1247	khan1273
376	Likrisovskoje Khanty	ear	peθ	p e θ	50	c288 v200 c413	1247	khan1273
377	Malyj Jugan Khanty	ear	peɬ	p e ɬ	50	c288 v200 c534	1247	khan1273
378	Tremjugan Khanty	ear	peɬ	p e ɬ	50	c288 v200 c534	1247	mans1258
379	Jugan Khanty	ear	peɬ	p e ɬ	50	c288 v200 c534	1247	khan1273
380	Upper Demjanka Khanty	ear	pet	p e t	50	c288 v200 c118	1247	khan1273
381	Konda Khanty	ear	pet	p e t	50	c288 v200 c118	1247	khan1273
382	Nizjam Khanty	ear	pat	p a t	50	c288 v130 c118	1247	khan1273
383	Sherkaly Khanty	ear	pat	p a t	50	c288 v130 c118	1247	khan1273
384	Kazym Khanty	ear	paɬ	p a ɬ	50	c288 v130 c534	1247	khan1273
385	Obdorsk Khanty	ear	pæl	p æ l	50	c288 v198 c548	1247	khan1273
386	North Mansi	earth	maː	m aː	51	c239 v137	1228	mans1258
387	Middle Lozva Mansi	earth	məː	m əː	51	c239 v004	1228	mans1258
388	Lower Lozva Mansi	earth	məː	m əː	51	c239 v004	1228	
389	Pelymka Mansi	earth	məː	m əː	51	c239 v004	1228	mans1258
390	Konda Mansi	earth	məː	m əː	51	c239 v004	1228	khan1273
391	Tavda Mansi	earth	maː	m aː	51	c239 v137	1228	mans1258
392	Vakh Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
393	Verkhne-Kalymsk Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
394	Vasjugan Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
395	Tremjugan Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	mans1258
396	Jugan Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
397	Upper Demjanka Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
398	Konda Khanty	earth	meɣ	m e ɣ	51	c239 v200 c774	1228	khan1273
399	Nizjam Khanty	earth	miɣ	m i ɣ	51	c239 v191 c774	1228	khan1273
400	Sherkaly Khanty	earth	miɣ	m i ɣ	51	c239 v191 c774	1228	khan1273
401	Kazym Khanty	earth	muw	m u w	51	c239 v027 c457	1228	khan1273
402	Synja Khanty	earth	muw	m u w	51	c239 v027 c457	1228	khan1273
403	Obdorsk Khanty	earth	muːw	m uː w	51	c239 v019 c457	1228	khan1273
404	North Mansi	eat	teːɨɣ	t eː ɨ ɣ	52	c118 v202 v116 c774	1336	mans1258
405	Middle Lozva Mansi	eat	tij	t i j	52	c118 v191 c564	1336	mans1258
406	Lower Lozva Mansi	eat	ti	t i	52	c118 v191	1336	
407	Pelymka Mansi	eat	teːi	t eː i	52	c118 v202 v191	1336	mans1258
408	Konda Mansi	eat	təɨɣ	t əi ɣ	52	c118 d035 c774	1336	khan1273
409	Tavda Mansi	eat	tæjænt	t æ j æ n t	52	c118 v198 c564 v198 c105 c118	1336	mans1258
410	Vakh Khanty	eat	liː	l iː	52	c548 v183	1336	khan1273
411	Verkhne-Kalymsk Khanty	eat	jiː	j iː	52	c564 v183	1336	khan1273
412	Vasjugan Khanty	eat	iː	iː	52	v183	1336	khan1273
413	Vartovskoje Khanty	eat	ɬiː	ɬ iː	52	c534 v183	1336	khan1273
414	Likrisovskoje Khanty	eat	θiː	θ iː	52	c413 v183	1336	khan1273
415	Malyj Jugan Khanty	eat	ɬiː	ɬ iː	52	c534 v183	1336	khan1273
416	Tremjugan Khanty	eat	ɬiː	ɬ iː	52	c534 v183	1336	mans1258
417	Jugan Khanty	eat	ɬiː	ɬ iː	52	c534 v183	1336	khan1273
418	Upper Demjanka Khanty	eat	teː	t eː	52	c118 v202	1336	khan1273
419	Konda Khanty	eat	teː	t eː	52	c118 v202	1336	khan1273
420	Nizjam Khanty	eat	teː	t eː	52	c118 v202	1336	khan1273
421	Sherkaly Khanty	eat	teː	t eː	52	c118 v202	1336	khan1273
422	Kazym Khanty	eat	ɬɛː	ɬ ɛː	52	c534 v225	1336	khan1273
423	Synja Khanty	eat	leː	l eː	52	c548 v202	1336	khan1273
424	Obdorsk Khanty	eat	liː	l iː	52	c548 v183	1336	khan1273
425	North Mansi	egg	muŋi	m u ŋ i	54	c239 v027 c795 v191	744	mans1258
426	Middle Lozva Mansi	egg	ɲæmrəχ	ɲ æ m r ə χ	-53	c589 v198 c239 c151 v155 c742	744	mans1258
427	Lower Lozva Mansi	egg	ɲamrəχ	ɲ a m r ə χ	-53	c589 v130 c239 c151 v155 c742	744	
428	Pelymka Mansi	egg	ɲɔmərtkə	ɲ ɔ m ə r t k ə	-53	c589 v067 c239 v155 c151 c118 c831 v155	744	mans1258
429	Konda Mansi	egg	moŋ	m o ŋ	54	c239 v042 c795	744	khan1273
430	Tavda Mansi	egg	ɲamərtk	ɲ a m ə r t k	-53	c589 v130 c239 v155 c151 c118 c831	744	mans1258
431	Vakh Khanty	egg	mɔːk	m ɔː k	55	c239 v065 c831	744	khan1273
432	Verkhne-Kalymsk Khanty	egg	moːk	m oː k	55	c239 v035 c831	744	khan1273
433	Vartovskoje Khanty	egg	moːk	m oː k	55	c239 v035 c831	744	khan1273
434	Likrisovskoje Khanty	egg	maːkʷ	m aː kʷ	55	c239 v137 c827	744	khan1273
435	Malyj Jugan Khanty	egg	moːk	m oː k	55	c239 v035 c831	744	khan1273
436	Tremjugan Khanty	egg	moːk	m oː k	55	c239 v035 c831	744	mans1258
437	Jugan Khanty	egg	moːk	m oː k	55	c239 v035 c831	744	khan1273
438	Upper Demjanka Khanty	egg	kæːrəmoːχ	k æː r ə m oː χ	55	c831 v199 c151 v155 c239 v035 c742	744	khan1273
439	Konda Khanty	egg	kærəmoːχ	k æ r ə m oː χ	55	c831 v198 c151 v155 c239 v035 c742	744	khan1273
440	Nizjam Khanty	egg	poʃəχ	p o ʃ ə χ	56	c288 v042 c677 v155 c742	744	khan1273
441	Sherkaly Khanty	egg	poʃəχ	p o ʃ ə χ	56	c288 v042 c677 v155 c742	744	khan1273
442	Kazym Khanty	egg	poʃəχ	p o ʃ ə χ	56	c288 v042 c677 v155 c742	744	khan1273
443	Obdorsk Khanty	egg	pasəχ	p a s ə χ	56	c288 v130 c087 v155 c742	744	khan1273
444	North Mansi	eye	sam	s a m	57	c087 v130 c239	1248	mans1258
445	Middle Lozva Mansi	eye	ʃæm	ʃ æ m	57	c677 v198 c239	1248	mans1258
446	Lower Lozva Mansi	eye	ʃæm	ʃ æ m	57	c677 v198 c239	1248	
447	Pelymka Mansi	eye	ʃæm	ʃ æ m	57	c677 v198 c239	1248	mans1258
448	Konda Mansi	eye	sæm	s æ m	57	c087 v198 c239	1248	khan1273
449	Tavda Mansi	eye	ʃəm	ʃ ə m	57	c677 v155 c239	1248	mans1258
450	Vakh Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
451	Verkhne-Kalymsk Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
452	Vasjugan Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
453	Vartovskoje Khanty	eye	sæm	s æ m	57	c087 v198 c239	1248	khan1273
454	Tremjugan Khanty	eye	sæm	s æ m	57	c087 v198 c239	1248	mans1258
455	Jugan Khanty	eye	sæm	s æ m	57	c087 v198 c239	1248	khan1273
456	Upper Demjanka Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
457	Konda Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
458	Nizjam Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
459	Sherkaly Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
460	Kazym Khanty	eye	sɛːm	s ɛː m	57	c087 v225 c239	1248	khan1273
461	Synja Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
462	Obdorsk Khanty	eye	seːm	s eː m	57	c087 v202 c239	1248	khan1273
1863	North Mansi	far	χɔsæt	χ ɔ s æ t	207	c742 v067 c087 v198 c118	1406	mans1258
1864	Middle Lozva Mansi	far	qɔsæt	q ɔ s æ t	207	c751 v067 c087 v198 c118	1406	mans1258
1865	Pelymka Mansi	far	qʷɔʃæt	qʷ ɔ ʃ æ t	207	c754 v067 c677 v198 c118	1406	mans1258
1866	Konda Mansi	far	qʷɔʃæt	qʷ ɔ ʃ æ t	207	c754 v067 c677 v198 c118	1406	khan1273
1867	Tavda Mansi	far	qoʃot	q o ʃ o t	207	c751 v042 c677 v042 c118	1406	mans1258
1868	Vakh Khanty	far	koːkkə	k oː kː ə	208	c831 v035 c825 v155	1406	khan1273
1869	Vasjugan Khanty	far	koːkkə	k oː kː ə	208	c831 v035 c825 v155	1406	khan1273
1870	Tremjugan Khanty	far	kokkə	k o kː ə	208	c831 v042 c825 v155	1406	mans1258
1871	Upper Demjanka Khanty	far	χowaː	χ o w aː	208	c742 v042 c457 v137	1406	khan1273
1872	Konda Khanty	far	χowaː	χ o w aː	208	c742 v042 c457 v137	1406	khan1273
1873	Nizjam Khanty	far	χuwaː	χ u w aː	208	c742 v027 c457 v137	1406	khan1273
1874	Kazym Khanty	far	χuwaː	χ u w aː	208	c742 v027 c457 v137	1406	khan1273
1875	Obdorsk Khanty	far	χowiː	χ o w iː	208	c742 v042 c457 v183	1406	khan1273
463	North Mansi	fat	woːj	w oː j	58	c457 v035 c564	323	mans1258
464	Middle Lozva Mansi	fat	wuoj	w uo j	58	c457 d003 c564	323	mans1258
465	Pelymka Mansi	fat	wuoj	w uo j	58	c457 d003 c564	323	mans1258
466	Konda Mansi	fat	wuoj	w uo j	58	c457 d003 c564	323	khan1273
467	Tavda Mansi	fat	wɔːj	w ɔː j	58	c457 v065 c564	323	mans1258
468	Vakh Khanty	fat	woːj	w oː j	58	c457 v035 c564	323	khan1273
469	Verkhne-Kalymsk Khanty	fat	woːj	w oː j	58	c457 v035 c564	323	khan1273
470	Vasjugan Khanty	fat	woːj	w oː j	58	c457 v035 c564	323	khan1273
471	Vartovskoje Khanty	fat	woːj	w oː j	58	c457 v035 c564	323	khan1273
472	Likrisovskoje Khanty	fat	woːj	w oː j	58	c457 v035 c564	323	khan1273
473	Malyj Jugan Khanty	fat	woj	w o j	58	c457 v042 c564	323	khan1273
474	Tremjugan Khanty	fat	woj	w o j	58	c457 v042 c564	323	mans1258
475	Jugan Khanty	fat	woj	w o j	58	c457 v042 c564	323	khan1273
476	Upper Demjanka Khanty	fat	uːj	uː j	58	v019 c564	323	khan1273
477	Konda Khanty	fat	yːj	yː j	58	v168 c564	323	khan1273
478	Nizjam Khanty	fat	saχsə	s a χ s ə	59	c087 v130 c742 c087 v155	323	khan1273
479	Sherkaly Khanty	fat	saχsə	s a χ s ə	59	c087 v130 c742 c087 v155	323	khan1273
480	Kazym Khanty	fat	woj	w o j	58	c457 v042 c564	323	khan1273
481	Synja Khanty	fat	woj	w o j	58	c457 v042 c564	323	khan1273
482	Obdorsk Khanty	fat	waj	w a j	58	c457 v130 c564	323	khan1273
483	North Mansi	feather	pun	p u n	60	c288 v027 c105	1201	mans1258
484	Middle Lozva Mansi	feather	pun	p u n	60	c288 v027 c105	1201	mans1258
485	Lower Lozva Mansi	feather	pun	p u n	60	c288 v027 c105	1201	
486	Pelymka Mansi	feather	pun	p u n	60	c288 v027 c105	1201	mans1258
487	Konda Mansi	feather	pon	p o n	60	c288 v042 c105	1201	khan1273
488	Tavda Mansi	feather	pon	p o n	60	c288 v042 c105	1201	mans1258
489	Vakh Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
490	Verkhne-Kalymsk Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
491	Vasjugan Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
492	Likrisovskoje Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
493	Malyj Jugan Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
494	Tremjugan Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	mans1258
495	Upper Demjanka Khanty	feather	pyːn	p yː n	60	c288 v168 c105	1201	khan1273
496	Konda Khanty	feather	pyːn	p yː n	60	c288 v168 c105	1201	khan1273
497	Nizjam Khanty	feather	pun	p u n	60	c288 v027 c105	1201	khan1273
498	Sherkaly Khanty	feather	pun	p u n	60	c288 v027 c105	1201	khan1273
499	Kazym Khanty	feather	pun	p u n	60	c288 v027 c105	1201	khan1273
500	Synja Khanty	feather	pun	p u n	60	c288 v027 c105	1201	khan1273
501	Obdorsk Khanty	feather	puːn	p uː n	60	c288 v019 c105	1201	khan1273
502	North Mansi	fire	uʎæ	u ʎ æ	61	v027 c582 v198	221	mans1258
503	Middle Lozva Mansi	fire	toɔt	t o t	62	c118 v042 c118	221	mans1258
504	Lower Lozva Mansi	fire	tɔːt	t ɔː t	62	c118 v065 c118	221	
505	Pelymka Mansi	fire	oɔrəsʲ	o r ə sʲ	63	v042 c151 v155 c088	221	mans1258
506	Konda Mansi	fire	tɔut	t ɔu t	62	c118 d009 c118	221	khan1273
507	Tavda Mansi	fire	tæut	t ɛu t	62	c118 d053 c118	221	mans1258
508	Vakh Khanty	fire	tœɣət	t œ ɣ ə t	62	c118 v178 c774 v155 c118	221	khan1273
509	Verkhne-Kalymsk Khanty	fire	tœɣət	t œ ɣ ə t	62	c118 v178 c774 v155 c118	221	khan1273
510	Vasjugan Khanty	fire	tœɣət	t œ ɣ ə t	62	c118 v178 c774 v155 c118	221	khan1273
511	Vartovskoje Khanty	fire	tœɣət	t œ ɣ ə t	62	c118 v178 c774 v155 c118	221	khan1273
512	Likrisovskoje Khanty	fire	teɣʷət	t e ɣʷ ə t	62	c118 v200 c782 v155 c118	221	khan1273
513	Malyj Jugan Khanty	fire	teɣʷət	t e ɣʷ ə t	62	c118 v200 c782 v155 c118	221	khan1273
514	Tremjugan Khanty	fire	teɣʷət	t e ɣʷ ə t	62	c118 v200 c782 v155 c118	221	mans1258
515	Jugan Khanty	fire	tewət	t e w ə t	62	c118 v200 c457 v155 c118	221	khan1273
516	Upper Demjanka Khanty	fire	tyːt	t yː t	62	c118 v168 c118	221	khan1273
517	Konda Khanty	fire	tyːt	t yː t	62	c118 v168 c118	221	khan1273
518	Nizjam Khanty	fire	tut	t u t	62	c118 v027 c118	221	khan1273
519	Sherkaly Khanty	fire	tut	t u t	62	c118 v027 c118	221	khan1273
520	Kazym Khanty	fire	tut	t u t	62	c118 v027 c118	221	khan1273
521	Synja Khanty	fire	tut	t u t	62	c118 v027 c118	221	khan1273
522	Obdorsk Khanty	fire	tuːt	t uː t	62	c118 v019 c118	221	khan1273
523	North Mansi	fish	χul	χ u l	64	c742 v027 c548	227	mans1258
524	Middle Lozva Mansi	fish	qul	q u l	64	c751 v027 c548	227	mans1258
525	Lower Lozva Mansi	fish	qul	q u l	64	c751 v027 c548	227	
526	Pelymka Mansi	fish	qul	q u l	64	c751 v027 c548	227	mans1258
527	Konda Mansi	fish	qul	q u l	64	c751 v027 c548	227	khan1273
528	Tavda Mansi	fish	qol	q o l	64	c751 v042 c548	227	mans1258
529	Vakh Khanty	fish	kuːl	k uː l	64	c831 v019 c548	227	khan1273
530	Verkhne-Kalymsk Khanty	fish	kuːl	k uː l	64	c831 v019 c548	227	khan1273
531	Vasjugan Khanty	fish	kuːl	k uː l	64	c831 v019 c548	227	khan1273
532	Vartovskoje Khanty	fish	kuːɬ	k uː ɬ	64	c831 v019 c534	227	khan1273
533	Likrisovskoje Khanty	fish	kuːθ	k uː θ	64	c831 v019 c413	227	khan1273
534	Malyj Jugan Khanty	fish	kuːɬ	k uː ɬ	64	c831 v019 c534	227	khan1273
535	Tremjugan Khanty	fish	kuːɬ	k uː ɬ	64	c831 v019 c534	227	mans1258
536	Jugan Khanty	fish	kuːɬ	k uː ɬ	64	c831 v019 c534	227	khan1273
537	Upper Demjanka Khanty	fish	χuːtj	χ uː t j	64	c742 v019 c118 c564	227	khan1273
538	Konda Khanty	fish	χuːtj	χ uː t j	64	c742 v019 c118 c564	227	khan1273
539	Nizjam Khanty	fish	χut	χ u t	64	c742 v027 c118	227	khan1273
540	Sherkaly Khanty	fish	χut	χ u t	64	c742 v027 c118	227	khan1273
541	Kazym Khanty	fish	χuɬ	χ u ɬ	64	c742 v027 c534	227	khan1273
542	Synja Khanty	fish	χul	χ u l	64	c742 v027 c548	227	khan1273
543	Obdorsk Khanty	fish	χuːl	χ uː l	64	c742 v019 c548	227	khan1273
544	North Mansi	fly	tɨːli	t ɨː l i	65	c118 v109 c548 v191	1441	mans1258
