language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
Ibanag	ibg	intestines	1991	16	sinay	1	
Ibanag	ibg	painful, sick	2103	160	mataki-c	1	
Ibanag	ibg	shy, ashamed	487	161	minappasiran	24	
Ibanag	ibg	old	1229	162	bako-c	20	lakay 20
Ibanag	ibg	new	1231	163	bagu	1	
Ibanag	ibg	good	1035	164	mapya	1	
Ibanag	ibg	bad, evil	1292	165	marake-c	1	
Ibanag	ibg	night	1233	167	gabi	21	
Ibanag	ibg	day	1225	168	aggaw	1	
Ibanag	ibg	year	1226	169	dagun	1	
Ibanag	ibg	liver	1224	17	agal	16	
Ibanag	ibg	to hide	602	171	mangitagu	13	
Ibanag	ibg	to climb	1102	172	makkalay	17?	
Ibanag	ibg	at	1461	173	ta	2?	
Ibanag	ibg	in, inside	1606	174	unag	16	
Ibanag	ibg	below	1485	176	gukag	30	
Ibanag	ibg	near	1942	179	aranni	1	
Ibanag	ibg	breast	1402	18	susu-	1	
Ibanag	ibg	far	1406	180	arayyu	25	
Ibanag	ibg	where?	1237	181	sitaw	27	
Ibanag	ibg	I	1209	182	so-c	1	
Ibanag	ibg	thou	1215	183	sikaw	1	
Ibanag	ibg	he/she	262	184	yayya	1	
Ibanag	ibg	we	1212	185	sittam	1	sikami 2
Ibanag	ibg	they	817	187	ira	1	
Ibanag	ibg	what?	1236	188	anni	2	
Ibanag	ibg	who?	1235	189	sinni	14	
Ibanag	ibg	shoulder	1482	19	abage	1	
Ibanag	ibg	other	197	190	karwan	31	tanakwan 32
Ibanag	ibg	all	98	191	ngamin	1	
Ibanag	ibg	if	1459	193	nu	2	
Ibanag	ibg	no, not	1269	195	ari	1	
Ibanag	ibg	to count	1420	196	mabbilang	1	
Ibanag	ibg	One	1493	197	tadday	22	
Ibanag	ibg	Two	1498	198	duwa	1	
Ibanag	ibg	Three	492	199	tallu	1	
Ibanag	ibg	left	244	2	zimigui	35	
Ibanag	ibg	to know, be knowledgeable	1410	20	macammu-c	28	
Ibanag	ibg	Four	1500	200	appa-c	1	
Ibanag	ibg	Five	493	201	lima	1	
Ibanag	ibg	Six	1703	202	annam	1	
Ibanag	ibg	Seven	1704	203	pitu	1	
Ibanag	ibg	Eight	1705	204	walu	3	
Ibanag	ibg	Nine	1483	205	siyam	9	
Ibanag	ibg	Ten	1515	206	mafulo	5	
Ibanag	ibg	Fifty	1717	208	limafulo	1,  2	
Ibanag	ibg	One Hundred	1634	209	magatu	4	
Ibanag	ibg	to think	2271	21	mappanono-c	70	
Ibanag	ibg	to fear	1419	22	maganas-sing	35	
Ibanag	ibg	blood	946	23	daga	1	
Ibanag	ibg	head	1256	24	ulu-c	1	
Ibanag	ibg	hair	1040	26	vu-c	1	
Ibanag	ibg	nose	1221	27	igung	1	
Ibanag	ibg	right	1019	3	ziwanan	1	
Ibanag	ibg	mouth	674	30	simu-c	33	
Ibanag	ibg	tooth	1380	31	ngipan	1	
Ibanag	ibg	tongue	1205	32	zila	4	
Ibanag	ibg	to cry	1839	34	mattangi-c	1	
Ibanag	ibg	to vomit	1278	35	maguta	1	
Ibanag	ibg	to spit	1440	36	mal-lusak	1	
Ibanag	ibg	to eat	1336	37	kuman	1	
Ibanag	ibg	to chew	321	38	mangngang-ngo-c	1	
Ibanag	ibg	to cook	1100	39	mallutu	20	
Ibanag	ibg	leg/foot	2098	4	tac-ci	70	
Ibanag	ibg	to drink	1401	40	uminum	1	
Ibanag	ibg	to bite	1403	41	maccaga-c	1	
Ibanag	ibg	to suck	1421	42	sús-súp-pán	1	
Ibanag	ibg	ear	1247	43	talinga	1	
Ibanag	ibg	to hear	1408	44	magginna	14	
Ibanag	ibg	eye	1248	45	mata	1	
Ibanag	ibg	to see	1409	46	massingan	33	
Ibanag	ibg	to sleep	1585	48	mae-catrug	1	
Ibanag	ibg	to lie down	1411	49	magidda	19	
Ibanag	ibg	to walk	1443	5	mal-lacag	40	
Ibanag	ibg	to dream	1920	50	mattatageno-c	30	
Ibanag	ibg	to sit	1416	51	magitubang	1	
Ibanag	ibg	to stand	1442	52	tumaddag	22	
Ibanag	ibg	person/human being	683	53	tolay	31	
Ibanag	ibg	man/male	1554	54	lalaki	2	
Ibanag	ibg	woman/female	962	55	babay	1	
Ibanag	ibg	child	2099	56	abbing	21	
Ibanag	ibg	husband	1200	57	atawa	2	
Ibanag	ibg	wife	1199	58	atawa	1	
Ibanag	ibg	mother	1216	59	yena	1	
Ibanag	ibg	road/path	667	6	dalan	1	
Ibanag	ibg	father	1217	60	yama	1	
Ibanag	ibg	house	1252	61	balay	14	
Ibanag	ibg	thatch/roof	2100	62	ato-c	1	
Ibanag	ibg	name	1405	63	ngagan	1	
Ibanag	ibg	to say	1458	64	mac-cagui	1?	
Ibanag	ibg	rope	1218	65	lubig	21	
Ibanag	ibg	to sew	1457	67	maddague-c	36	
Ibanag	ibg	needle	1382	68	dagum	1	
Ibanag	ibg	to hunt	1435	69	manga-nù-c	1	
Ibanag	ibg	to come	1446	7	umaranni	1?	
Ibanag	ibg	to shoot	1172	70	mappana	1	
Ibanag	ibg	to stab, pierce	1434	71	madduddug	41	
Ibanag	ibg	to hit	1433	72	mappalu-c	1	
Ibanag	ibg	to steal	713	73	maccoco-c	25	
Ibanag	ibg	to kill	1417	74	mappatay	22	
Ibanag	ibg	to die, be dead	1494	75	matay	1	
Ibanag	ibg	sharp	1396	81	matarám	1	
Ibanag	ibg	dull, blunt	379	82	mangurál	43	
Ibanag	ibg	to work	1086	83	mat-trabaho	34	%mat-trabaho
Ibanag	ibg	to plant	1486	84	mammula	1	
Ibanag	ibg	to choose	1750	85	mappili	1	
Ibanag	ibg	to grow	479	86	mattuvu	1	
Ibanag	ibg	to swell	1573	87	mabbago	1?	
Ibanag	ibg	to dig	1418	90	macc-co-cco-c	13	
Ibanag	ibg	to buy	1869	91	maggatang	21	
Ibanag	ibg	to open, uncover	1156	92	mavvuca-c	1	
Ibanag	ibg	to pound, beat	354	93	mabbayu	1	
Ibanag	ibg	to fall	1280	95	madan-na	54	
Ibanag	ibg	dog	2009	96	kitu	49	
Ibanag	ibg	bird	937	97	mamanu-c	1	
Ibanag	ibg	egg	744	98	illug	24	
Ibanag	ibg	feather	1201	99	duddu-c	15	
Lakalai	nak	hand	1277	1	lima	1	
Lakalai	nak	dirty	1230	10	mumugu	18	
Lakalai	nak	wing	1257	100	palapala	17	
Lakalai	nak	to fly	1441	101	lovo	1	
Lakalai	nak	rat	1490	102	kusuke	3	
Lakalai	nak	meat/flesh	634	103	maili	20	
Lakalai	nak	fat/grease	1282	104	molamola	1	
Lakalai	nak	tail	1220	105	kiu	1	
Lakalai	nak	louse	1392	108	utu	1	
Lakalai	nak	mosquito	1509	109	lamo	1	
Lakalai	nak	dust	2	11	magasa-pupusi	10	
Lakalai	nak	spider	843	110	kamimisi	14	
Lakalai	nak	fish	227	111	ia	1	
Lakalai	nak	rotten	1728	112	mavulu	1	parara 13; pusa 9
Lakalai	nak	branch	1531	113	halala	1	
Lakalai	nak	leaf	628	114	galalau	1,  15	
Lakalai	nak	root	670	115	ua	7	
Lakalai	nak	flower	239	116	sesee	16	
Lakalai	nak	fruit	1507	117	vavua	1	
Lakalai	nak	earth/soil	1228	119	magasa	17	
Lakalai	nak	skin	763	12	kulikuli	1	vovo 13
Lakalai	nak	stone	857	120	uati	1	
Lakalai	nak	sand	671	121	magasa-la-mago	14	
Lakalai	nak	water	948	122	lalu	8	
Lakalai	nak	to flow	2003	123	sali	24	
Lakalai	nak	sea	1474	124	mago	16	
Lakalai	nak	salt	1274	125	mimila	9	
Lakalai	nak	woods/forest	420	127	tibulu	19	
Lakalai	nak	sky	1732	128	lagi	1	lage 1
Lakalai	nak	moon	1313	129	taio	10	
Lakalai	nak	back	1291	13	poga	19	poke 19
Lakalai	nak	star	1430	130	matatabu	15	
Lakalai	nak	cloud	1489	131	gauku	20?	
Lakalai	nak	fog	249	132	gauku	14	veto 21
Lakalai	nak	rain	658	133	hura	1	
Lakalai	nak	lightning	1654	135	sima	15	meme 37
Lakalai	nak	wind	960	136	lolovi	17	
Lakalai	nak	to blow	175	137	vai	19	vahi 19
Lakalai	nak	warm	1232	138	tivura	17	
Lakalai	nak	cold	1287	139	maigi	1	
Lakalai	nak	belly	1251	14	tia	1	
Lakalai	nak	dry	1398	140	tagara	35	masaga 11
Lakalai	nak	wet	1726	141	beta	18	
Lakalai	nak	heavy	1210	142	tikumu	16	
Lakalai	nak	fire	221	143	havi	1	
Lakalai	nak	smoke	778	145	sosobu	17	
Lakalai	nak	ash	646	146	buburo	14	
Lakalai	nak	black	163	147	kuru	14	parakuru 14
Lakalai	nak	white	1335	148	kakea	20	
Lakalai	nak	red	156	149	magegese	23	
Lakalai	nak	bone	1394	15	tuha	10	
Lakalai	nak	yellow	1424	150	ialalo	18	
Lakalai	nak	small	1246	152	bisi	14	
Lakalai	nak	big	1202	153	uru	17	
Lakalai	nak	short	1645	154	boboto	9	
Lakalai	nak	long	1203	155	malau	12	
Lakalai	nak	narrow	1267	158	bisi	31	kapilikia 1
Lakalai	nak	intestines	1991	16	tamusi	18	
Lakalai	nak	shy, ashamed	487	161	mahela	1	
Lakalai	nak	old	1229	162	uru	16	
Lakalai	nak	new	1231	163	halaba	9	
Lakalai	nak	good	1035	164	taritigi	24	tigi 24
Lakalai	nak	bad, evil	1292	165	kama kokora	15	
Lakalai	nak	night	1233	167	logo	11	
Lakalai	nak	day	1225	168	haro	5	
Lakalai	nak	year	1226	169	leavala	12	
Lakalai	nak	liver	1224	17	hate	1	
Lakalai	nak	when?	1238	170	gaisa	1	alisa 1; alaisa 1
Lakalai	nak	to hide	602	171	tari-kokovu	10	
Lakalai	nak	at	1461	173	oio te	10	
Lakalai	nak	in, inside	1606	174	o-ilo	1	
Lakalai	nak	above	1741	175	o-ata	1	
Lakalai	nak	below	1485	176	o-talo	15	
Lakalai	nak	this	1214	177	-le	9	ale 9
Lakalai	nak	that	78	178	aleo	18	
Lakalai	nak	near	1942	179	hagavi	19	
Lakalai	nak	breast	1402	18	susu	1	
Lakalai	nak	far	1406	180	malau	43	
Lakalai	nak	where?	1237	181	o-ve	10	oio-ve 10
Lakalai	nak	I	1209	182	ŋa	12	ŋa (eau)
Lakalai	nak	thou	1215	183	eme	8	
Lakalai	nak	he/she	262	184	eia	1	
Lakalai	nak	we	1212	185	etatou	2	amiteu 2
Lakalai	nak	you	1213	186	amutou	1	
Lakalai	nak	they	817	187	egiteu	8	
Lakalai	nak	what?	1236	188	-rova	28	(la)-rova; lava 1
Lakalai	nak	who?	1235	189	ere	1	ere(i)
Lakalai	nak	shoulder	1482	19	pala	1	belo 26
Lakalai	nak	other	197	190	isapolo	9	
Lakalai	nak	all	98	191	tomi	18	
Lakalai	nak	and	1577	192	me	2	
Lakalai	nak	how?	1239	194	mave	17	
Lakalai	nak	no, not	1269	195	ouka	49	ka(ma) 19
Lakalai	nak	to count	1420	196	gigi	17	
Lakalai	nak	One	1493	197	-saa	1	-sasa 1
Lakalai	nak	Two	1498	198	-lua	1	
Lakalai	nak	Three	492	199	-tolu	1	
Lakalai	nak	left	244	2	meru	18	
Lakalai	nak	to know, be knowledgeable	1410	20	rovi	21	
Lakalai	nak	Four	1500	200	-vaa	1	
Lakalai	nak	to think	2271	21	gabutatala	19	
Lakalai	nak	to fear	1419	22	taga	12	matau 1
Lakalai	nak	blood	946	23	kasoso	11	
Lakalai	nak	head	1256	24	gama	22	
Lakalai	nak	neck	1333	25	loho	28	
Lakalai	nak	hair	1040	26	ivu	13	
Lakalai	nak	nose	1221	27	maisu	1	
Lakalai	nak	to breathe	1407	28	lalahate	21	
Lakalai	nak	to sniff, smell	375	29	aso	1	
Lakalai	nak	mouth	674	30	hare	15	
Lakalai	nak	tooth	1380	31	livo	1	
Lakalai	nak	tongue	1205	32	kalamea	7,  14	
Lakalai	nak	to laugh	1355	33	lege	20	
Lakalai	nak	to cry	1839	34	tali	1	
Lakalai	nak	to vomit	1278	35	kalalua	8	
Lakalai	nak	to eat	1336	37	ani	1	
Lakalai	nak	to chew	321	38	gari	12	
Lakalai	nak	to cook	1100	39	gutu	15	
Lakalai	nak	leg/foot	2098	4	vaha	20	
Lakalai	nak	to drink	1401	40	liu	1	
Lakalai	nak	to bite	1403	41	ala	1	tolo 24; koro 24
Lakalai	nak	to suck	1421	42	susu	25	
Lakalai	nak	ear	1247	43	gavusa	7	
Lakalai	nak	to hear	1408	44	lolo	1,  36	
Lakalai	nak	eye	1248	45	mata	1	
Lakalai	nak	to see	1409	46	hilo	18	
Lakalai	nak	to yawn	1028	47	tolomaha	1	
Lakalai	nak	to sleep	1585	48	mavuta	15	
Lakalai	nak	to walk	1443	5	tuga	13	
Lakalai	nak	to dream	1920	50	tagabara	16	
Lakalai	nak	to sit	1416	51	pou	24	
Lakalai	nak	to stand	1442	52	magiri	1	
Lakalai	nak	person/human being	683	53	tau	1	
Lakalai	nak	man/male	1554	54	tahalo	18	hatamale 1?,  46
Lakalai	nak	woman/female	962	55	tavile	1,  35	hatavile 1,  35
Lakalai	nak	child	2099	56	guliliki	13	
Lakalai	nak	husband	1200	57	harua	2	
Lakalai	nak	wife	1199	58	rutu	16	
Lakalai	nak	mother	1216	59	tila	1	
Lakalai	nak	road/path	667	6	gauru	9	
Lakalai	nak	father	1217	60	tama	1	
Lakalai	nak	house	1252	61	luma	1	
Lakalai	nak	thatch/roof	2100	62	varu	14	ivu 32
Lakalai	nak	name	1405	63	isa	1,  66	
Lakalai	nak	to say	1458	64	vei	13	
Lakalai	nak	rope	1218	65	mota	13	
Lakalai	nak	to tie up, fasten	1094	66	kisi	20	
Lakalai	nak	to sew	1457	67	sahi	2	
Lakalai	nak	needle	1382	68	salu	1	
Lakalai	nak	to hunt	1435	69	vamusi	20	
Lakalai	nak	to come	1446	7	go-mai	1	
Lakalai	nak	to hit	1433	72	kue	20	
Lakalai	nak	to steal	713	73	pakali	14	
Lakalai	nak	to kill	1417	74	bili	19	
Lakalai	nak	to die, be dead	1494	75	peho	7	
Lakalai	nak	to scratch	1436	77	kasi	5	
Lakalai	nak	to cut, hack	1432	78	vari	13?	tolo 28
Lakalai	nak	to turn	1588	8	vulo	33	
Lakalai	nak	to split	1437	80	sulu	38	
Lakalai	nak	sharp	1396	81	kara	69	mata 36
Lakalai	nak	to work	1086	83	igo-golu	18	
Lakalai	nak	to plant	1486	84	galu	14	
Lakalai	nak	to grow	479	86	tubu	1	
Lakalai	nak	to swell	1573	87	sogo	15	buku 42
Lakalai	nak	to squeeze	1414	88	bebe	21	
Lakalai	nak	to hold	1448	89	abi	23	sau 20
Lakalai	nak	to swim	1439	9	puru	13	
Lakalai	nak	to dig	1418	90	oli	1	
Lakalai	nak	to buy	1869	91	loto	16	
Lakalai	nak	to open, uncover	1156	92	kope	16	
Lakalai	nak	to pound, beat	354	93	katu	17	
Lakalai	nak	to throw	1456	94	pigi	39	laba 16
Lakalai	nak	dog	2009	96	paia	14	
Lakalai	nak	bird	937	97	malu	1	
Lakalai	nak	egg	744	98	hatotolu	1	
Lakalai	nak	feather	1201	99	ivu	1	kokoma 10
Kove	kvc	hand	1277	1	nima	1	lima 1
Kove	kvc	to fly	1441	101	hoho	1	
Kove	kvc	rat	1490	102	kuruke	3	
Kove	kvc	meat/flesh	634	103	meramera	21	
Kove	kvc	fat/grease	1282	104	mona	1	
Kove	kvc	tail	1220	105	hihiu	1	
Kove	kvc	snake	730	106	mota	12	
Kove	kvc	worm (earthworm)	1219	107	motamota	10	
Kove	kvc	louse	1392	108	tuma	3	
Kove	kvc	mosquito	1509	109	makinikini	47	
Kove	kvc	dust	2	11	kahu	1	
Kove	kvc	fish	227	111	iha	1	
Kove	kvc	rotten	1728	112	vusa	9	vura 9
Kove	kvc	leaf	628	114	laulau	1	launi 1
Kove	kvc	flower	239	116	puhu	26?	
Kove	kvc	earth/soil	1228	119	tano	1	
Kove	kvc	skin	763	12	kulikuli	1	tini 31
Kove	kvc	stone	857	120	patu	1	
Kove	kvc	water	948	122	eau	21	
Kove	kvc	to flow	2003	123	silele	16?	
Kove	kvc	sea	1474	124	tari	1	
Kove	kvc	moon	1313	129	taiko	10	
Kove	kvc	cloud	1489	131	vuvuhi	21	bubu 21
Kove	kvc	fog	249	132	ɣauɣau	15	
Kove	kvc	lightning	1654	135	pelaka	28	
Kove	kvc	wind	960	136	namule	44	%namule
Kove	kvc	warm	1232	138	wanawana	1	
Kove	kvc	belly	1251	14	apo	2	
Kove	kvc	dry	1398	140	mamasa	11	
Kove	kvc	heavy	1210	142	ai uha tau	15?	
Kove	kvc	fire	221	143	eai	1	
Kove	kvc	to burn	2102	144	ani	27	
Kove	kvc	smoke	778	145	vosu	2	
Kove	kvc	red	156	149	siŋisiŋia	50	
Kove	kvc	bone	1394	15	tuatua	10	
Kove	kvc	yellow	1424	150	eaŋoeaŋo	9	
Kove	kvc	green	1425	151	vivihiŋa	21	
Kove	kvc	thin	1400	156	manipinipi	1	
Kove	kvc	thick	1244	157	matolutolu	3	
Kove	kvc	intestines	1991	16	moɣali	19	
Kove	kvc	shy, ashamed	487	161	mamaia	1	
Kove	kvc	new	1231	163	pau	1	
Kove	kvc	bad, evil	1292	165	sasi	1?	
Kove	kvc	correct, true	1725	166	tutui	6	
Kove	kvc	night	1233	167	voŋi	1	
Kove	kvc	day	1225	168	waro	5	
Kove	kvc	liver	1224	17	atete	1	ate(a)te
Kove	kvc	in, inside	1606	174	ai lolo	1	
Kove	kvc	breast	1402	18	turu	1	
Kove	kvc	I	1209	182	eiau	1	
Kove	kvc	thou	1215	183	u	1?	u(veau)
Kove	kvc	he/she	262	184	i	1	i(veai)
Kove	kvc	we	1212	185	ta	1	ta(ita)
Kove	kvc	you	1213	186	ami	13	ami(amiu)
Kove	kvc	they	817	187	si pana	1?	si asiri 1?
Kove	kvc	what?	1236	188	saua	1	
Kove	kvc	who?	1235	189	sei	1	
Kove	kvc	shoulder	1482	19	wala	1	
Kove	kvc	and	1577	192	ɣa	2?	
Kove	kvc	to count	1420	196	ware	41	
Kove	kvc	Two	1498	198	hua	1	
Kove	kvc	Three	492	199	tolu	1	
Kove	kvc	left	244	2	ɣaɣala	14	
Kove	kvc	to know, be knowledgeable	1410	20	atai	35	
Kove	kvc	Four	1500	200	paŋe	4	
Kove	kvc	Five	493	201	lima	1	
Kove	kvc	Ten	1515	206	sanga ulu	5	
Kove	kvc	Twenty	1710	207	sanga uluhua	3,  6	
Kove	kvc	to fear	1419	22	matauri	1	
Kove	kvc	hair	1040	26	launi	40	
Kove	kvc	nose	1221	27	nuru	27	
Kove	kvc	to breathe	1407	28	uhu	45	
Kove	kvc	right	1019	3	tau	5	
Kove	kvc	mouth	674	30	awa	36	
Kove	kvc	tooth	1380	31	luo	1	
Kove	kvc	tongue	1205	32	mae	7	
Kove	kvc	to laugh	1355	33	ŋiŋi	17	
Kove	kvc	to cry	1839	34	taŋi	1	
Kove	kvc	to vomit	1278	35	lua	8	
Kove	kvc	to eat	1336	37	ali	1	ani 1
Kove	kvc	to chew	321	38	ŋau	8	
Kove	kvc	leg/foot	2098	4	ahe	1	
Kove	kvc	to drink	1401	40	unu	1	
Kove	kvc	to suck	1421	42	ruru	25	
Kove	kvc	ear	1247	43	taliŋa	1	
Kove	kvc	to hear	1408	44	loŋo-ni	1,  36	
Kove	kvc	eye	1248	45	mata	1	
Kove	kvc	to sleep	1585	48	eno	8	
Kove	kvc	to lie down	1411	49	eno	1	
Kove	kvc	to walk	1443	5	lalao	1	
Kove	kvc	man/male	1554	54	tamone	17	
Kove	kvc	woman/female	962	55	tamine	1,  35	
Kove	kvc	husband	1200	57	aroa	2	
Kove	kvc	wife	1199	58	aroa	1	
Kove	kvc	mother	1216	59	tina	1	
Kove	kvc	father	1217	60	tama	1	
Kove	kvc	house	1252	61	luma	1	
Kove	kvc	thatch/roof	2100	62	usu	21	
Kove	kvc	to say	1458	64	vaɣa	30?	varo 30?
Kove	kvc	rope	1218	65	waho	2	
Kove	kvc	needle	1382	68	salumu	1	
Kove	kvc	to hunt	1435	69	paŋo	16	
Kove	kvc	to come	1446	7	nama	1	
Kove	kvc	to hit	1433	72	hau	60	
Kove	kvc	to steal	713	73	panaho	1	
Kove	kvc	to kill	1417	74	hau ɣa i mate	49,  2	
Kove	kvc	to die, be dead	1494	75	mate	1	
Kove	kvc	to live, be alive	1422	76	mororo	42	
Kove	kvc	to scratch	1436	77	kaho	55	
Kove	kvc	to split	1437	80	pala	1	
Kove	kvc	to grow	479	86	tuvu	1	
Kove	kvc	to squeeze	1414	88	vivi	21	
Kove	kvc	to hold	1448	89	kisi	21	
Kove	kvc	to dig	1418	90	sale	10	
Kove	kvc	to buy	1869	91	oli	1	
Kove	kvc	bird	937	97	manu	1	
Sunda	sun	dirty	1230	10	kotor	31	
Sunda	sun	rat	1490	102	beurit	25?	
Sunda	sun	meat/flesh	634	103	daging	26	
Sunda	sun	fat/grease	1282	104	gajih	25	%gajih
Sunda	sun	tail	1220	105	buntot	16	%buntot
Sunda	sun	snake	730	106	oray	2	
Sunda	sun	worm (earthworm)	1219	107	caciŋ	23	
Sunda	sun	louse	1392	108	kutu	1	
Sunda	sun	mosquito	1509	109	reungit	21	
Sunda	sun	spider	843	110	lancah	1	
Sunda	sun	fish	227	111	lauk	14	
Sunda	sun	rotten	1728	112	buruk	1	
Sunda	sun	branch	1531	113	dahan	1	
Sunda	sun	leaf	628	114	daun	1	
Sunda	sun	root	670	115	akar	2	
Sunda	sun	flower	239	116	kembang	21	%kembang
Sunda	sun	fruit	1507	117	bubuahan	1	
Sunda	sun	grass	606	118	jukut	2?	
Sunda	sun	earth/soil	1228	119	taneuh	1	
Sunda	sun	skin	763	12	kulit	1	
Sunda	sun	stone	857	120	batu	1	
Sunda	sun	sand	671	121	keusik	24?	
Sunda	sun	water	948	122	cai	2	
Sunda	sun	to flow	2003	123	ngalir	1	
Sunda	sun	sea	1474	124	laut	6	
Sunda	sun	salt	1274	125	uyah	15	%uyah
Sunda	sun	sky	1732	128	langit	1	
Sunda	sun	moon	1313	129	bulan	1	
Sunda	sun	star	1430	130	bentang	1	
Sunda	sun	rain	658	133	hujan	1	
Sunda	sun	thunder	1150	134	guludug	2	
Sunda	sun	lightning	1654	135	gelap	1	
Sunda	sun	wind	960	136	angin	1	
Sunda	sun	to blow	175	137	niup	1	
Sunda	sun	warm	1232	138	panas	1	
Sunda	sun	cold	1287	139	tiis	44	
Sunda	sun	belly	1251	14	beuteung	29	
Sunda	sun	dry	1398	140	garing	22	%garing
Sunda	sun	wet	1726	141	baseuh	1	
Sunda	sun	heavy	1210	142	beurat	1	
Sunda	sun	smoke	778	145	haseup	49	
Sunda	sun	ash	646	146	lebu	1?	
Sunda	sun	black	163	147	hideung	1?	
Sunda	sun	bone	1394	15	tulang	1	
Sunda	sun	yellow	1424	150	koneng	1	
Sunda	sun	green	1425	151	hejo	25	
Sunda	sun	big	1202	153	gede	27	%gede
Sunda	sun	short	1645	154	pondok	1	pendek 68
Sunda	sun	long	1203	155	panjang	24	
Sunda	sun	thin	1400	156	ipis	1	
Sunda	sun	thick	1244	157	kandel	1	%kandel
Sunda	sun	intestines	1991	16	peujit	23?	
Sunda	sun	painful, sick	2103	160	gering	29	
Sunda	sun	new	1231	163	anyar	16	%anyar
Sunda	sun	bad, evil	1292	165	jahat	1	
Sunda	sun	correct, true	1725	166	bener	1	
Sunda	sun	night	1233	167	peuting	47	
Sunda	sun	year	1226	169	taun	1	
Sunda	sun	liver	1224	17	hate	1	
Sunda	sun	when?	1238	170	iraha	1?	
Sunda	sun	to climb	1102	172	naek	1	
Sunda	sun	at	1461	173	di	20	
Sunda	sun	that	78	178	eta	16	
Sunda	sun	near	1942	179	deukeut	28	
Sunda	sun	breast	1402	18	susu	1	
Sunda	sun	far	1406	180	jauh	1	
Sunda	sun	where?	1237	181	dimana	20	
Sunda	sun	what?	1236	188	naon	2?	
Sunda	sun	who?	1235	189	saha	12	
Sunda	sun	other	197	190	lain	2	
Sunda	sun	all	98	191	kabeh	31	%kabeh
Sunda	sun	if	1459	193	lamun	10	
Sunda	sun	to count	1420	196	ngitung	31	
Sunda	sun	Two	1498	198	dua	1	
Sunda	sun	Three	492	199	tilu	1	
Sunda	sun	left	244	2	kenca	27	%kenca
Sunda	sun	Four	1500	200	opat	1	
Sunda	sun	Five	493	201	lima	1	
Sunda	sun	Seven	1704	203	tujuh	4	
Sunda	sun	Eight	1705	204	dalapan	4	
Sunda	sun	Ten	1515	206	sapuluh	5	
Sunda	sun	Twenty	1710	207	dua puluh	3,  6	
Sunda	sun	to think	2271	21	mikir	22	%mikir
Sunda	sun	blood	946	23	getih	18	%getih
Sunda	sun	head	1256	24	sirah	31	%sirah
Sunda	sun	hair	1040	26	rambut	20	buuk 1
Sunda	sun	nose	1221	27	irung	1	
Sunda	sun	to sniff, smell	375	29	nyium	20	
Sunda	sun	right	1019	3	katuhu	5	
Sunda	sun	tooth	1380	31	huntu	18	%huntu
Sunda	sun	tongue	1205	32	letah	4,  31	
Sunda	sun	to cry	1839	34	nangis	1	
Sunda	sun	to vomit	1278	35	utah	1	
Sunda	sun	to eat	1336	37	dahar	11	%dahar
Sunda	sun	to cook	1100	39	masak	19	
Sunda	sun	leg/foot	2098	4	kaki	1,  32	
Sunda	sun	to drink	1401	40	nginum	1	
Sunda	sun	to suck	1421	42	nyeuseup	1	
Sunda	sun	ear	1247	43	ceuli	12	
Sunda	sun	to hear	1408	44	ngadenge	1	
Sunda	sun	to see	1409	46	nenjo	36	
Sunda	sun	to sleep	1585	48	sáre	26	
Sunda	sun	to lie down	1411	49	ngagoler	24	
Sunda	sun	to walk	1443	5	leumpang	43	
Sunda	sun	to dream	1920	50	ngimpi	1	
Sunda	sun	to sit	1416	51	diuk	35?	
Sunda	sun	person/human being	683	53	jelema	16	
Sunda	sun	man/male	1554	54	lalaki	2	
Sunda	sun	woman/female	962	55	awewe	33?	
Sunda	sun	child	2099	56	budak	20?	
Sunda	sun	husband	1200	57	salaki	28	
Sunda	sun	mother	1216	59	indung	10	
Sunda	sun	road/path	667	6	jalan	1	
Sunda	sun	father	1217	60	bapa	5	
Sunda	sun	house	1252	61	imah	1	
Sunda	sun	thatch/roof	2100	62	hateup	1	
Sunda	sun	name	1405	63	ngaran	1	
Sunda	sun	to say	1458	64	ngomong	25	
Sunda	sun	rope	1218	65	tali	1	
Sunda	sun	to tie up, fasten	1094	66	meungkeut	1	
Sunda	sun	needle	1382	68	jɘrum	1	
Sunda	sun	to come	1446	7	datang	14	
Sunda	sun	to shoot	1172	70	ngabedil	9	%ngabedil
Sunda	sun	to die, be dead	1494	75	paèh	1	
Sunda	sun	to live, be alive	1422	76	hirup	1	
Sunda	sun	to scratch	1436	77	ngagaro	1	
Sunda	sun	to cut, hack	1432	78	motong	49	
Sunda	sun	stick/wood	1295	79	kai	1	
Sunda	sun	to turn	1588	8	méngkol	30	
Sunda	sun	to split	1437	80	meulah	1	
Sunda	sun	to work	1086	83	digawe	21?	
Sunda	sun	to choose	1750	85	milih	1	
Sunda	sun	to grow	479	86	tuwuh	1	
Sunda	sun	to swell	1573	87	bareuh	1	
Sunda	sun	to squeeze	1414	88	meres	1	%meres
Sunda	sun	to hold	1448	89	nyekel	31	%nyekel
Sunda	sun	to swim	1439	9	ngojay	1	
Sunda	sun	to dig	1418	90	ngali	1	
Sunda	sun	to buy	1869	91	meuli	1	
Sunda	sun	to open, uncover	1156	92	mukɘ	1	
Sunda	sun	to pound, beat	354	93	nutu	20	
Sunda	sun	dog	2009	96	anjing	27	
Sunda	sun	bird	937	97	manuk	1	
Sunda	sun	egg	744	98	endog	20	%endog
Sunda	sun	feather	1201	99	bulu	1	
