language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Central Amis		head	1256	1256	fuŋoh	530	f u ŋ o h
Chamorro		head	1256	1256	ulu	442	u l u
Banoni		head	1256	1256	tope	2616	t o p e
Singhi		head	1256	1256	bak	2753	b a k
Banggi		head	1256	1256	ulu	442	u l u
Maloh		heavy	1210	1210	borat	388	b o r a t
Merina_Malagasy		heavy	1210	1210	mavésatra	388	m a v e s a t r a
Thao		heavy	1210	1210	mabric	-388	m a b r i c
Palauan		heavy	1210	1210	oberéod	-388	o b e r e o d
Tunjung		heavy	1210	1210	bahat	388	b a h a t
Bare'e		heavy	1210	1210	matomo	1536	m a t o m o
Iban		heavy	1210	1210	berat	388	b e r a t
Berawan_Long_Terawan		heavy	1210	1210	bəkːəiʔ	388	b ə kː ə i ʔ
Moken		heavy	1210	1210	baʔaːt	388	b a ʔ aː t
Hanunoo		heavy	1210	1210	mabujat	388	m a b u j a t
Wuna		heavy	1210	1210	nobie	622	n o b i e
Tetum		heavy	1210	1210	todan	1915	t o d a n
Mailu		heavy	1210	1210	urumu	2040	u r u m u
Tsou		heavy	1210	1210	ecbʉ́hʉ	2193	e c b ʉ h ʉ
Nias		heavy	1210	1210	abua	388	a b u a
Central Amis		heavy	1210	1210	karteŋ	2455	k a r t e ŋ
Central Amis		heavy	1210	1210	karteŋ	2456	k a r t e ŋ
Chamorro		heavy	1210	1210	makːat	388	m a kː a t
Banoni		heavy	1210	1210	papataŋa	767	p a p a t a ŋ a
Singhi		heavy	1210	1210	baːt	388	b aː t
Banggi		heavy	1210	1210	mogat	388	m o g a t
Maloh		house	1252	1252	sau	246	s a u
Thao		house	1252	1252	taun	310	t a u n
Palauan		house	1252	1252	blai	802	b l a i
Tunjung		house	1252	1252	dapeq	1424	d a p e q
Bare'e		house	1252	1252	banua	74	b a n u a
Iban		house	1252	1252	rumah	377	r u m a h
Berawan_Long_Terawan		house	1252	1252	lamin	440	l a m i n
Moken		house	1252	1252	ʔomaːk	377	ʔ o m aː k
Hanunoo		house	1252	1252	balaj	802	b a l a j
Wuna		house	1252	1252	lambu	435	l a m b u
Tetum		house	1252	1252	uma	377	u m a
Mailu		house	1252	1252	uru	1973	u r u
Tsou		house	1252	1252	emoo	377	e m o o
Nias		house	1252	1252	omo	377	o m o
Central Amis		house	1252	1252	lumaq	377	l u m a q
Central Amis		house	1252	1252	lumaʕ	377	l u m a ʕ
Banoni		house	1252	1252	numa	377	n u m a
Banggi		house	1252	1252	baːli	802	b aː l i
Maloh		how?	1239	1239	aisi#loʔa	1052	a i s i _ l o ʔ a
Merina_Malagasy		how?	1239	1239	ahoana	1157	a h o a n a
Thao		how?	1239	1239	apiakuzan	240	a p i a k u z a n
Palauan		how?	1239	1239	uaŋeraŋ	1390	u a ŋ e r a ŋ
Tunjung		how?	1239	1239	ŋamenʲa	1473	ŋ a m e nʲ a
Bare'e		how?	1239	1239	makuja	240	m a k u j a
Iban		how?	1239	1239	kati	1625	k a t i
Berawan_Long_Terawan		how?	1239	1239	coʔ#kədin	1695	c o ʔ _ k ə d i n
Moken		how?	1239	1239	cipʰan	1794	c i pʰ a n
Hanunoo		how?	1239	1239	abitaj	1856	a b i t a j
Hanunoo		how?	1239	1239	abitaj	1857	a b i t a j
Tetum		how?	1239	1239	na#nuːsa	1925	n a _ n uː s a
Mailu		how?	1239	1239	abo#ua	2089	a b o _ u a
Tsou		how?	1239	1239	hia	2223	h i a
Nias		how?	1239	1239	he#wisa	2329	h e _ w i s a
Central Amis		how?	1239	1239	samaqanen	2511	s a m a q a n e n
Central Amis		how?	1239	1239	samaʔanen	2512	s a m a ʔ a n e n
Chamorro		how?	1239	1239	#taimanu	2583	_ t a i m a n u
Banoni		how?	1239	1239	vaia#vasi	2740	v a i a _ v a s i
Singhi		how?	1239	1239	onimun	2843	o n i m u n
Banggi		how?	1239	1239	fuŋgama	2893	f u ŋ g a m a
Maloh		husband	1200	1200	baka	1014	b a k a
Maloh		husband	1200	1200	laki	529	l a k i
Merina_Malagasy		husband	1200	1200	vadj	1078	v a d j
Thao		husband	1200	1200	ajuzi	1183	a j u z i
Palauan		husband	1200	1200	bucʰ	1291	b u cʰ
Tunjung		husband	1200	1200	wanaʔ	760	w a n a ʔ
Bare'e		husband	1200	1200	laŋkai	665	l a ŋ k a i
Iban		husband	1200	1200	laki	529	l a k i
Berawan_Long_Terawan		husband	1200	1200	binəh	760	b i n ə h
Moken		husband	1200	1200	kanaj	1732	k a n a j
Hanunoo		husband	1200	1200	asawa	277	a s a w a
Wuna		husband	1200	1200	mogʰane	139	m o gʰ a n e
Tetum		husband	1200	1200	laʔen	-427	l a ʔ e n
Mailu		husband	1200	1200	eme	1970	e m e
Tsou		husband	1200	1200	vcoŋʉ	2129	v c o ŋ ʉ
Nias		husband	1200	1200	foʔomo	2253	f o ʔ o m o
Nias		husband	1200	1200	doŋa	2254	d o ŋ a
Central Amis		husband	1200	1200	faʔinaj	2372	f a ʔ i n a j
Chamorro		husband	1200	1200	asagua	2530	a s a g u a
Banoni		husband	1200	1200	tamata	235	t a m a t a
Singhi		husband	1200	1200	bonun	-760	b o n u n
Banggi		husband	1200	1200	saːna	-277	s aː n a
Maloh		if	1459	1459	atiʔ	1051	a t i ʔ
Merina_Malagasy		if	1459	1459	raha	1156	r a h a
Thao		if	1459	1459	ja	1250	j a
Palauan		if	1459	1459	a	1388	a
Palauan		if	1459	1459	a#kmu	1389	a _ k m u
Bare'e		if	1459	1459	ane	275	a n e
Iban		if	1459	1459	entiʔ	1624	e n t i ʔ
Berawan_Long_Terawan		if	1459	1459	mun	45	m u n
Moken		if	1459	1459	saʔ	1793	s a ʔ
Hanunoo		if	1459	1459	nu	576	n u
Mailu		if	1459	1459	de	2088	d e
Tsou		if	1459	1459	hoci	2222	h o c i
Nias		if	1459	1459	na	-576	n a
Central Amis		if	1459	1459	anu	576	a n u
Central Amis		if	1459	1459	ano	576	a n o
Singhi		if	1459	1459	komu	404	k o m u
Maloh		in, inside	1460	1460	ilalam	83	i l a l a m
Merina_Malagasy		in, inside	1460	1460	anatj	1143	a n a t j
Thao		in, inside	1460	1460	i	152	i
Palauan		in, inside	1460	1460	cʰelsél	1376	cʰ e l s e l
Tunjung		in, inside	1460	1460	deʔ#lam	83	d e ʔ _ l a m
Bare'e		in, inside	1460	1460	ri#ra	83	r i _ r a
Iban		in, inside	1460	1460	alam	83	a l a m
Iban		in, inside	1460	1460	dalam	83	d a l a m
Berawan_Long_Terawan		in, inside	1460	1460	lum	83	l u m
Moken		in, inside	1460	1460	dalam	83	d a l a m
Hanunoo		in, inside	1460	1460	sa#basad	1850	s a _ b a s a d
Tetum		in, inside	1460	1460	iha#laran	83	i h a _ l a r a n
Mailu		in, inside	1460	1460	ausu	579	a u s u
Tsou		in, inside	1460	1460	aeumona	302	a e u m o n a
Nias		in, inside	1460	1460	ba	2319	b a
Central Amis		in, inside	1460	1460	lalumaq	505	l a l u m a q
Central Amis		in, inside	1460	1460	i	152	i
Chamorro		in, inside	1460	1460	halom	83	h a l o m
Banoni		in, inside	1460	1460	mo	2733	m o
Banoni		in, inside	1460	1460	mokorena	2734	m o k o r e n a
Singhi		in, inside	1460	1460	daːŋ	-836	d aː ŋ
Banggi		in, inside	1460	1460	kisoid	2884	k i s o i d
Maloh		intestines	1991	1991	parut	723	p a r u t
Merina_Malagasy		intestines	1991	1991	tsinaj	524	t s i n a j
Thao		intestines	1991	1991	rumrum	1168	r u m r u m
Palauan		intestines	1991	1991	delacʰ	-524	d e l a cʰ
Tunjung		intestines	1991	1991	usiʔ#ŋaiʔ	-524	u s i ʔ _ ŋ a i ʔ
Bare'e		intestines	1991	1991	wajaː#ntaʔi	1487	w a j aː _ n t a ʔ i
Iban		intestines	1991	1991	perut	723	p e r u t
Berawan_Long_Terawan		intestines	1991	1991	tənaiʔ	524	t ə n a i ʔ
Hanunoo		intestines	1991	1991	bitukaʔ	605	b i t u k a ʔ
Hanunoo		intestines	1991	1991	punaʔ	605	p u n a ʔ
Wuna		intestines	1991	1991	ihi#no#tagʰi	1861	i h i _ n o _ t a gʰ i
Tetum		intestines	1991	1991	te#oan	1884	t e _ o a n
Mailu		intestines	1991	1991	sinae	524	s i n a e
Tsou		intestines	1991	1991	soeu	2104	s o e u
Nias		intestines	1991	1991	betuʔa	605	b e t u ʔ a
Nias		intestines	1991	1991	riʔi	605	r i ʔ i
Central Amis		intestines	1991	1991	tinaiq	524	t i n a i q
Central Amis		intestines	1991	1991	tinaiʕ	524	t i n a i ʕ
Banoni		intestines	1991	1991	kore	333	k o r e
Maloh		lake	624	624	dano	654	d a n o
Thao		lake	624	624	wazakan	1220	w a z a k a n
Palauan		lake	624	624	omecʰuacʰel	1340	o m e cʰ u a cʰ e l
Tunjung		lake	624	624	kənohan	1449	k ə n o h a n
Bare'e		lake	624	624	rano	654	r a n o
Iban		lake	624	624	lepuŋ	1594	l e p u ŋ
Iban		lake	624	624	peguŋ	1595	p e g u ŋ
Berawan_Long_Terawan		lake	624	624	biwaŋ	-100	b i w a ŋ
Hanunoo		lake	624	624	danaw	654	d a n a w
Tetum		lake	624	624	we#lihun	1911	w e _ l i h u n
Mailu		lake	624	624	laʔi	2031	l a ʔ i
Tsou		lake	624	624	topuku	2180	t o p u k u
Central Amis		lake	624	624	fanaw	2440	f a n a w
Chamorro		lake	624	624	hagoe	2556	h a g o e
Banoni		lake	624	624	gosoro	2689	g o s o r o
Banoni		lake	624	624	mato	2690	m a t o
Singhi		lake	624	624	danu	654	d a n u
Maloh		leaf	628	628	daun	266	d a u n
Merina_Malagasy		leaf	628	628	ravina	1113	r a v i n a
Thao		leaf	628	628	filhaq	495	f i l h a q
Palauan		leaf	628	628	lːel	1331	lː e l
Tunjung		leaf	628	628	roun	266	r o u n
Bare'e		leaf	628	628	ira	1525	i r a
Iban		leaf	628	628	daun	266	d a u n
Berawan_Long_Terawan		leaf	628	628	dion	266	d i o n
Moken		leaf	628	628	daʔon	266	d a ʔ o n
Hanunoo		leaf	628	628	labuŋ	1824	l a b u ŋ
Tetum		leaf	628	628	tahan	91	t a h a n
Mailu		leaf	628	628	bega	2019	b e g a
Tsou		leaf	628	628	hʉŋʉ	484	h ʉ ŋ ʉ
Nias		leaf	628	628	bulu	110	b u l u
Central Amis		leaf	628	628	papah	2429	p a p a h
Chamorro		leaf	628	628	hagon	2553	h a g o n
Banoni		leaf	628	628	nana	2677	n a n a
Singhi		leaf	628	628	dawun	266	d a w u n
Banggi		leaf	628	628	doudn	266	d o u d n
Maloh		left	244	244	kajoko	1000	k a j o k o
Merina_Malagasy		left	244	244	havia	-483	h a v i a
Palauan		left	244	244	katur	1253	k a t u r
Tunjung		left	244	244	ulaj	645	u l a j
Bare'e		left	244	244	kaiː	483	k a iː
Iban		left	244	244	kibaʔ	560	k i b a ʔ
Berawan_Long_Terawan		left	244	244	pəmaiŋ	645	p ə m a i ŋ
Moken		left	244	244	ʔeloj	1702	ʔ e l o j
Hanunoo		left	244	244	wala	159	w a l a
Wuna		left	244	244	kema	98	k e m a
Tetum		left	244	244	karuk	1881	k a r u k
Mailu		left	244	244	ebe	1934	e b e
Tsou		left	244	244	vrina	483	v r i n a
Nias		left	244	244	kabera	2227	k a b e r a
Central Amis		left	244	244	kawili	483	k a w i l i
Chamorro		left	244	244	akague	2516	a k a g u e
Banoni		left	244	244	tororona	2601	t o r o r o n a
Singhi		left	244	244	bait	2743	b a i t
Banggi		left	244	244	kuikiwaŋ	-159	k u i k i w a ŋ
Merina_Malagasy		leg/foot	2098	2098	ranjo	-97	r a n j o
Merina_Malagasy		leg/foot	2098	2098	toŋotra	1053	t o ŋ o t r a
Thao		leg/foot	2098	2098	kuskus	1161	k u s k u s
Palauan		leg/foot	2098	2098	oacʰ	-290	o a cʰ
Tunjung		leg/foot	2098	2098	uneŋ	1401	u n e ŋ
Bare'e		leg/foot	2098	2098	witi	28	w i t i
Iban		leg/foot	2098	2098	kaki	290	k a k i
Iban		leg/foot	2098	2098	pah	1557	p a h
Berawan_Long_Terawan		leg/foot	2098	2098	gimaʔ	366	g i m a ʔ
Moken		leg/foot	2098	2098	pakaʔ	199	p a k a ʔ
Moken		leg/foot	2098	2098	kakaj	290	k a k a j
Hanunoo		leg/foot	2098	2098	raparapa	1797	r a p a r a p a
Wuna		leg/foot	2098	2098	gʰagʰe	290	gʰ a gʰ e
Tetum		leg/foot	2098	2098	ain	290	a i n
Mailu		leg/foot	2098	2098	au	1936	a u
Tsou		leg/foot	2098	2098	ruru	2099	r u r u
Nias		leg/foot	2098	2098	ahe	290	a h e
Central Amis		leg/foot	2098	2098	waqaj	290	w a q a j
Chamorro		leg/foot	2098	2098	adːeŋ	2517	a dː e ŋ
Banoni		leg/foot	2098	2098	rapinːa	2602	r a p i nː a
Singhi		leg/foot	2098	2098	peun	2744	p e u n
Banggi		leg/foot	2098	2098	uei	290	u e i
Maloh		lightning	1654	1654	kilat	237	k i l a t
Merina_Malagasy		lightning	1654	1654	hélatra	237	h e l a t r a
Merina_Malagasy		lightning	1654	1654	tselatra	1120	t s e l a t r a
Thao		lightning	1654	1654	pilhnac	1225	p i l h n a c
Palauan		lightning	1654	1654	bisebusecʰ	1345	b i s e b u s e cʰ
Bare'e		lightning	1654	1654	kila	237	k i l a
Iban		lightning	1654	1654	kilat	237	k i l a t
Berawan_Long_Terawan		lightning	1654	1654	saləiʔ	9	s a l ə i ʔ
Moken		lightning	1654	1654	kelaːt	237	k e l aː t
Hanunoo		lightning	1654	1654	kilat	237	k i l a t
Wuna		lightning	1654	1654	lela#no#ifi	1876	l e l a _ n o _ i f i
Wuna		lightning	1654	1654	bibito	281	b i b i t o
Tetum		lightning	1654	1654	mameran	800	m a m e r a n
Mailu		lightning	1654	1654	ivivi	2036	i v i v i
Tsou		lightning	1654	1654	moihocu	2186	m o i h o c u
Nias		lightning	1654	1654	gari#mbanua	2294	g a r i _ m b a n u a
Central Amis		lightning	1654	1654	kalapiat	2450	k a l a p i a t
Central Amis		lightning	1654	1654	kalapiat	2451	k a l a p i a t
Chamorro		lightning	1654	1654	lamlam	181	l a m l a m
Banoni		lightning	1654	1654	kanava	73	k a n a v a
Banoni		lightning	1654	1654	takiravana	73	t a k i r a v a n a
Singhi		lightning	1654	1654	kijat	237	k i j a t
Singhi		lightning	1654	1654	kuniŋ	2801	k u n i ŋ
Maloh		liver	1224	1224	até	297	a t e
Merina_Malagasy		liver	1224	1224	atj	297	a t j
Thao		liver	1224	1224	rishi	170	r i s h i
Palauan		liver	1224	1224	cʰad	-297	cʰ a d
Tunjung		liver	1224	1224	limpa	1406	l i m p a
Bare'e		liver	1224	1224	ate	297	a t e
Iban		liver	1224	1224	atau	297	a t a u
Berawan_Long_Terawan		liver	1224	1224	ataj	297	a t a j
Moken		liver	1224	1224	kataj	297	k a t a j
Hanunoo		liver	1224	1224	ataj	297	a t a j
Wuna		liver	1224	1224	gʰete	297	gʰ e t e
Tetum		liver	1224	1224	aten	297	a t e n
Mailu		liver	1224	1224	arame	1943	a r a m e
Tsou		liver	1224	1224	hʔonu	2105	h ʔ o n u
Nias		liver	1224	1224	ate	297	a t e
Central Amis		liver	1224	1224	ataj	297	a t a j
Central Amis		liver	1224	1224	ʕataj	297	ʕ a t a j
Banoni		liver	1224	1224	date	297	d a t e
Singhi		liver	1224	1224	atin	297	a t i n
Banggi		liver	1224	1224	ati	297	a t i
Maloh		long	1203	1203	laŋké	1038	l a ŋ k e
Merina_Malagasy		long	1203	1203	lava	-816	l a v a
Thao		long	1203	1203	makuliush	1236	m a k u l i u s h
Palauan		long	1203	1203	kemaŋet	1362	k e m a ŋ e t
Tunjung		long	1203	1203	moʔ	1459	m o ʔ
Bare'e		long	1203	1203	marate	332	m a r a t e
Iban		long	1203	1203	panjai	564	p a n j a i
Berawan_Long_Terawan		long	1203	1203	kəbəiʔ	1684	k ə b ə i ʔ
Moken		long	1203	1203	datah	-40	d a t a h
Hanunoo		long	1203	1203	ʔaba	1842	ʔ a b a
Hanunoo		long	1203	1203	ʔabaʔ	1843	ʔ a b a ʔ
Wuna		long	1203	1203	newanta	503	n e w a n t a
Tetum		long	1203	1203	naruk	395	n a r u k
Mailu		long	1203	1203	lauroro	2053	l a u r o r o
Tsou		long	1203	1203	tacvohʔi	2202	t a c v o h ʔ i
Nias		long	1203	1203	anau	395	a n a u
Central Amis		long	1203	1203	mamutuq	395	m a m u t u q
Central Amis		long	1203	1203	kakajaʔ	2475	k a k a j a ʔ
Chamorro		long	1203	1203	laguas	-395	l a g u a s
Banoni		long	1203	1203	gaːrusu	2720	g aː r u s u
Singhi		long	1203	1203	omu	2816	o m u
Banggi		long	1203	1203	melaŋgu	2879	m e l a ŋ g u
Maloh		louse	1392	1392	kutu	150	k u t u
Merina_Malagasy		louse	1392	1392	hao	1106	h a o
Thao		louse	1392	1392	kucu	150	k u c u
Palauan		louse	1392	1392	kud	150	k u d
Tunjung		louse	1392	1392	kutuʔ	150	k u t u ʔ
Bare'e		louse	1392	1392	tuku	150	t u k u
Iban		louse	1392	1392	kutu	150	k u t u
Berawan_Long_Terawan		louse	1392	1392	kutːoh	150	k u tː o h
Moken		louse	1392	1392	gutoj	150	g u t o j
Hanunoo		louse	1392	1392	kutu	150	k u t u
Tetum		louse	1392	1392	utu	150	u t u
Mailu		louse	1392	1392	tuma	812	t u m a
Tsou		louse	1392	1392	teocu	-698	t e o c u
Nias		louse	1392	1392	utu	150	u t u
Central Amis		louse	1392	1392	kuto	150	k u t o
Central Amis		louse	1392	1392	ʔatimla	2421	ʔ a t i m l a
Chamorro		louse	1392	1392	hutu	150	h u t u
Banoni		louse	1392	1392	gʰutsu	150	gʰ u t s u
Singhi		louse	1392	1392	gitux	150	g i t u x
Maloh		man/male	1554	1554	babaka	1013	b a b a k a
Merina_Malagasy		man/male	1554	1554	lahj	717	l a h j
Thao		man/male	1554	1554	ajuzi	1182	a j u z i
Palauan		man/male	1554	1554	secʰal	1289	s e cʰ a l
Tunjung		man/male	1554	1554	lihaʔ	725	l i h a ʔ
Bare'e		man/male	1554	1554	tuama	163	t u a m a
Iban		man/male	1554	1554	laki	717	l a k i
Berawan_Long_Terawan		man/male	1554	1554	lakeh	717	l a k e h
Moken		man/male	1554	1554	kanaj	488	k a n a j
Hanunoo		man/male	1554	1554	lalaki	717	l a l a k i
Wuna		man/male	1554	1554	mogʰane	488	m o gʰ a n e
Tetum		man/male	1554	1554	mane	488	m a n e
Mailu		man/male	1554	1554	egi	1968	e g i
Tsou		man/male	1554	1554	hahocŋʉ	2125	h a h o c ŋ ʉ
Nias		man/male	1554	1554	latano	2251	l a t a n o
Nias		man/male	1554	1554	matua	2252	m a t u a
Central Amis		man/male	1554	1554	faqinajan	2369	f a q i n a j a n
Central Amis		man/male	1554	1554	faʔinajan	2370	f a ʔ i n a j a n
Chamorro		man/male	1554	1554	lahi	717	l a h i
Chamorro		man/male	1554	1554	lai	717	l a i
Chamorro		man/male	1554	1554	taotao	717	t a o t a o
Banoni		man/male	1554	1554	tamata	796	t a m a t a
Singhi		man/male	1554	1554	dari	2768	d a r i
Banggi		man/male	1554	1554	lahi	717	l a h i
Maloh		meat/flesh	634	634	isiʔ	663	i s i ʔ
Merina_Malagasy		meat/flesh	634	634	héna	1101	h e n a
Thao		meat/flesh	634	634	bunlhaz	1212	b u n l h a z
Palauan		meat/flesh	634	634	tecʰ	1323	t e cʰ
Tunjung		meat/flesh	634	634	usiʔ	663	u s i ʔ
Bare'e		meat/flesh	634	634	saŋa	53	s a ŋ a
Iban		meat/flesh	634	634	isiʔ	663	i s i ʔ
Berawan_Long_Terawan		meat/flesh	634	634	ceh	523	c e h
Moken		meat/flesh	634	634	jukut	1753	j u k u t
Hanunoo		meat/flesh	634	634	tuban	1822	t u b a n
Hanunoo		meat/flesh	634	634	taguban	1823	t a g u b a n
Tetum		meat/flesh	634	634	isin	523	i s i n
Tetum		meat/flesh	634	634	naʔan	1908	n a ʔ a n
Mailu		meat/flesh	634	634	anai	2011	a n a i
Tsou		meat/flesh	634	634	beahci	2165	b e a h c i
Nias		meat/flesh	634	634	õsi	663	õ s i
Central Amis		meat/flesh	634	634	titi	679	t i t i
Central Amis		meat/flesh	634	634	heci	523	h e c i
Chamorro		meat/flesh	634	634	sensen	2549	s e n s e n
Banoni		meat/flesh	634	634	koganːa	2666	k o g a nː a
Banoni		meat/flesh	634	634	vagana	2667	v a g a n a
Singhi		meat/flesh	634	634	asin	663	a s i n
Banggi		meat/flesh	634	634	onsi	-523	o n s i
Maloh		moon	1313	1313	bulan	817	b u l a n
Merina_Malagasy		moon	1313	1313	volana	817	v o l a n a
Thao		moon	1313	1313	furaz	-817	f u r a z
Palauan		moon	1313	1313	buil	817	b u i l
Tunjung		moon	1313	1313	ulantʰ	1450	u l a n tʰ
Bare'e		moon	1313	1313	wuja	817	w u j a
Iban		moon	1313	1313	bulan	817	b u l a n
Berawan_Long_Terawan		moon	1313	1313	bulin	817	b u l i n
Moken		moon	1313	1313	bulaːn	817	b u l aː n
Hanunoo		moon	1313	1313	bulan	817	b u l a n
Wuna		moon	1313	1313	wula	817	w u l a
Tetum		moon	1313	1313	fulan	817	f u l a n
Mailu		moon	1313	1313	dovele	422	d o v e l e
Tsou		moon	1313	1313	feohʉ	-817	f e o h ʉ
Nias		moon	1313	1313	baw̃a	2288	b a w̃ a
Central Amis		moon	1313	1313	fulal	-817	f u l a l
Chamorro		moon	1313	1313	pulan	817	p u l a n
Banoni		moon	1313	1313	madava	2694	m a d a v a
Singhi		moon	1313	1313	buran	817	b u r a n
Banggi		moon	1313	1313	buaitn	817	b u a i t n
Merina_Malagasy		mosquito	1509	1509	moka	1107	m o k a
Thao		mosquito	1509	1509	rikish	284	r i k i s h
Palauan		mosquito	1509	1509	rekas	1327	r e k a s
Palauan		mosquito	1509	1509	ilkolk	1328	i l k o l k
Bare'e		mosquito	1509	1509	nojo	1522	n o j o
Iban		mosquito	1509	1509	nʲamok	764	nʲ a m o k
Berawan_Long_Terawan		mosquito	1509	1509	təla	1665	t ə l a
Moken		mosquito	1509	1509	nʲamok	764	nʲ a m o k
Hanunoo		mosquito	1509	1509	namuk	764	n a m u k
Wuna		mosquito	1509	1509	konunu	1874	k o n u n u
Tetum		mosquito	1509	1509	ninik	587	n i n i k
Tetum		mosquito	1509	1509	susuk	174	s u s u k
Mailu		mosquito	1509	1509	nemo	-764	n e m o
Tsou		mosquito	1509	1509	moeocʉ	2167	m o e o c ʉ
Nias		mosquito	1509	1509	di#mbõhõ	2284	d i _ m b õ h õ
Central Amis		mosquito	1509	1509	likes	284	l i k e s
Chamorro		mosquito	1509	1509	nʲamu	764	nʲ a m u
Banoni		mosquito	1509	1509	merikono	2671	m e r i k o n o
Singhi		mosquito	1509	1509	piruŋaŋ	2795	p i r u ŋ a ŋ
Banggi		mosquito	1509	1509	tonok	2866	t o n o k
Maloh		mother	1216	1216	induʔ	673	i n d u ʔ
Merina_Malagasy		mother	1216	1216	rénj	-577	r e n j
Thao		mother	1216	1216	ina	577	i n a
Palauan		mother	1216	1216	cʰedil	1293	cʰ e d i l
Tunjung		mother	1216	1216	meʔ	1423	m e ʔ
Bare'e		mother	1216	1216	ine	577	i n e
Bare'e		mother	1216	1216	indo	673	i n d o
Iban		mother	1216	1216	indai	673	i n d a i
Berawan_Long_Terawan		mother	1216	1216	tinəh	577	t i n ə h
Moken		mother	1216	1216	ʔenoŋ	1733	ʔ e n o ŋ
Hanunoo		mother	1216	1216	inaʔ	577	i n a ʔ
Wuna		mother	1216	1216	ina	577	i n a
Tetum		mother	1216	1216	ina	577	i n a
Mailu		mother	1216	1216	adei	1972	a d e i
Tsou		mother	1216	1216	ino	577	i n o
Nias		mother	1216	1216	ina	577	i n a
Central Amis		mother	1216	1216	ina	577	i n a
Chamorro		mother	1216	1216	nana	-826	n a n a
Banoni		mother	1216	1216	tsina	577	t s i n a
Singhi		mother	1216	1216	sine	577	s i n e
Maloh		mouth	674	674	babaʔ	716	b a b a ʔ
Merina_Malagasy		mouth	674	674	vava	716	v a v a
Thao		mouth	674	674	ruzic	1174	r u z i c
Palauan		mouth	674	674	ŋor	1270	ŋ o r
Tunjung		mouth	674	674	oncoŋ	1411	o n c o ŋ
Bare'e		mouth	674	674	ŋuju	96	ŋ u j u
Iban		mouth	674	674	mulut	60	m u l u t
Iban		mouth	674	674	nʲawa	716	nʲ a w a
Berawan_Long_Terawan		mouth	674	674	munoŋ	779	m u n o ŋ
Moken		mouth	674	674	ʔokaːŋ	1714	ʔ o k aː ŋ
Hanunoo		mouth	674	674	bibig	692	b i b i g
Hanunoo		mouth	674	674	sulaŋ	1806	s u l a ŋ
Wuna		mouth	674	674	woba	716	w o b a
Tetum		mouth	674	674	ibun	462	i b u n
Tetum		mouth	674	674	nunun	96	n u n u n
Mailu		mouth	674	674	noga	1951	n o g a
Tsou		mouth	674	674	ŋaeo	2113	ŋ a e o
Nias		mouth	674	674	bawa	716	b a w a
Central Amis		mouth	674	674	ŋujus	2347	ŋ u j u s
Central Amis		mouth	674	674	ŋojos	2348	ŋ o j o s
Chamorro		mouth	674	674	pacʰot	2523	p a cʰ o t
Banoni		mouth	674	674	maŋo	652	m a ŋ o
Singhi		mouth	674	674	boba	716	b o b a
Banggi		mouth	674	674	bobok	716	b o b o k
Maloh		name	1405	1405	asan	187	a s a n
Merina_Malagasy		name	1405	1405	anarana	187	a n a r a n a
Thao		name	1405	1405	lhanaz	1185	l h a n a z
Palauan		name	1405	1405	ŋakl	187	ŋ a k l
Bare'e		name	1405	1405	toʔo	1502	t o ʔ o
Iban		name	1405	1405	nama	81	n a m a
Berawan_Long_Terawan		name	1405	1405	aran	187	a r a n
Moken		name	1405	1405	ŋanʲan	187	ŋ a nʲ a n
Hanunoo		name	1405	1405	ŋaran	187	ŋ a r a n
Wuna		name	1405	1405	neja	187	n e j a
Tetum		name	1405	1405	naran	187	n a r a n
Mailu		name	1405	1405	omu	1974	o m u
Tsou		name	1405	1405	oŋko	2132	o ŋ k o
Nias		name	1405	1405	tõi	2258	t õ i
Central Amis		name	1405	1405	ŋaŋan	187	ŋ a ŋ a n
Singhi		name	1405	1405	adun	187	a d u n
Banggi		name	1405	1405	eŋaːrdn	187	e ŋ aː r d n
Maloh		narrow	1267	1267	supit	236	s u p i t
Merina_Malagasy		narrow	1267	1267	étj	1133	e t j
Thao		narrow	1267	1267	maqtit	-236	m a q t i t
Palauan		narrow	1267	1267	obutek	1364	o b u t e k
Tunjung		narrow	1267	1267	səmpit	773	s ə m p i t
Bare'e		narrow	1267	1267	soki	1541	s o k i
Iban		narrow	1267	1267	sekut	1604	s e k u t
Berawan_Long_Terawan		narrow	1267	1267	dik	1685	d i k
Moken		narrow	1267	1267	paʔiːt	1773	p a ʔ iː t
Hanunoo		narrow	1267	1267	diʔit	-580	d i ʔ i t
Wuna		narrow	1267	1267	noseke	192	n o s e k e
Tetum		narrow	1267	1267	klot	-273	k l o t
Mailu		narrow	1267	1267	ariari	2057	a r i a r i
Tsou		narrow	1267	1267	teakotva	2203	t e a k o t v a
Nias		narrow	1267	1267	ise	2308	i s e
Central Amis		narrow	1267	1267	maʔecu	2477	m a ʔ e c u
Chamorro		narrow	1267	1267	aŋːosto	2572	a ŋː o s t o
Banoni		narrow	1267	1267	kubunːa	2723	k u b u nː a
Singhi		narrow	1267	1267	sikitok	236	s i k i t o k
Singhi		narrow	1267	1267	sapit	236	s a p i t
Maloh		near	1942	1942	insoʔ	1046	i n s o ʔ
Merina_Malagasy		near	1942	1942	akékj	1148	a k e k j
Thao		near	1942	1942	iqualh	1244	i q u a l h
Palauan		near	1942	1942	kméed	1381	k m e e d
