language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
Spanish		eat	1336	1336	komeɾ	150	k o m e ɾ
Danish		eat	1336	1336	sbiːsə	-149	s b iː s ə
Bulgarian		eat	1336	1336	jam	150	j a m
Greek		eat	1336	1336	troɣo	153	t r o ɣ o
Armenian		eat	1336	1336	utɛl	150	u t ɛ l
Romanian		eat	1336	1336	mɨnka	148	m ɨ n k a
Russian		eat	1336	1336	jesʲtʲ	150	j e sʲ tʲ
Polish		eat	1336	1336	jɛɕʨ	150	j ɛ ɕ tɕ
Norwegian		eat	1336	1336	spiːsə	-149	s p iː s ə
French		eat	1336	1336	mɑ̃ʒe	148	m ɑ̃ ʒ e
Czech		eat	1336	1336	jiːst	150	j iː s t
Icelandic		eat	1336	1336	pɔrða	152	p ɔ r ð a
Italian		eat	1336	1336	manʤare	148	m a n dʒ a r e
Hindi		eat	1336	1336	kʰaːnaː	151	kʰ aː n aː
Portuguese		eat	1336	1336	kumer	150	k u m e r
Dutch		egg	744	744	ɛɪ	154	ɛi
Swedish		egg	744	744	egː	154	e gː
English		egg	744	744	ɛɡ	154	ɛ g
German		egg	744	744	ai	154	ai
Spanish		egg	744	744	weβo	154	w e β o
Danish		egg	744	744	ɛˀg	154	ɛˀ g
Bulgarian		egg	744	744	jəiʦɛ	154	j əi ts ɛ
Greek		egg	744	744	avɣo	154	a v ɣ o
Armenian		egg	744	744	ʣu	155	dz u
Romanian		egg	744	744	ow	154	o w
Russian		egg	744	744	jɪjʦo	154	j ɪ j ts o
Polish		egg	744	744	jajkɔ	154	j a j k ɔ
Norwegian		egg	744	744	eg	154	e g
French		egg	744	744	œf	154	œ f
Czech		egg	744	744	vɛjʦɛ	154	v ɛ j ts ɛ
Icelandic		egg	744	744	ɛkː	154	ɛ kː
Italian		egg	744	744	wɔvo	154	w ɔ v o
Hindi		egg	744	744	ə̃ɳɖaː	156	ə̃ ɳ ɖ aː
Portuguese		egg	744	744	ovu	154	o v u
Dutch		eye	1248	1248	oːx	158	oː x
Swedish		eye	1248	1248	øːga	158	øː g a
English		eye	1248	1248	aɪ	158	aɪ
German		eye	1248	1248	auɡə	158	au g ə
Spanish		eye	1248	1248	oxo	158	o x o
Danish		eye	1248	1248	ʌjə	158	ʌ j ə
Bulgarian		eye	1248	1248	okɔ	158	o k ɔ
Greek		eye	1248	1248	mati	158	m a t i
Armenian		eye	1248	1248	ɑʧʰkʰ	158	ɑ tʃʰ kʰ
Romanian		eye	1248	1248	oki	158	o k i
Russian		eye	1248	1248	ɡlas	157	g l a s
Polish		eye	1248	1248	ɔkɔ	158	ɔ k ɔ
Norwegian		eye	1248	1248	œjə	158	œ j ə
French		eye	1248	1248	œj	158	œ j
Czech		eye	1248	1248	oko	158	o k o
Icelandic		eye	1248	1248	øyːɣa	158	ø yː ɣ a
Italian		eye	1248	1248	ɔkkjo	158	ɔ kː j o
Hindi		eye	1248	1248	ãːkʰ	158	ãː kʰ
Portuguese		eye	1248	1248	oʎu	158	o ʎ u
Dutch		far	1406	1406	vɛr	559	v ɛ r
Swedish		far	1406	1406	loŋ	558	l o ŋ
English		far	1406	1406	fɑːr	559	f ɑː r
German		far	1406	1406	fɛrn	559	f ɛ r n
Spanish		far	1406	1406	lexano	555	l e x a n o
Danish		far	1406	1406	fjæʁˀn	559	f j æ ʁˀ n
Bulgarian		far	1406	1406	dəlɛʧɛn	558	d ə l ɛ tʃ ɛ n
Greek		far	1406	1406	makran	557	m a k r a n
Armenian		far	1406	1406	hɛru	553	h ɛ r u
Romanian		far	1406	1406	depərte	554	d e p ə r t e
Russian		far	1406	1406	dɐlʲokʲɪj	558	d ɐ lʲ o kʲ ɪ j
Polish		far	1406	1406	dalɛki	558	d a l ɛ k i
Norwegian		far	1406	1406	buʈ	558	b u ʈ
French		far	1406	1406	lwɛ̃	558	l w ɛ̃
Czech		far	1406	1406	dalɛkiː	558	d a l ɛ k iː
Icelandic		far	1406	1406	laŋ	558	l a ŋ
Italian		far	1406	1406	lontano	558	l o n t a n o
Hindi		far	1406	1406	duːr	556	d uː r
Portuguese		far	1406	1406	lõʒə	558	l õ ʒ ə
Swedish		far	1406	1406	fjɛrːan	559	f j ɛ rː a n
Danish		far	1406	1406	lɑŋˀ	558	l ɑ ŋˀ
Dutch		fat	323	323	vɛt	166	v ɛ t
Swedish		fat	323	323	fɛt	166	f ɛ t
English		fat	323	323	fæt	166	f æ t
German		fat	323	323	fɛt	-166	f ɛ t
Spanish		fat	323	323	ɡɾasa	160	g ɾ a s a
Danish		fat	323	323	fed	166	f e d
Bulgarian		fat	323	323	məznina	164	m ə z n i n a
Greek		fat	323	323	lipos	168	l i p o s
Armenian		fat	323	323	ʧɑɾp	-161	tʃ ɑ ɾ p
Romanian		fat	323	323	grəsime	160	g r ə s i m e
Russian		fat	323	323	ʒɨr	165	ʒ ɨ r
Polish		fat	323	323	twuʃʧ	167	t w u ʃ tʃ
Norwegian		fat	323	323	fet	-166	f e t
French		fat	323	323	ɡʁɛs	160	g ʁ ɛ s
Czech		fat	323	323	tʊk	162	t ʊ k
Icelandic		fat	323	323	fɪːta	166	f ɪː t a
Italian		fat	323	323	ɡrasso	160	g r a sː o
Hindi		fat	323	323	ʧərbiː	-169	tʃ ə r b iː
Portuguese		fat	323	323	gurdurɐ	163	g u r d u r ɐ
Spanish		fat	323	323	ɡoɾðo	163	g o ɾ ð o
Czech		fat	323	323	saːdlo	159	s aː d l o
Dutch		feather	1201	1201	veːr	170	v eː r
Swedish		feather	1201	1201	fjɛːder	170	f j ɛː d e r
English		feather	1201	1201	fɛðər	170	f ɛ ð ə r
German		feather	1201	1201	feːdər	170	f eː d ə r
Spanish		feather	1201	1201	pluma	172	p l u m a
Danish		feather	1201	1201	fjeðˀʌ	170	f j e ðˀ ʌ
Bulgarian		feather	1201	1201	pɛrɔ	174	p ɛ r ɔ
Greek		feather	1201	1201	ftero	170	f t e r o
Armenian		feather	1201	1201	pʰɛtuɾ	-171	pʰ ɛ t u ɾ
Romanian		feather	1201	1201	panə	170	p a n ə
Russian		feather	1201	1201	pʲɪro	174	pʲ ɪ r o
Polish		feather	1201	1201	pʲurɔ	174	pʲ u r ɔ
Norwegian		feather	1201	1201	fjæːɾ	170	f j æː ɾ
French		feather	1201	1201	plym	172	p l y m
Czech		feather	1201	1201	pɛːro	174	p ɛː r o
Icelandic		feather	1201	1201	fjœːðʏr	170	f j œː ð ʏ r
Italian		feather	1201	1201	pjuma	172	p j u m a
Hindi		feather	1201	1201	pə̃ŋkʰ	173	p ə̃ ŋ kʰ
Portuguese		feather	1201	1201	penɐ	170	p e n ɐ
Italian		feather	1201	1201	pɛnna	170	p ɛ nː a
Dutch		fire	221	221	vyːr	181	v yː r
Swedish		fire	221	221	elːd	176	e lː d
English		fire	221	221	faɪər	181	f a ɪ ə r
German		fire	221	221	fɔyər	181	f ɔ i ə r
Spanish		fire	221	221	fweɣo	179	f w e ɣ o
Danish		fire	221	221	ilˀ	176	i lˀ
Bulgarian		fire	221	221	ɔɡən	178	ɔ g ə n
Greek		fire	221	221	fotça	175	f o t ç a
Armenian		fire	221	221	kəɾɑk	180	k ə ɾ ɑ k
Romanian		fire	221	221	fok	179	f o k
Russian		fire	221	221	ɐɡonʲ	178	ɐ g o nʲ
Polish		fire	221	221	ɔɡʲɛnʲ	178	ɔ gʲ ɛ nʲ
Norwegian		fire	221	221	ʋɑɾmə	177	ʋ ɑ ɾ m ə
French		fire	221	221	fø	179	f ø
Czech		fire	221	221	oɦɛnʲ	178	o ɦ ɛ nʲ
Icelandic		fire	221	221	ɛltʏr	176	ɛ l t ʏ r
Italian		fire	221	221	fwɔko	179	f w ɔ k o
Hindi		fire	221	221	aːg	178	aː g
Portuguese		fire	221	221	fogu	179	f o g u
Norwegian		fire	221	221	il	176	i l
Dutch		fish	227	227	vɪs	182	v ɪ s
Swedish		fish	227	227	fisːk	182	f i sː k
English		fish	227	227	fɪʃ	182	f ɪ ʃ
German		fish	227	227	fɪʃ	182	f ɪ ʃ
Spanish		fish	227	227	peskaðo	182	p e s k a ð o
Danish		fish	227	227	fesg	182	f e s g
Bulgarian		fish	227	227	ribə	184	r i b ə
Greek		fish	227	227	p͡sari	185	ps a r i
Armenian		fish	227	227	ʣuk	183	dz u k
Romanian		fish	227	227	peʃte	182	p e ʃ t e
Russian		fish	227	227	rɨbə	184	r ɨ b ə
Polish		fish	227	227	rɨba	184	r ɨ b a
Norwegian		fish	227	227	fisk	182	f i s k
French		fish	227	227	pwasõ	182	p w a s õ
Czech		fish	227	227	rɪba	184	r ɪ b a
Icelandic		fish	227	227	fɪskʏr	182	f ɪ s k ʏ r
Italian		fish	227	227	peʃʃe	182	p e ʃː e
Hindi		fish	227	227	məʧliː	186	m ə tʃ l iː
Portuguese		fish	227	227	pɐjʃə	182	p ɐ j ʃ ə
Dutch		fly	1441	1441	vliːɣə	190	v l iː ɣ ə
Swedish		fly	1441	1441	flʉga	190	f l ʉ g a
English		fly	1441	1441	flaɪ	190	f l aɪ
German		fly	1441	1441	fliːɡən	190	f l iː g ə n
Spanish		fly	1441	1441	bolaɾ	187	b o l a ɾ
Danish		fly	1441	1441	flyːvə	190	f l yː v ə
Bulgarian		fly	1441	1441	lɛtʲə	188	l ɛ tʲ ə
Greek		fly	1441	1441	peto	191	p e t o
Armenian		fly	1441	1441	tʰərʧʰɛl	191	tʰ ə r tʃʰ ɛ l
Romanian		fly	1441	1441	zbura	187	z b u r a
Russian		fly	1441	1441	lʲɪtʲetʲ	188	lʲ ɪ tʲ e tʲ
Polish		fly	1441	1441	lataʨ	188	l a t a tɕ
Norwegian		fly	1441	1441	flyː	190	f l yː
French		fly	1441	1441	vɔle	187	v ɔ l e
Czech		fly	1441	1441	lɛːtat	188	l ɛː t a t
Icelandic		fly	1441	1441	fljuːa	190	f l j uː a
Italian		fly	1441	1441	volare	187	v o l a r e
Hindi		fly	1441	1441	ʊɽnaː	189	ʊ ɽ n aː
Portuguese		fly	1441	1441	vwar	187	v w a r
Dutch		foot	1301	1301	vuːt	194	v uː t
Swedish		foot	1301	1301	foːt	194	f oː t
English		foot	1301	1301	fʊt	194	f ʊ t
German		foot	1301	1301	fuːs	194	f uː s
Spanish		foot	1301	1301	pje	194	p j e
Danish		foot	1301	1301	foˀð	194	f oˀ ð
Bulgarian		foot	1301	1301	krak	193	k r a k
Greek		foot	1301	1301	poði	194	p o ð i
Armenian		foot	1301	1301	votkʰ	194	v o t kʰ
Romanian		foot	1301	1301	piʧjor	194	p i tʃ j o r
Russian		foot	1301	1301	nɐɡa	192	n ɐ g a
Polish		foot	1301	1301	nɔɡa	192	n ɔ g a
Norwegian		foot	1301	1301	fuːt	194	f uː t
French		foot	1301	1301	pje	194	p j e
Czech		foot	1301	1301	noɦa	192	n o ɦ a
Icelandic		foot	1301	1301	fouːtʏr	194	f o uː t ʏ r
Italian		foot	1301	1301	pjɛde	194	p j ɛ d e
Hindi		foot	1301	1301	pɛːr	194	p ɛː r
Portuguese		foot	1301	1301	pɛ	194	p ɛ
Dutch		full	1429	1429	vɔl	196	v ɔ l
Swedish		full	1429	1429	fulː	196	f u lː
English		full	1429	1429	fʊl	196	f ʊ l
German		full	1429	1429	fɔl	196	f ɔ l
Spanish		full	1429	1429	ʎeno	196	ʎ e n o
Danish		full	1429	1429	fulˀ	196	f u lˀ
Bulgarian		full	1429	1429	pɤlɛn	196	p ɤ l ɛ n
Greek		full	1429	1429	ʝematos	195	ʝ e m a t o s
Armenian		full	1429	1429	likʰə	196	l i kʰ ə
Romanian		full	1429	1429	plin	196	p l i n
Russian		full	1429	1429	polnɨj	196	p o l n ɨ j
Polish		full	1429	1429	pɛwnɨ	196	p ɛ w n ɨ
Norwegian		full	1429	1429	fʉl	196	f ʉ l
French		full	1429	1429	plɛ̃	196	p l ɛ̃
Czech		full	1429	1429	pl̩niː	196	p l̩ n iː
Icelandic		full	1429	1429	fʏt͡lʏr	196	f ʏ tl ʏ r
Italian		full	1429	1429	pjɛno	196	p j ɛ n o
Hindi		full	1429	1429	puːraː	196	p uː r aː
Portuguese		full	1429	1429	ʃɐju	196	ʃ ɐ j u
Dutch		give	1447	1447	xeːvə	197	x eː v ə
Swedish		give	1447	1447	jiːva	197	j iː v a
English		give	1447	1447	ɡɪv	197	g ɪ v
German		give	1447	1447	ɡeːbən	197	g eː b ə n
Spanish		give	1447	1447	daɾ	198	d a ɾ
Danish		give	1447	1447	giˀ	197	g iˀ
Bulgarian		give	1447	1447	davəm	198	d a v ə m
Greek		give	1447	1447	ðino	198	ð i n o
Armenian		give	1447	1447	tɑl	198	t ɑ l
Romanian		give	1447	1447	da	198	d a
Russian		give	1447	1447	datʲ	198	d a tʲ
Polish		give	1447	1447	davaʨ	198	d a v a tɕ
Norwegian		give	1447	1447	jiː	197	j iː
French		give	1447	1447	dɔne	198	d ɔ n e
Czech		give	1447	1447	daːt	198	d aː t
Icelandic		give	1447	1447	cɛːva	197	c ɛː v a
Italian		give	1447	1447	dare	198	d a r e
Hindi		give	1447	1447	deːnaː	198	d eː n aː
Portuguese		give	1447	1447	dar	198	d a r
Dutch		good	1035	1035	xuːt	205	x uː t
Swedish		good	1035	1035	guːd	205	g uː d
English		good	1035	1035	ɡʊd	205	g ʊ d
German		good	1035	1035	ɡuːt	205	g uː t
Spanish		good	1035	1035	bweno	200	b w e n o
Danish		good	1035	1035	goˀ	205	g oˀ
Bulgarian		good	1035	1035	dobɤr	204	d o b ɤ r
Greek		good	1035	1035	kalos	199	k a l o s
Armenian		good	1035	1035	lɑv	202	l ɑ v
Romanian		good	1035	1035	bun	200	b u n
Russian		good	1035	1035	xɐroʃɨj	201	x ɐ r o ʃ ɨ j
Polish		good	1035	1035	dɔbrɨ	204	d ɔ b r ɨ
Norwegian		good	1035	1035	guː	205	g uː
French		good	1035	1035	bɔ̃	200	b ɔ̃
Czech		good	1035	1035	dobriː	204	d o b r iː
Icelandic		good	1035	1035	kouːðʏr	205	k o uː ð ʏ r
Italian		good	1035	1035	bwɔno	200	b w ɔ n o
Hindi		good	1035	1035	əʧʧʰaː	203	ə tʃːʰ aː
Portuguese		good	1035	1035	bõ	200	b õ
Dutch		green	1425	1425	xruːn	209	x r uː n
Swedish		green	1425	1425	grøːn	209	g r øː n
English		green	1425	1425	ɡriːn	209	g r iː n
German		green	1425	1425	ɡryːn	209	g r yː n
Spanish		green	1425	1425	beɾðe	208	b e ɾ ð e
Danish		green	1425	1425	gʁɶnˀ	209	g ʁ ɶ nˀ
Bulgarian		green	1425	1425	zɛlɛn	207	z ɛ l ɛ n
Greek		green	1425	1425	prasinos	210	p r a s i n o s
Armenian		green	1425	1425	kɑnɑʧʰ	-206	k ɑ n ɑ tʃʰ
Romanian		green	1425	1425	verde	208	v e r d e
Russian		green	1425	1425	zʲɪlʲonɨj	207	zʲ ɪ lʲ o n ɨ j
Polish		green	1425	1425	ʑɛlɔnɨ	207	ʑ ɛ l ɔ n ɨ
Norwegian		green	1425	1425	gɾœn	209	g ɾ œ n
French		green	1425	1425	vɛʁ	208	v ɛ ʁ
Czech		green	1425	1425	zɛlɛniː	207	z ɛ l ɛ n iː
Icelandic		green	1425	1425	krait͡n	209	k r ai n̥
Italian		green	1425	1425	verde	208	v e r d e
Hindi		green	1425	1425	ɦəraː	207	ɦ ə r aː
Portuguese		green	1425	1425	verdə	208	v e r d ə
Dutch		hair	1040	1040	haːr	217	h aː r
Swedish		hair	1040	1040	hoːr	217	h oː r
English		hair	1040	1040	hɛər	217	h ɛ ə r
German		hair	1040	1040	haːr	217	h aː r
Spanish		hair	1040	1040	kaβeʎo	216	k a β e ʎ o
Danish		hair	1040	1040	hɒˀ	217	h ɒˀ
Bulgarian		hair	1040	1040	kɔsəm	215	k ɔ s ə m
Greek		hair	1040	1040	trixa	214	t r i x a
Armenian		hair	1040	1040	mɑz	-211	m ɑ z
Romanian		hair	1040	1040	pər	213	p ə r
Russian		hair	1040	1040	voləsɨ	212	v o l ə s ɨ
Polish		hair	1040	1040	vwɔsɨ	212	v w ɔ s ɨ
Norwegian		hair	1040	1040	hoːɾ	217	h oː ɾ
French		hair	1040	1040	ʃəvø	216	ʃ ə v ø
Czech		hair	1040	1040	vlasɪ	212	v l a s ɪ
Icelandic		hair	1040	1040	hauːr	217	h a uː r
Italian		hair	1040	1040	kapello	216	k a p e lː o
Hindi		hair	1040	1040	baːl	212	b aː l
Portuguese		hair	1040	1040	kɐbelu	216	k ɐ b e l u
Dutch		hand	1277	1277	hɑnt	218	h ɑ n t
Swedish		hand	1277	1277	hanːd	218	h a nː d
English		hand	1277	1277	hænd	218	h æ n d
German		hand	1277	1277	hant	218	h a n t
Spanish		hand	1277	1277	mano	221	m a n o
Danish		hand	1277	1277	hʌnˀ	218	h ʌ nˀ
Bulgarian		hand	1277	1277	rəka	220	r ə k a
Greek		hand	1277	1277	çeri	219	ç e r i
Armenian		hand	1277	1277	ʣɛrkʰ	219	dz ɛ r kʰ
Romanian		hand	1277	1277	mɨnə	221	m ɨ n ə
Russian		hand	1277	1277	ruka	220	r u k a
Polish		hand	1277	1277	rɛ̃ka	220	r ɛ̃ k a
Norwegian		hand	1277	1277	hɔn	-218	h ɔ n
French		hand	1277	1277	mɛ̃	221	m ɛ̃
Czech		hand	1277	1277	rʊka	220	r ʊ k a
Icelandic		hand	1277	1277	hœnt	218	h œ n t
Italian		hand	1277	1277	mano	221	m a n o
Hindi		hand	1277	1277	haːtʰ	219	h aː tʰ
Portuguese		hand	1277	1277	mɐ̃w	221	m ɐ̃ w
Dutch		head	1256	1256	hoːft	223	h oː f t
Swedish		head	1256	1256	huːvud	223	h uː v u d
English		head	1256	1256	hɛd	223	h ɛ d
German		head	1256	1256	kɔp͡f	-224	k ɔ pf
Spanish		head	1256	1256	kaβeθa	227	k a β e θ a
Danish		head	1256	1256	hoːəð	223	h oː ə ð
Bulgarian		head	1256	1256	ɡləva	228	g l ə v a
Greek		head	1256	1256	cefali	225	c e f a l i
Armenian		head	1256	1256	gəluχ	228	g ə l u χ
Romanian		head	1256	1256	kap	227	k a p
Russian		head	1256	1256	ɡəlɐva	228	g ə l ɐ v a
Polish		head	1256	1256	ɡwɔva	228	g w ɔ v a
Norwegian		head	1256	1256	huːdə	223	h uː d ə
French		head	1256	1256	tɛt	222	t ɛ t
Czech		head	1256	1256	ɦlava	228	ɦ l a v a
Icelandic		head	1256	1256	hœvʏð	223	h œ v ʏ ð
Italian		head	1256	1256	tɛsta	222	t ɛ s t a
Hindi		head	1256	1256	sər	226	s ə r
Portuguese		head	1256	1256	kɐbesɐ	227	k ɐ b e s ɐ
Dutch		hear	1408	1408	hoːrə	230	h oː r ə
Swedish		hear	1408	1408	høːra	230	h øː r a
English		hear	1408	1408	hɪər	230	h ɪ ə r
German		hear	1408	1408	høːrən	230	h øː r ə n
Spanish		hear	1408	1408	o.ir	229	o i r
Danish		hear	1408	1408	høːʌ	230	h øː ʌ
Bulgarian		hear	1408	1408	ʧuvəm	230	tʃ u v ə m
Greek		hear	1408	1408	akuo	230	a k uo
Armenian		hear	1408	1408	ləsɛl	231	l ə s ɛ l
Romanian		hear	1408	1408	awzi	229	a w z i
Russian		hear	1408	1408	sluʃatʲ	231	s l u ʃ a tʲ
Polish		hear	1408	1408	swɨʃɛʨ	231	s w ɨ ʃ ɛ tɕ
Norwegian		hear	1408	1408	høːɾə	230	h øː ɾ ə
French		hear	1408	1408	ɑ̃tɑ̃dʁ	232	ɑ̃ t ɑ̃ d ʁ
Czech		hear	1408	1408	slɪʃɛt	231	s l ɪ ʃ ɛ t
Icelandic		hear	1408	1408	heiːra	230	h e iː r a
Italian		hear	1408	1408	udire	229	u d i r e
Hindi		hear	1408	1408	sʊnnaː	231	s ʊ nː aː
Portuguese		hear	1408	1408	ovir	229	o v i r
Dutch		heart	1223	1223	hɑrt	235	h ɑ r t
Swedish		heart	1223	1223	jɛrta	235	j ɛ r t a
English		heart	1223	1223	hɑːrt	235	h ɑː r t
German		heart	1223	1223	hɛrt͡s	235	h ɛ r ts
Spanish		heart	1223	1223	koraθon	235	k o r a θ o n
Danish		heart	1223	1223	jæʁdə	235	j æ ʁ d ə
Bulgarian		heart	1223	1223	sərʦɛ	235	s ə r ts ɛ
Greek		heart	1223	1223	karðʝa	235	k a r ð ʝ a
Armenian		heart	1223	1223	siɾt	235	s i ɾ t
Romanian		heart	1223	1223	inimə	234	i n i m ə
Russian		heart	1223	1223	sʲɛrʦə	235	sʲ ɛ r ts ə
Polish		heart	1223	1223	sɛrʦɛ	235	s ɛ r ts ɛ
Norwegian		heart	1223	1223	jæʈə	-235	j æ ʈ ə
French		heart	1223	1223	kœʁ	235	k œ ʁ
Czech		heart	1223	1223	sr̩ʦɛ	235	s r̩ ts ɛ
Icelandic		heart	1223	1223	çar̥ta	235	ç a r̥ t a
Italian		heart	1223	1223	kwɔre	235	k w ɔ r e
Hindi		heart	1223	1223	dɪl	-233	d ɪ l
Portuguese		heart	1223	1223	kurɐsõ	235	k u r ɐ s õ
Dutch		heavy	1210	1210	zʋaːr	564	z ʋ aː r
Swedish		heavy	1210	1210	svoːr	564	s v oː r
English		heavy	1210	1210	hɛvɪ	562	h ɛ v ɪ
German		heavy	1210	1210	ʃveːr	564	ʃ v eː r
Spanish		heavy	1210	1210	pesaðo	560	p e s a ð o
Danish		heavy	1210	1210	tɔŋˀ	563	t ɔ ŋˀ
Bulgarian		heavy	1210	1210	tɛʒək	563	t ɛ ʒ ə k
Greek		heavy	1210	1210	varis	565	v a r i s
Romanian		heavy	1210	1210	grew	565	g r e w
Russian		heavy	1210	1210	tʲɪʒolɨj	563	tʲ ɪ ʒ o l ɨ j
Polish		heavy	1210	1210	ʨɛ̃ʃki	563	tɕ ɛ̃ ʃ k i
Norwegian		heavy	1210	1210	tuŋ	563	t u ŋ
French		heavy	1210	1210	luʁ	561	l u ʁ
Czech		heavy	1210	1210	tʲɛʃkiː	563	tʲ ɛ ʃ k iː
Icelandic		heavy	1210	1210	θuŋkʏr	563	θ u ŋ k ʏ r
Italian		heavy	1210	1210	pesante	560	p e s a n t e
Hindi		heavy	1210	1210	bʱaːriː	566	b̤ aː r iː
Portuguese		heavy	1210	1210	pəzadu	560	p ə z a d u
Swedish		heavy	1210	1210	tuŋː	563	t u ŋː
Danish		heavy	1210	1210	svɛˀʁ	564	s v ɛˀ ʁ
Dutch		horn	1393	1393	hoːrn	238	h oː r n
Swedish		horn	1393	1393	hoːrn	238	h oː r n
English		horn	1393	1393	hɔːrn	238	h ɔː r n
German		horn	1393	1393	hɔrn	238	h ɔ r n
Spanish		horn	1393	1393	kweɾno	238	k w e ɾ n o
Danish		horn	1393	1393	hoʁˀn	238	h o ʁˀ n
Bulgarian		horn	1393	1393	rok	237	r o k
Greek		horn	1393	1393	cerato	238	c e r a t o
Armenian		horn	1393	1393	poz	-236	p o z
Romanian		horn	1393	1393	korn	238	k o r n
Russian		horn	1393	1393	rok	237	r o k
Polish		horn	1393	1393	ruk	237	r u k
Norwegian		horn	1393	1393	huːɳ	238	h uː ɳ
French		horn	1393	1393	kɔʁn	238	k ɔ ʁ n
Czech		horn	1393	1393	rox	237	r o x
Icelandic		horn	1393	1393	hɔrt͡n	238	h ɔ r n̥
Italian		horn	1393	1393	kɔrno	238	k ɔ r n o
Hindi		horn	1393	1393	sĩːg	238	s ĩː g
Portuguese		horn	1393	1393	kornu	238	k o r n u
Dutch		kill	1417	1417	doːdə	242	d oː d ə
Swedish		kill	1417	1417	døːda	242	d øː d a
English		kill	1417	1417	kɪl	245	k ɪ l
German		kill	1417	1417	tøːtən	242	t øː t ə n
Spanish		kill	1417	1417	mataɾ	249	m a t a ɾ
Danish		kill	1417	1417	dʁɛːbə	248	d ʁ ɛː b ə
Bulgarian		kill	1417	1417	ubivəm	246	u b i v ə m
Greek		kill	1417	1417	skotono	244	s k o t o n o
Armenian		kill	1417	1417	spɑnɛl	241	s p ɑ n ɛ l
Romanian		kill	1417	1417	uʧide	250	u tʃ i d e
Russian		kill	1417	1417	ubʲitʲ	246	u bʲ i tʲ
Polish		kill	1417	1417	zabijaʨ	246	z a b i j a tɕ
Norwegian		kill	1417	1417	dɾeːpə	248	d ɾ eː p ə
French		kill	1417	1417	tɥe	243	t ɥ e
Czech		kill	1417	1417	zabiːjɛt	246	z a b iː j ɛ t
Icelandic		kill	1417	1417	trɛːpa	248	t r ɛː p a
Italian		kill	1417	1417	uʧːidere	250	u tːʃ i d e r e
Hindi		kill	1417	1417	maːrnaː	247	m aː r n aː
Portuguese		kill	1417	1417	mɐtar	249	m ɐ t a r
Swedish		kill	1417	1417	drɛpa	248	d r ɛ p a
Dutch		knee	1371	1371	kniː	254	k n iː
Swedish		knee	1371	1371	knɛː	254	k n ɛː
English		knee	1371	1371	niː	254	n iː
German		knee	1371	1371	kniː	254	k n iː
Spanish		knee	1371	1371	roðiʎa	251	r o ð i ʎ a
Danish		knee	1371	1371	knɛˀ	254	k n ɛˀ
Bulgarian		knee	1371	1371	kolʲano	252	k o lʲ a n o
Greek		knee	1371	1371	ɣonato	254	ɣ o n a t o
Armenian		knee	1371	1371	ʦunk	254	ts u n k
Romanian		knee	1371	1371	ʤenunkʲ	254	dʒ e n u n kʲ
Russian		knee	1371	1371	kɐlʲenə	252	k ɐ lʲ e n ə
Polish		knee	1371	1371	kɔlanɔ	252	k ɔ l a n ɔ
Norwegian		knee	1371	1371	kneː	254	k n eː
French		knee	1371	1371	ʒənu	254	ʒ ə n u
Czech		knee	1371	1371	kolɛno	252	k o l ɛ n o
Icelandic		knee	1371	1371	kʰniɛː	254	kʰ n i ɛː
Italian		knee	1371	1371	ʤinɔkkjo	254	dʒ i n ɔ kː j o
Hindi		knee	1371	1371	gʱʊʈnaː	-253	g̤ ʊ ʈ n aː
Portuguese		knee	1371	1371	ʒuɐʎu	254	ʒ w ɐ ʎ u
Dutch		know	1410	1410	ʋeːtə	256	ʋ eː t ə
Swedish		know	1410	1410	ɕɛnna	257	ɕ ɛ nː a
English		know	1410	1410	nəʊ	257	n əu
German		know	1410	1410	vɪsən	256	v ɪ s ə n
Spanish		know	1410	1410	konoθer	257	k o n o θ e r
Danish		know	1410	1410	viːðə	256	v iː ð ə
Bulgarian		know	1410	1410	znajə	257	z n a j ə
Greek		know	1410	1410	k͡sero	258	ks e r o
Armenian		know	1410	1410	gitɛnɑl	256	g i t ɛ n ɑ l
Romanian		know	1410	1410	ʃti	259	ʃ t i
Russian		know	1410	1410	znatʲ	257	z n a tʲ
Polish		know	1410	1410	znaʨ	257	z n a tɕ
Norwegian		know	1410	1410	ʋiːtə	256	ʋ iː t ə
French		know	1410	1410	savwaʁ	255	s a v w a ʁ
Czech		know	1410	1410	znaːt	257	z n aː t
Icelandic		know	1410	1410	vɪːta	256	v ɪː t a
Italian		know	1410	1410	konoʃʃere	257	k o n o ʃː e r e
Hindi		know	1410	1410	ʤaːnnaː	257	dʒ aː nː aː
Portuguese		know	1410	1410	kuɲəser	257	k u ɲ ə s e r
Dutch		know	1410	1410	kɛnə	257	k ɛ n ə
Swedish		know	1410	1410	veta	256	v e t a
German		know	1410	1410	kɛnən	257	k ɛ n ə n
Spanish		know	1410	1410	saβeɾ	255	s a β e ɾ
Danish		know	1410	1410	kɛnə	257	k ɛ n ə
Greek		know	1410	1410	ɣnorizo	257	ɣ n o r i z o
Romanian		know	1410	1410	kunwaʃte	257	k u n w a ʃ t e
Polish		know	1410	1410	vʲɛʥɛʨ	256	vʲ ɛ dʑ ɛ tɕ
Norwegian		know	1410	1410	çenə	257	ç e n ə
French		know	1410	1410	kɔnɛtʁ	257	k ɔ n ɛ t ʁ
Czech		know	1410	1410	vʲɛdʲɛt	256	vʲ ɛ dʲ ɛ t
